P -627.7700, -910.2800, 0.0000, 90, 70, 50, 3, N
P -627.7700, -731.0800, 0.0000, 90, 70, 50, 1, S
P -538.1700, -820.6800, 0.0000, 90, 70, 50, 1, E
P -717.3700, -820.6800, 0.0000, 90, 70, 50, 1, W
L -702.81, 920.73, 0.0000, -730.81, 797.76, 0.0000, 90, 70, 50
L -730.81, 797.76, 0.0000, -711.00, 674.80, 0.0000, 90, 70, 50
L -711.00, 674.80, 0.0000, -730.81, 551.84, 0.0000, 90, 70, 50
L -730.81, 551.84, 0.0000, -702.44, 428.87, 0.0000, 90, 70, 50
L -702.44, 428.87, 0.0000, -730.81, 305.91, 0.0000, 90, 70, 50
L -730.81, 305.91, 0.0000, -703.43, 182.95, 0.0000, 90, 70, 50
L -719.86, -800.76, 0.0000, -730.81, -923.72, 0.0000, 90, 70, 50
L -656.81, -849.72, 0.0000, -484.86, -842.42, 0.0000, 140, 120, 90
L 546.83, -841.18, 0.0000, 718.78, -849.72, 0.0000, 140, 120, 90
L 708.84, -684.32, 0.0000, 718.78, -518.92, 0.0000, 140, 120, 90
L 718.78, -518.92, 0.0000, 709.01, -353.52, 0.0000, 140, 120, 90
L 709.01, -353.52, 0.0000, 718.78, -188.12, 0.0000, 140, 120, 90
L 718.78, -188.12, 0.0000, 704.97, -22.72, 0.0000, 140, 120, 90
L 704.97, -22.72, 0.0000, 718.78, 142.69, 0.0000, 140, 120, 90
L 718.78, 142.69, 0.0000, 710.10, 308.09, 0.0000, 140, 120, 90
L 710.10, 308.09, 0.0000, 718.78, 473.49, 0.0000, 140, 120, 90
L 718.78, 473.49, 0.0000, 706.12, 638.89, 0.0000, 140, 120, 90
L 706.12, 638.89, 0.0000, 718.78, 804.29, 0.0000, 140, 120, 90
L 718.78, 804.29, 0.0000, 703.28, 969.69, 0.0000, 140, 120, 90
L 718.78, 969.69, 0.0000, 546.83, 955.14, 0.0000, 140, 120, 90
L 546.83, 955.14, 0.0000, 374.88, 969.69, 0.0000, 140, 120, 90
L 374.88, 969.69, 0.0000, 202.93, 958.40, 0.0000, 140, 120, 90
L 202.93, 958.40, 0.0000, 30.99, 969.69, 0.0000, 140, 120, 90
L 30.99, 969.69, 0.0000, -140.96, 963.79, 0.0000, 140, 120, 90
L -140.96, 963.79, 0.0000, -312.91, 969.69, 0.0000, 140, 120, 90
L -312.91, 969.69, 0.0000, -484.86, 961.29, 0.0000, 140, 120, 90
L -484.86, 961.29, 0.0000, -656.81, 969.69, 0.0000, 140, 120, 90
L -656.81, 969.69, 0.0000, -643.80, 804.29, 0.0000, 140, 120, 90
L -643.80, 804.29, 0.0000, -656.81, 638.89, 0.0000, 140, 120, 90
L -656.81, 638.89, 0.0000, -644.47, 473.49, 0.0000, 140, 120, 90
L -644.47, 473.49, 0.0000, -656.81, 308.09, 0.0000, 140, 120, 90
L -656.81, 308.09, 0.0000, -646.60, 142.69, 0.0000, 140, 120, 90
L -646.60, 142.69, 0.0000, -656.81, -22.72, 0.0000, 140, 120, 90
L -656.81, -22.72, 0.0000, -649.04, -188.12, 0.0000, 140, 120, 90
L -649.04, -188.12, 0.0000, -656.81, -353.52, 0.0000, 140, 120, 90
L -656.81, -353.52, 0.0000, -649.70, -518.92, 0.0000, 140, 120, 90
L -649.70, -518.92, 0.0000, -656.81, -684.32, 0.0000, 140, 120, 90
L  -693.5500, -796.7400, 0.0000, -696.7100, -808.5200, 0.0000, 90, 70, 50
L  -696.7100, -808.5200, 0.0000, -697.7700, -820.6800, 0.0000, 90, 70, 50
L  -697.7700, -820.6800, 0.0000, -696.7100, -832.8400, 0.0000, 90, 70, 50
L  -696.7100, -832.8400, 0.0000, -693.5500, -844.6200, 0.0000, 90, 70, 50
L  -693.5500, -844.6200, 0.0000, -688.3900, -855.6800, 0.0000, 90, 70, 50
L  -688.3900, -855.6800, 0.0000, -681.3900, -865.6800, 0.0000, 90, 70, 50
L  -681.3900, -865.6800, 0.0000, -672.7700, -874.3000, 0.0000, 90, 70, 50
L  -672.7700, -874.3000, 0.0000, -662.7700, -881.3000, 0.0000, 90, 70, 50
L  -662.7700, -881.3000, 0.0000, -651.7100, -886.4600, 0.0000, 90, 70, 50
L  -651.7100, -886.4600, 0.0000, -639.9300, -889.6200, 0.0000, 90, 70, 50
L  -639.9300, -889.6200, 0.0000, -627.7700, -890.6800, 0.0000, 90, 70, 50
L  -627.7700, -890.6800, 0.0000, -615.6100, -889.6200, 0.0000, 90, 70, 50
L  -615.6100, -889.6200, 0.0000, -603.8300, -886.4600, 0.0000, 90, 70, 50
L  -603.8300, -886.4600, 0.0000, -592.7700, -881.3000, 0.0000, 90, 70, 50
L  -592.7700, -881.3000, 0.0000, -582.7700, -874.3000, 0.0000, 90, 70, 50
L  -582.7700, -874.3000, 0.0000, -574.1500, -865.6800, 0.0000, 90, 70, 50
L  -574.1500, -865.6800, 0.0000, -567.1500, -855.6800, 0.0000, 90, 70, 50
L  -567.1500, -855.6800, 0.0000, -561.9900, -844.6200, 0.0000, 90, 70, 50
L  -696.2700, -781.1300, 0.0000, -702.1000, -793.6300, 0.0000, 140, 120, 90
L  -702.1000, -793.6300, 0.0000, -705.6700, -806.9400, 0.0000, 140, 120, 90
L  -705.6700, -806.9400, 0.0000, -706.8700, -820.6800, 0.0000, 140, 120, 90
L  -706.8700, -820.6800, 0.0000, -705.6700, -834.4200, 0.0000, 140, 120, 90
L  -705.6700, -834.4200, 0.0000, -702.1000, -847.7300, 0.0000, 140, 120, 90
L  -702.1000, -847.7300, 0.0000, -696.2700, -860.2300, 0.0000, 140, 120, 90
L  -696.2700, -860.2300, 0.0000, -688.3600, -871.5200, 0.0000, 140, 120, 90
L  -688.3600, -871.5200, 0.0000, -678.6100, -881.2700, 0.0000, 140, 120, 90
L  -678.6100, -881.2700, 0.0000, -667.3200, -889.1800, 0.0000, 140, 120, 90
L  -667.3200, -889.1800, 0.0000, -654.8200, -895.0100, 0.0000, 140, 120, 90
L  -654.8200, -895.0100, 0.0000, -641.5100, -898.5800, 0.0000, 140, 120, 90
L  -641.5100, -898.5800, 0.0000, -627.7700, -899.7800, 0.0000, 140, 120, 90
L  -627.7700, -899.7800, 0.0000, -614.0300, -898.5800, 0.0000, 140, 120, 90
L  -614.0300, -898.5800, 0.0000, -600.7200, -895.0100, 0.0000, 140, 120, 90
L  -600.7200, -895.0100, 0.0000, -588.2200, -889.1800, 0.0000, 140, 120, 90
L  -588.2200, -889.1800, 0.0000, -576.9300, -881.2700, 0.0000, 140, 120, 90
L  -576.9300, -881.2700, 0.0000, -567.1800, -871.5200, 0.0000, 140, 120, 90
L  -567.1800, -871.5200, 0.0000, -559.2700, -860.2300, 0.0000, 140, 120, 90
L  -559.2700, -860.2300, 0.0000, -553.4400, -847.7300, 0.0000, 140, 120, 90
L  -627.7700, -820.6800, 0.0000, -627.7700, -890.6800, 0.0000, 140, 120, 90
L  -635.7700, -876.6800, 0.0000, -627.7700, -886.4800, 0.0000, 90, 70, 50
L  -619.7700, -876.6800, 0.0000, -627.7700, -886.4800, 0.0000, 90, 70, 50
L 393.5575, -400.4994, 0.0000, 393.2133, -418.9794, 0.0000, 110, 92, 70
L 393.2133, -418.9794, 0.0000, 407.6718, -418.9794, 0.0000, 110, 92, 70
L 407.6718, -418.9794, 0.0000, 407.3275, -400.4994, 0.0000, 110, 92, 70
L 407.3275, -400.4994, 0.0000, 393.5575, -400.4994, 0.0000, 110, 92, 70
L 397.0000, -400.4994, 0.0000, 396.3115, -389.9394, 0.0000, 110, 92, 70
L 403.8850, -400.4994, 0.0000, 404.9178, -389.9394, 0.0000, 110, 92, 70
L 404.9425, -424.9794, 0.0000, 404.0831, -422.1580, 0.0000, 110, 92, 70
L 404.0831, -422.1580, 0.0000, 401.8331, -420.4143, 0.0000, 110, 92, 70
L 401.8331, -420.4143, 0.0000, 399.0519, -420.4143, 0.0000, 110, 92, 70
L 399.0519, -420.4143, 0.0000, 396.8019, -422.1580, 0.0000, 110, 92, 70
L 396.8019, -422.1580, 0.0000, 395.9425, -424.9794, 0.0000, 110, 92, 70
L 395.9425, -424.9794, 0.0000, 396.8019, -427.8007, 0.0000, 110, 92, 70
L 396.8019, -427.8007, 0.0000, 399.0519, -429.5444, 0.0000, 110, 92, 70
L 399.0519, -429.5444, 0.0000, 401.8331, -429.5444, 0.0000, 110, 92, 70
L 401.8331, -429.5444, 0.0000, 404.0831, -427.8007, 0.0000, 110, 92, 70
L 404.0831, -427.8007, 0.0000, 404.9425, -424.9794, 0.0000, 110, 92, 70
L 391.4920, -417.7794, 0.0000, 400.4425, -420.7794, 0.0000, 110, 92, 70
L 400.4425, -420.7794, 0.0000, 409.3930, -417.7794, 0.0000, 110, 92, 70
L 410.6425, -419.9994, 0.0000, 410.6425, -394.7994, 0.0000, 110, 92, 70
L 410.6425, -418.7994, 0.0000, 416.6425, -415.1994, 0.0000, 110, 92, 70
L 416.6425, -415.1994, 0.0000, 410.6425, -411.5994, 0.0000, 110, 92, 70
L 387.1765, 448.3543, 0.0000, 386.8322, 429.8743, 0.0000, 110, 92, 70
L 386.8322, 429.8743, 0.0000, 401.2907, 429.8743, 0.0000, 110, 92, 70
L 401.2907, 429.8743, 0.0000, 400.9465, 448.3543, 0.0000, 110, 92, 70
L 400.9465, 448.3543, 0.0000, 387.1765, 448.3543, 0.0000, 110, 92, 70
L 390.6190, 448.3543, 0.0000, 389.9305, 458.9143, 0.0000, 110, 92, 70
L 397.5040, 448.3543, 0.0000, 398.5367, 458.9143, 0.0000, 110, 92, 70
L 398.5615, 423.8743, 0.0000, 397.7021, 426.6957, 0.0000, 110, 92, 70
L 397.7021, 426.6957, 0.0000, 395.4521, 428.4394, 0.0000, 110, 92, 70
L 395.4521, 428.4394, 0.0000, 392.6709, 428.4394, 0.0000, 110, 92, 70
L 392.6709, 428.4394, 0.0000, 390.4209, 426.6957, 0.0000, 110, 92, 70
L 390.4209, 426.6957, 0.0000, 389.5615, 423.8743, 0.0000, 110, 92, 70
L 389.5615, 423.8743, 0.0000, 390.4209, 421.0530, 0.0000, 110, 92, 70
L 390.4209, 421.0530, 0.0000, 392.6709, 419.3093, 0.0000, 110, 92, 70
L 392.6709, 419.3093, 0.0000, 395.4521, 419.3093, 0.0000, 110, 92, 70
L 395.4521, 419.3093, 0.0000, 397.7021, 421.0530, 0.0000, 110, 92, 70
L 397.7021, 421.0530, 0.0000, 398.5615, 423.8743, 0.0000, 110, 92, 70
L 385.1110, 431.0743, 0.0000, 394.0615, 428.0743, 0.0000, 110, 92, 70
L 394.0615, 428.0743, 0.0000, 403.0120, 431.0743, 0.0000, 110, 92, 70
L 404.2615, 428.8543, 0.0000, 404.2615, 454.0543, 0.0000, 110, 92, 70
L 404.2615, 430.0543, 0.0000, 410.2615, 433.6543, 0.0000, 110, 92, 70
L 410.2615, 433.6543, 0.0000, 404.2615, 437.2543, 0.0000, 110, 92, 70
L -243.9200, 393.3658, 0.0000, -244.2642, 374.8858, 0.0000, 110, 92, 70
L -244.2642, 374.8858, 0.0000, -229.8057, 374.8858, 0.0000, 110, 92, 70
L -229.8057, 374.8858, 0.0000, -230.1500, 393.3658, 0.0000, 110, 92, 70
L -230.1500, 393.3658, 0.0000, -243.9200, 393.3658, 0.0000, 110, 92, 70
L -240.4775, 393.3658, 0.0000, -241.1660, 403.9258, 0.0000, 110, 92, 70
L -233.5925, 393.3658, 0.0000, -232.5597, 403.9258, 0.0000, 110, 92, 70
L -232.5350, 368.8858, 0.0000, -233.3944, 371.7072, 0.0000, 110, 92, 70
L -233.3944, 371.7072, 0.0000, -235.6444, 373.4509, 0.0000, 110, 92, 70
L -235.6444, 373.4509, 0.0000, -238.4256, 373.4509, 0.0000, 110, 92, 70
L -238.4256, 373.4509, 0.0000, -240.6756, 371.7072, 0.0000, 110, 92, 70
L -240.6756, 371.7072, 0.0000, -241.5350, 368.8858, 0.0000, 110, 92, 70
L -241.5350, 368.8858, 0.0000, -240.6756, 366.0644, 0.0000, 110, 92, 70
L -240.6756, 366.0644, 0.0000, -238.4256, 364.3207, 0.0000, 110, 92, 70
L -238.4256, 364.3207, 0.0000, -235.6444, 364.3207, 0.0000, 110, 92, 70
L -235.6444, 364.3207, 0.0000, -233.3944, 366.0644, 0.0000, 110, 92, 70
L -233.3944, 366.0644, 0.0000, -232.5350, 368.8858, 0.0000, 110, 92, 70
L -245.9855, 376.0858, 0.0000, -237.0350, 373.0858, 0.0000, 110, 92, 70
L -237.0350, 373.0858, 0.0000, -228.0845, 376.0858, 0.0000, 110, 92, 70
L -226.8350, 373.8658, 0.0000, -226.8350, 399.0658, 0.0000, 110, 92, 70
L -226.8350, 375.0658, 0.0000, -220.8350, 378.6658, 0.0000, 110, 92, 70
L -220.8350, 378.6658, 0.0000, -226.8350, 382.2658, 0.0000, 110, 92, 70
L -327.3083, 518.5394, 0.0000, -327.6526, 500.0594, 0.0000, 110, 92, 70
L -327.6526, 500.0594, 0.0000, -313.1941, 500.0594, 0.0000, 110, 92, 70
L -313.1941, 500.0594, 0.0000, -313.5383, 518.5394, 0.0000, 110, 92, 70
L -313.5383, 518.5394, 0.0000, -327.3083, 518.5394, 0.0000, 110, 92, 70
L -323.8658, 518.5394, 0.0000, -324.5543, 529.0994, 0.0000, 110, 92, 70
L -316.9808, 518.5394, 0.0000, -315.9481, 529.0994, 0.0000, 110, 92, 70
L -315.9233, 494.0594, 0.0000, -316.7828, 496.8808, 0.0000, 110, 92, 70
L -316.7828, 496.8808, 0.0000, -319.0328, 498.6245, 0.0000, 110, 92, 70
L -319.0328, 498.6245, 0.0000, -321.8139, 498.6245, 0.0000, 110, 92, 70
L -321.8139, 498.6245, 0.0000, -324.0639, 496.8808, 0.0000, 110, 92, 70
L -324.0639, 496.8808, 0.0000, -324.9233, 494.0594, 0.0000, 110, 92, 70
L -324.9233, 494.0594, 0.0000, -324.0639, 491.2381, 0.0000, 110, 92, 70
L -324.0639, 491.2381, 0.0000, -321.8139, 489.4944, 0.0000, 110, 92, 70
L -321.8139, 489.4944, 0.0000, -319.0328, 489.4944, 0.0000, 110, 92, 70
L -319.0328, 489.4944, 0.0000, -316.7828, 491.2381, 0.0000, 110, 92, 70
L -316.7828, 491.2381, 0.0000, -315.9233, 494.0594, 0.0000, 110, 92, 70
L -329.3738, 501.2594, 0.0000, -320.4233, 498.2594, 0.0000, 110, 92, 70
L -320.4233, 498.2594, 0.0000, -311.4728, 501.2594, 0.0000, 110, 92, 70
L -310.2233, 499.0394, 0.0000, -310.2233, 524.2394, 0.0000, 110, 92, 70
L -310.2233, 500.2394, 0.0000, -304.2233, 503.8394, 0.0000, 110, 92, 70
L -304.2233, 503.8394, 0.0000, -310.2233, 507.4394, 0.0000, 110, 92, 70
L 278.5770, 22.2371, 0.0000, 278.2328, 3.7571, 0.0000, 110, 92, 70
L 278.2328, 3.7571, 0.0000, 292.6913, 3.7571, 0.0000, 110, 92, 70
L 292.6913, 3.7571, 0.0000, 292.3470, 22.2371, 0.0000, 110, 92, 70
L 292.3470, 22.2371, 0.0000, 278.5770, 22.2371, 0.0000, 110, 92, 70
L 282.0195, 22.2371, 0.0000, 281.3310, 32.7971, 0.0000, 110, 92, 70
L 288.9045, 22.2371, 0.0000, 289.9373, 32.7971, 0.0000, 110, 92, 70
L 289.9620, -2.2429, 0.0000, 289.1026, 0.5784, 0.0000, 110, 92, 70
L 289.1026, 0.5784, 0.0000, 286.8526, 2.3221, 0.0000, 110, 92, 70
L 286.8526, 2.3221, 0.0000, 284.0714, 2.3221, 0.0000, 110, 92, 70
L 284.0714, 2.3221, 0.0000, 281.8214, 0.5784, 0.0000, 110, 92, 70
L 281.8214, 0.5784, 0.0000, 280.9620, -2.2429, 0.0000, 110, 92, 70
L 280.9620, -2.2429, 0.0000, 281.8214, -5.0643, 0.0000, 110, 92, 70
L 281.8214, -5.0643, 0.0000, 284.0714, -6.8080, 0.0000, 110, 92, 70
L 284.0714, -6.8080, 0.0000, 286.8526, -6.8080, 0.0000, 110, 92, 70
L 286.8526, -6.8080, 0.0000, 289.1026, -5.0643, 0.0000, 110, 92, 70
L 289.1026, -5.0643, 0.0000, 289.9620, -2.2429, 0.0000, 110, 92, 70
L 276.5115, 4.9571, 0.0000, 285.4620, 1.9571, 0.0000, 110, 92, 70
L 285.4620, 1.9571, 0.0000, 294.4125, 4.9571, 0.0000, 110, 92, 70
L 295.6620, 2.7371, 0.0000, 295.6620, 27.9371, 0.0000, 110, 92, 70
L 295.6620, 3.9371, 0.0000, 301.6620, 7.5371, 0.0000, 110, 92, 70
L 301.6620, 7.5371, 0.0000, 295.6620, 11.1371, 0.0000, 110, 92, 70
L -264.3715, 285.1600, 0.0000, -264.7157, 266.6800, 0.0000, 110, 92, 70
L -264.7157, 266.6800, 0.0000, -250.2572, 266.6800, 0.0000, 110, 92, 70
L -250.2572, 266.6800, 0.0000, -250.6015, 285.1600, 0.0000, 110, 92, 70
L -250.6015, 285.1600, 0.0000, -264.3715, 285.1600, 0.0000, 110, 92, 70
L -260.9290, 285.1600, 0.0000, -261.6175, 295.7200, 0.0000, 110, 92, 70
L -254.0440, 285.1600, 0.0000, -253.0112, 295.7200, 0.0000, 110, 92, 70
L -252.9865, 260.6800, 0.0000, -253.8459, 263.5013, 0.0000, 110, 92, 70
L -253.8459, 263.5013, 0.0000, -256.0959, 265.2450, 0.0000, 110, 92, 70
L -256.0959, 265.2450, 0.0000, -258.8770, 265.2450, 0.0000, 110, 92, 70
L -258.8770, 265.2450, 0.0000, -261.1270, 263.5013, 0.0000, 110, 92, 70
L -261.1270, 263.5013, 0.0000, -261.9865, 260.6800, 0.0000, 110, 92, 70
L -261.9865, 260.6800, 0.0000, -261.1270, 257.8586, 0.0000, 110, 92, 70
L -261.1270, 257.8586, 0.0000, -258.8770, 256.1149, 0.0000, 110, 92, 70
L -258.8770, 256.1149, 0.0000, -256.0959, 256.1149, 0.0000, 110, 92, 70
L -256.0959, 256.1149, 0.0000, -253.8459, 257.8586, 0.0000, 110, 92, 70
L -253.8459, 257.8586, 0.0000, -252.9865, 260.6800, 0.0000, 110, 92, 70
L -266.4370, 267.8800, 0.0000, -257.4865, 264.8800, 0.0000, 110, 92, 70
L -257.4865, 264.8800, 0.0000, -248.5360, 267.8800, 0.0000, 110, 92, 70
L -247.2865, 265.6600, 0.0000, -247.2865, 290.8600, 0.0000, 110, 92, 70
L -247.2865, 266.8600, 0.0000, -241.2865, 270.4600, 0.0000, 110, 92, 70
L -241.2865, 270.4600, 0.0000, -247.2865, 274.0600, 0.0000, 110, 92, 70
L 208.8954, 261.1636, 0.0000, 208.5512, 242.6836, 0.0000, 110, 92, 70
L 208.5512, 242.6836, 0.0000, 223.0097, 242.6836, 0.0000, 110, 92, 70
L 223.0097, 242.6836, 0.0000, 222.6654, 261.1636, 0.0000, 110, 92, 70
L 222.6654, 261.1636, 0.0000, 208.8954, 261.1636, 0.0000, 110, 92, 70
L 212.3379, 261.1636, 0.0000, 211.6494, 271.7236, 0.0000, 110, 92, 70
L 219.2229, 261.1636, 0.0000, 220.2557, 271.7236, 0.0000, 110, 92, 70
L 220.2804, 236.6836, 0.0000, 219.4210, 239.5049, 0.0000, 110, 92, 70
L 219.4210, 239.5049, 0.0000, 217.1710, 241.2486, 0.0000, 110, 92, 70
L 217.1710, 241.2486, 0.0000, 214.3898, 241.2486, 0.0000, 110, 92, 70
L 214.3898, 241.2486, 0.0000, 212.1398, 239.5049, 0.0000, 110, 92, 70
L 212.1398, 239.5049, 0.0000, 211.2804, 236.6836, 0.0000, 110, 92, 70
L 211.2804, 236.6836, 0.0000, 212.1398, 233.8622, 0.0000, 110, 92, 70
L 212.1398, 233.8622, 0.0000, 214.3898, 232.1185, 0.0000, 110, 92, 70
L 214.3898, 232.1185, 0.0000, 217.1710, 232.1185, 0.0000, 110, 92, 70
L 217.1710, 232.1185, 0.0000, 219.4210, 233.8622, 0.0000, 110, 92, 70
L 219.4210, 233.8622, 0.0000, 220.2804, 236.6836, 0.0000, 110, 92, 70
L 206.8299, 243.8836, 0.0000, 215.7804, 240.8836, 0.0000, 110, 92, 70
L 215.7804, 240.8836, 0.0000, 224.7309, 243.8836, 0.0000, 110, 92, 70
L 225.9804, 241.6636, 0.0000, 225.9804, 266.8636, 0.0000, 110, 92, 70
L 225.9804, 242.8636, 0.0000, 231.9804, 246.4636, 0.0000, 110, 92, 70
L 231.9804, 246.4636, 0.0000, 225.9804, 250.0636, 0.0000, 110, 92, 70
L 272.4890, 143.3101, 0.0000, 272.1448, 124.8301, 0.0000, 110, 92, 70
L 272.1448, 124.8301, 0.0000, 286.6033, 124.8301, 0.0000, 110, 92, 70
L 286.6033, 124.8301, 0.0000, 286.2590, 143.3101, 0.0000, 110, 92, 70
L 286.2590, 143.3101, 0.0000, 272.4890, 143.3101, 0.0000, 110, 92, 70
L 275.9315, 143.3101, 0.0000, 275.2430, 153.8701, 0.0000, 110, 92, 70
L 282.8165, 143.3101, 0.0000, 283.8493, 153.8701, 0.0000, 110, 92, 70
L 283.8740, 118.8301, 0.0000, 283.0146, 121.6515, 0.0000, 110, 92, 70
L 283.0146, 121.6515, 0.0000, 280.7646, 123.3952, 0.0000, 110, 92, 70
L 280.7646, 123.3952, 0.0000, 277.9835, 123.3952, 0.0000, 110, 92, 70
L 277.9835, 123.3952, 0.0000, 275.7335, 121.6515, 0.0000, 110, 92, 70
L 275.7335, 121.6515, 0.0000, 274.8740, 118.8301, 0.0000, 110, 92, 70
L 274.8740, 118.8301, 0.0000, 275.7335, 116.0087, 0.0000, 110, 92, 70
L 275.7335, 116.0087, 0.0000, 277.9835, 114.2650, 0.0000, 110, 92, 70
L 277.9835, 114.2650, 0.0000, 280.7646, 114.2650, 0.0000, 110, 92, 70
L 280.7646, 114.2650, 0.0000, 283.0146, 116.0087, 0.0000, 110, 92, 70
L 283.0146, 116.0087, 0.0000, 283.8740, 118.8301, 0.0000, 110, 92, 70
L 270.4235, 126.0301, 0.0000, 279.3740, 123.0301, 0.0000, 110, 92, 70
L 279.3740, 123.0301, 0.0000, 288.3245, 126.0301, 0.0000, 110, 92, 70
L 289.5740, 123.8101, 0.0000, 289.5740, 149.0101, 0.0000, 110, 92, 70
L 289.5740, 125.0101, 0.0000, 295.5740, 128.6101, 0.0000, 110, 92, 70
L 295.5740, 128.6101, 0.0000, 289.5740, 132.2101, 0.0000, 110, 92, 70
L -572.4100, -461.6182, 0.0000, -559.7380, -465.4198, 0.0000, 104, 96, 96
L -559.7380, -465.4198, 0.0000, -538.6180, -426.1366, 0.0000, 104, 96, 96
L -538.6180, -426.1366, 0.0000, -521.7220, -429.9382, 0.0000, 104, 96, 96
L -521.7220, -429.9382, 0.0000, -500.6020, -388.1206, 0.0000, 104, 96, 96
L -500.6020, -388.1206, 0.0000, -475.2580, -360.2422, 0.0000, 104, 96, 96
L -577.9483, -448.8656, 0.0000, -570.1713, -433.5688, 0.0000, 132, 124, 120
L -570.1713, -433.5688, 0.0000, -561.6281, -416.7917, 0.0000, 132, 124, 120
L -561.6281, -416.7917, 0.0000, -550.7826, -401.0449, 0.0000, 132, 124, 120
L -563.9620, -433.7398, 0.0000, -555.7117, -415.1537, 0.0000, 132, 124, 120
L -555.7117, -415.1537, 0.0000, -543.8160, -397.3654, 0.0000, 132, 124, 120
L -543.8160, -397.3654, 0.0000, -537.2110, -377.0314, 0.0000, 132, 124, 120
L -574.1700, -476.9302, 0.0000, -562.5540, -467.4262, 0.0000, 132, 124, 120
L -565.3700, -466.8982, 0.0000, -553.7540, -457.3942, 0.0000, 132, 124, 120
L -556.5700, -456.8662, 0.0000, -544.9540, -447.3622, 0.0000, 132, 124, 120
L -547.7700, -446.8342, 0.0000, -536.1540, -437.3302, 0.0000, 132, 124, 120
L -538.9700, -436.8022, 0.0000, -527.3540, -427.2982, 0.0000, 132, 124, 120
L -530.1700, -426.7702, 0.0000, -518.5540, -417.2662, 0.0000, 132, 124, 120
L -521.3700, -416.7382, 0.0000, -509.7540, -407.2342, 0.0000, 132, 124, 120
L -512.5700, -406.7062, 0.0000, -500.9540, -397.2022, 0.0000, 132, 124, 120
L -503.7700, -396.6742, 0.0000, -492.1540, -387.1702, 0.0000, 132, 124, 120
L -494.9700, -386.6422, 0.0000, -483.3540, -377.1382, 0.0000, 132, 124, 120
L -486.1700, -376.6102, 0.0000, -474.5540, -367.1062, 0.0000, 132, 124, 120
L -572.6140, -360.6730, 0.0000, -566.1415, -354.8467, 0.0000, 132, 124, 120
L -558.8047, -355.9120, 0.0000, -550.1227, -364.7312, 0.0000, 132, 124, 120
L -550.1227, -361.3248, 0.0000, -540.2004, -355.9120, 0.0000, 132, 124, 120
L -535.5702, -359.2373, 0.0000, -526.4962, -365.1618, 0.0000, 132, 124, 120
L -526.4962, -364.5399, 0.0000, -516.1259, -359.2373, 0.0000, 132, 124, 120
L -512.4047, -361.5377, 0.0000, -506.1976, -368.6016, 0.0000, 132, 124, 120
L -506.1976, -367.1643, 0.0000, -499.1037, -361.5377, 0.0000, 132, 124, 120
L -492.2746, -362.4338, 0.0000, -482.0714, -370.8177, 0.0000, 132, 124, 120
L -482.0714, -369.1273, 0.0000, -470.4105, -362.4338, 0.0000, 132, 124, 120
L 545.6760, -181.2730, 0.0000, 571.0200, -206.6170, 0.0000, 104, 96, 96
L 571.0200, -206.6170, 0.0000, 585.8040, -201.5482, 0.0000, 104, 96, 96
