P 1933.310, -1788.340, 0.0000, 205, 120, 45, 3, N
P 1933.310, -1582.340, 0.0000, 115, 110, 104, 1, S
P 2028.310, -1677.340, 0.0000, 115, 110, 104, 1, E
P 1838.310, -1677.340, 0.0000, 115, 110, 104, 1, W
L -769.167, 865.687, 0.0000, -783.562, 862.659, 0.0000, 155, 48, 36
L -783.562, 862.659, 0.0000, -795.728, 854.391, 0.0000, 155, 48, 36
L -795.728, 854.391, 0.0000, -803.843, 842.122, 0.0000, 155, 48, 36
L -803.843, 842.122, 0.0000, -806.690, 827.690, 0.0000, 155, 48, 36
L -806.690, 827.690, 0.0000, -803.843, 813.258, 0.0000, 155, 48, 36
L -803.843, 813.258, 0.0000, -795.728, 800.989, 0.0000, 155, 48, 36
L -795.728, 800.989, 0.0000, -783.562, 792.721, 0.0000, 155, 48, 36
L -783.562, 792.721, 0.0000, -769.167, 789.693, 0.0000, 155, 48, 36
L -769.167, 789.693, 0.0000, -754.701, 792.358, 0.0000, 155, 48, 36
L -604.701, 863.021, 0.0000, -619.167, 865.687, 0.0000, 205, 120, 45
L -619.167, 865.687, 0.0000, -633.562, 862.659, 0.0000, 205, 120, 45
L -633.562, 862.659, 0.0000, -645.728, 854.391, 0.0000, 205, 120, 45
L -645.728, 854.391, 0.0000, -653.843, 842.122, 0.0000, 205, 120, 45
L -653.843, 842.122, 0.0000, -656.690, 827.690, 0.0000, 205, 120, 45
L -656.690, 827.690, 0.0000, -653.843, 813.258, 0.0000, 205, 120, 45
L -653.843, 813.258, 0.0000, -645.728, 800.989, 0.0000, 205, 120, 45
L -645.728, 800.989, 0.0000, -633.562, 792.721, 0.0000, 205, 120, 45
L -633.562, 792.721, 0.0000, -619.167, 789.693, 0.0000, 205, 120, 45
L -619.167, 789.693, 0.0000, -604.701, 792.358, 0.0000, 205, 120, 45
L -454.701, 863.021, 0.0000, -469.167, 865.687, 0.0000, 155, 48, 36
L -469.167, 865.687, 0.0000, -483.562, 862.659, 0.0000, 155, 48, 36
L -483.562, 862.659, 0.0000, -495.728, 854.391, 0.0000, 155, 48, 36
L -495.728, 854.391, 0.0000, -503.843, 842.122, 0.0000, 155, 48, 36
L -503.843, 842.122, 0.0000, -506.690, 827.690, 0.0000, 155, 48, 36
L -506.690, 827.690, 0.0000, -503.843, 813.258, 0.0000, 155, 48, 36
L -503.843, 813.258, 0.0000, -495.728, 800.989, 0.0000, 155, 48, 36
L -495.728, 800.989, 0.0000, -483.562, 792.721, 0.0000, 155, 48, 36
L -483.562, 792.721, 0.0000, -469.167, 789.693, 0.0000, 155, 48, 36
L -469.167, 789.693, 0.0000, -454.701, 792.358, 0.0000, 155, 48, 36
L -304.701, 863.021, 0.0000, -319.167, 865.687, 0.0000, 205, 120, 45
L -319.167, 865.687, 0.0000, -333.562, 862.659, 0.0000, 205, 120, 45
L -333.562, 862.659, 0.0000, -345.728, 854.391, 0.0000, 205, 120, 45
L -345.728, 854.391, 0.0000, -353.843, 842.122, 0.0000, 205, 120, 45
L -353.843, 842.122, 0.0000, -356.690, 827.690, 0.0000, 205, 120, 45
L -356.690, 827.690, 0.0000, -353.843, 813.258, 0.0000, 205, 120, 45
L -353.843, 813.258, 0.0000, -345.728, 800.989, 0.0000, 205, 120, 45
L -345.728, 800.989, 0.0000, -333.562, 792.721, 0.0000, 205, 120, 45
L -333.562, 792.721, 0.0000, -319.167, 789.693, 0.0000, 205, 120, 45
L -319.167, 789.693, 0.0000, -304.701, 792.358, 0.0000, 205, 120, 45
L -154.701, 863.021, 0.0000, -169.167, 865.687, 0.0000, 155, 48, 36
L -169.167, 865.687, 0.0000, -183.562, 862.659, 0.0000, 155, 48, 36
L -183.562, 862.659, 0.0000, -195.728, 854.391, 0.0000, 155, 48, 36
L -195.728, 854.391, 0.0000, -203.843, 842.122, 0.0000, 155, 48, 36
L -203.843, 842.122, 0.0000, -206.690, 827.690, 0.0000, 155, 48, 36
L -206.690, 827.690, 0.0000, -203.843, 813.258, 0.0000, 155, 48, 36
L -203.843, 813.258, 0.0000, -195.728, 800.989, 0.0000, 155, 48, 36
L -195.728, 800.989, 0.0000, -183.562, 792.721, 0.0000, 155, 48, 36
L -183.562, 792.721, 0.0000, -169.167, 789.693, 0.0000, 155, 48, 36
L -169.167, 789.693, 0.0000, -154.701, 792.358, 0.0000, 155, 48, 36
L -4.701, 863.021, 0.0000, -19.167, 865.687, 0.0000, 205, 120, 45
L -19.167, 865.687, 0.0000, -33.562, 862.659, 0.0000, 205, 120, 45
L -33.562, 862.659, 0.0000, -45.728, 854.391, 0.0000, 205, 120, 45
L -45.728, 854.391, 0.0000, -53.843, 842.122, 0.0000, 205, 120, 45
L -53.843, 842.122, 0.0000, -56.690, 827.690, 0.0000, 205, 120, 45
L -56.690, 827.690, 0.0000, -53.843, 813.258, 0.0000, 205, 120, 45
L -53.843, 813.258, 0.0000, -45.728, 800.989, 0.0000, 205, 120, 45
L -45.728, 800.989, 0.0000, -33.562, 792.721, 0.0000, 205, 120, 45
L -33.562, 792.721, 0.0000, -19.167, 789.693, 0.0000, 205, 120, 45
L -19.167, 789.693, 0.0000, -4.701, 792.358, 0.0000, 205, 120, 45
L 145.299, 863.021, 0.0000, 130.833, 865.687, 0.0000, 155, 48, 36
L 130.833, 865.687, 0.0000, 116.438, 862.659, 0.0000, 155, 48, 36
L 116.438, 862.659, 0.0000, 104.272, 854.391, 0.0000, 155, 48, 36
L 104.272, 854.391, 0.0000, 96.157, 842.122, 0.0000, 155, 48, 36
L 96.157, 842.122, 0.0000, 93.310, 827.690, 0.0000, 155, 48, 36
L 93.310, 827.690, 0.0000, 96.157, 813.258, 0.0000, 155, 48, 36
L 96.157, 813.258, 0.0000, 104.272, 800.989, 0.0000, 155, 48, 36
L 104.272, 800.989, 0.0000, 116.438, 792.721, 0.0000, 155, 48, 36
L 116.438, 792.721, 0.0000, 130.833, 789.693, 0.0000, 155, 48, 36
L 130.833, 789.693, 0.0000, 145.299, 792.358, 0.0000, 155, 48, 36
L 295.299, 863.021, 0.0000, 280.833, 865.687, 0.0000, 205, 120, 45
L 280.833, 865.687, 0.0000, 266.438, 862.659, 0.0000, 205, 120, 45
L 266.438, 862.659, 0.0000, 254.272, 854.391, 0.0000, 205, 120, 45
L 254.272, 854.391, 0.0000, 246.157, 842.122, 0.0000, 205, 120, 45
L 246.157, 842.122, 0.0000, 243.310, 827.690, 0.0000, 205, 120, 45
L 243.310, 827.690, 0.0000, 246.157, 813.258, 0.0000, 205, 120, 45
L 246.157, 813.258, 0.0000, 254.272, 800.989, 0.0000, 205, 120, 45
L 254.272, 800.989, 0.0000, 266.438, 792.721, 0.0000, 205, 120, 45
L 266.438, 792.721, 0.0000, 280.833, 789.693, 0.0000, 205, 120, 45
L 280.833, 789.693, 0.0000, 295.299, 792.358, 0.0000, 205, 120, 45
L 445.299, 863.021, 0.0000, 430.833, 865.687, 0.0000, 155, 48, 36
L 430.833, 865.687, 0.0000, 416.438, 862.659, 0.0000, 155, 48, 36
L 416.438, 862.659, 0.0000, 404.272, 854.391, 0.0000, 155, 48, 36
L 404.272, 854.391, 0.0000, 396.157, 842.122, 0.0000, 155, 48, 36
L 396.157, 842.122, 0.0000, 393.310, 827.690, 0.0000, 155, 48, 36
L 393.310, 827.690, 0.0000, 396.157, 813.258, 0.0000, 155, 48, 36
L 396.157, 813.258, 0.0000, 404.272, 800.989, 0.0000, 155, 48, 36
L 404.272, 800.989, 0.0000, 416.438, 792.721, 0.0000, 155, 48, 36
L 416.438, 792.721, 0.0000, 430.833, 789.693, 0.0000, 155, 48, 36
L 430.833, 789.693, 0.0000, 445.299, 792.358, 0.0000, 155, 48, 36
L 595.299, 863.021, 0.0000, 580.833, 865.687, 0.0000, 205, 120, 45
L 580.833, 865.687, 0.0000, 566.438, 862.659, 0.0000, 205, 120, 45
L 566.438, 862.659, 0.0000, 554.272, 854.391, 0.0000, 205, 120, 45
L 554.272, 854.391, 0.0000, 546.157, 842.122, 0.0000, 205, 120, 45
L 546.157, 842.122, 0.0000, 543.310, 827.690, 0.0000, 205, 120, 45
L 543.310, 827.690, 0.0000, 546.157, 813.258, 0.0000, 205, 120, 45
L 546.157, 813.258, 0.0000, 554.272, 800.989, 0.0000, 205, 120, 45
L 554.272, 800.989, 0.0000, 566.438, 792.721, 0.0000, 205, 120, 45
L 566.438, 792.721, 0.0000, 580.833, 789.693, 0.0000, 205, 120, 45
L 580.833, 789.693, 0.0000, 595.299, 792.358, 0.0000, 205, 120, 45
L 745.299, 863.021, 0.0000, 730.833, 865.687, 0.0000, 155, 48, 36
L 730.833, 865.687, 0.0000, 716.438, 862.659, 0.0000, 155, 48, 36
L 716.438, 862.659, 0.0000, 704.272, 854.391, 0.0000, 155, 48, 36
L 704.272, 854.391, 0.0000, 696.157, 842.122, 0.0000, 155, 48, 36
L 696.157, 842.122, 0.0000, 693.310, 827.690, 0.0000, 155, 48, 36
L 693.310, 827.690, 0.0000, 696.157, 813.258, 0.0000, 155, 48, 36
L 696.157, 813.258, 0.0000, 704.272, 800.989, 0.0000, 155, 48, 36
L 704.272, 800.989, 0.0000, 716.438, 792.721, 0.0000, 155, 48, 36
L 716.438, 792.721, 0.0000, 730.833, 789.693, 0.0000, 155, 48, 36
L 730.833, 789.693, 0.0000, 745.299, 792.358, 0.0000, 155, 48, 36
L 895.299, 863.021, 0.0000, 880.833, 865.687, 0.0000, 205, 120, 45
L 880.833, 865.687, 0.0000, 866.438, 862.659, 0.0000, 205, 120, 45
L 866.438, 862.659, 0.0000, 854.272, 854.391, 0.0000, 205, 120, 45
L 854.272, 854.391, 0.0000, 846.157, 842.122, 0.0000, 205, 120, 45
L 846.157, 842.122, 0.0000, 843.310, 827.690, 0.0000, 205, 120, 45
L 843.310, 827.690, 0.0000, 846.157, 813.258, 0.0000, 205, 120, 45
L 846.157, 813.258, 0.0000, 854.272, 800.989, 0.0000, 205, 120, 45
L 854.272, 800.989, 0.0000, 866.438, 792.721, 0.0000, 205, 120, 45
L 866.438, 792.721, 0.0000, 880.833, 789.693, 0.0000, 205, 120, 45
L 880.833, 789.693, 0.0000, 895.299, 792.358, 0.0000, 205, 120, 45
L 1045.299, 863.021, 0.0000, 1030.833, 865.687, 0.0000, 155, 48, 36
L 1030.833, 865.687, 0.0000, 1016.438, 862.659, 0.0000, 155, 48, 36
L 1016.438, 862.659, 0.0000, 1004.272, 854.391, 0.0000, 155, 48, 36
L 1004.272, 854.391, 0.0000, 996.157, 842.122, 0.0000, 155, 48, 36
L 996.157, 842.122, 0.0000, 993.310, 827.690, 0.0000, 155, 48, 36
L 993.310, 827.690, 0.0000, 996.157, 813.258, 0.0000, 155, 48, 36
L 996.157, 813.258, 0.0000, 1004.272, 800.989, 0.0000, 155, 48, 36
L 1004.272, 800.989, 0.0000, 1016.438, 792.721, 0.0000, 155, 48, 36
L 1016.438, 792.721, 0.0000, 1030.833, 789.693, 0.0000, 155, 48, 36
L 1030.833, 789.693, 0.0000, 1045.299, 792.358, 0.0000, 155, 48, 36
L 1195.299, 863.021, 0.0000, 1180.833, 865.687, 0.0000, 205, 120, 45
L 1180.833, 865.687, 0.0000, 1166.438, 862.659, 0.0000, 205, 120, 45
L 1166.438, 862.659, 0.0000, 1154.272, 854.391, 0.0000, 205, 120, 45
L 1154.272, 854.391, 0.0000, 1146.157, 842.122, 0.0000, 205, 120, 45
L 1146.157, 842.122, 0.0000, 1143.310, 827.690, 0.0000, 205, 120, 45
L 1143.310, 827.690, 0.0000, 1146.157, 813.258, 0.0000, 205, 120, 45
L 1146.157, 813.258, 0.0000, 1154.272, 800.989, 0.0000, 205, 120, 45
L 1154.272, 800.989, 0.0000, 1166.438, 792.721, 0.0000, 205, 120, 45
L 1166.438, 792.721, 0.0000, 1180.833, 789.693, 0.0000, 205, 120, 45
L 1180.833, 789.693, 0.0000, 1195.299, 792.358, 0.0000, 205, 120, 45
L 1345.299, 863.021, 0.0000, 1330.833, 865.687, 0.0000, 155, 48, 36
L 1330.833, 865.687, 0.0000, 1316.438, 862.659, 0.0000, 155, 48, 36
L 1316.438, 862.659, 0.0000, 1304.272, 854.391, 0.0000, 155, 48, 36
L 1304.272, 854.391, 0.0000, 1296.157, 842.122, 0.0000, 155, 48, 36
L 1296.157, 842.122, 0.0000, 1293.310, 827.690, 0.0000, 155, 48, 36
L 1293.310, 827.690, 0.0000, 1296.157, 813.258, 0.0000, 155, 48, 36
L 1296.157, 813.258, 0.0000, 1304.272, 800.989, 0.0000, 155, 48, 36
L 1304.272, 800.989, 0.0000, 1316.438, 792.721, 0.0000, 155, 48, 36
L 1316.438, 792.721, 0.0000, 1330.833, 789.693, 0.0000, 155, 48, 36
L 1330.833, 789.693, 0.0000, 1345.299, 792.358, 0.0000, 155, 48, 36
L 1495.299, 863.021, 0.0000, 1480.833, 865.687, 0.0000, 205, 120, 45
L 1480.833, 865.687, 0.0000, 1466.438, 862.659, 0.0000, 205, 120, 45
L 1466.438, 862.659, 0.0000, 1454.272, 854.391, 0.0000, 205, 120, 45
L 1454.272, 854.391, 0.0000, 1446.157, 842.122, 0.0000, 205, 120, 45
L 1446.157, 842.122, 0.0000, 1443.310, 827.690, 0.0000, 205, 120, 45
L 1443.310, 827.690, 0.0000, 1446.157, 813.258, 0.0000, 205, 120, 45
L 1446.157, 813.258, 0.0000, 1454.272, 800.989, 0.0000, 205, 120, 45
L 1454.272, 800.989, 0.0000, 1466.438, 792.721, 0.0000, 205, 120, 45
L 1466.438, 792.721, 0.0000, 1480.833, 789.693, 0.0000, 205, 120, 45
L 1480.833, 789.693, 0.0000, 1495.299, 792.358, 0.0000, 205, 120, 45
L 1645.299, 863.021, 0.0000, 1630.833, 865.687, 0.0000, 155, 48, 36
L 1630.833, 865.687, 0.0000, 1616.438, 862.659, 0.0000, 155, 48, 36
L 1616.438, 862.659, 0.0000, 1604.272, 854.391, 0.0000, 155, 48, 36
L 1604.272, 854.391, 0.0000, 1596.157, 842.122, 0.0000, 155, 48, 36
L 1596.157, 842.122, 0.0000, 1593.310, 827.690, 0.0000, 155, 48, 36
L 1593.310, 827.690, 0.0000, 1596.157, 813.258, 0.0000, 155, 48, 36
L 1596.157, 813.258, 0.0000, 1604.272, 800.989, 0.0000, 155, 48, 36
L 1604.272, 800.989, 0.0000, 1616.438, 792.721, 0.0000, 155, 48, 36
L 1616.438, 792.721, 0.0000, 1630.833, 789.693, 0.0000, 155, 48, 36
L 1630.833, 789.693, 0.0000, 1645.299, 792.358, 0.0000, 155, 48, 36
L -879.021, -1692.351, 0.0000, -881.687, -1706.818, 0.0000, 205, 120, 45
L -881.687, -1706.818, 0.0000, -878.659, -1721.212, 0.0000, 205, 120, 45
L -878.659, -1721.212, 0.0000, -870.391, -1733.378, 0.0000, 205, 120, 45
L -879.021, -1392.351, 0.0000, -881.687, -1406.818, 0.0000, 205, 120, 45
L -881.687, -1406.818, 0.0000, -878.659, -1421.212, 0.0000, 205, 120, 45
L -878.659, -1421.212, 0.0000, -870.391, -1433.378, 0.0000, 205, 120, 45
L -870.391, -1433.378, 0.0000, -858.122, -1441.493, 0.0000, 205, 120, 45
L -858.122, -1441.493, 0.0000, -843.690, -1444.340, 0.0000, 205, 120, 45
L -843.690, -1444.340, 0.0000, -829.258, -1441.493, 0.0000, 205, 120, 45
L -829.258, -1441.493, 0.0000, -816.989, -1433.378, 0.0000, 205, 120, 45
L -816.989, -1433.378, 0.0000, -808.721, -1421.212, 0.0000, 205, 120, 45
L -808.721, -1421.212, 0.0000, -805.693, -1406.818, 0.0000, 205, 120, 45
L -805.693, -1406.818, 0.0000, -808.358, -1392.351, 0.0000, 205, 120, 45
L -879.021, -1242.351, 0.0000, -881.687, -1256.818, 0.0000, 155, 48, 36
L -881.687, -1256.818, 0.0000, -878.659, -1271.212, 0.0000, 155, 48, 36
L -878.659, -1271.212, 0.0000, -870.391, -1283.378, 0.0000, 155, 48, 36
L -870.391, -1283.378, 0.0000, -858.122, -1291.493, 0.0000, 155, 48, 36
L -858.122, -1291.493, 0.0000, -843.690, -1294.340, 0.0000, 155, 48, 36
L -843.690, -1294.340, 0.0000, -829.258, -1291.493, 0.0000, 155, 48, 36
L -829.258, -1291.493, 0.0000, -816.989, -1283.378, 0.0000, 155, 48, 36
L -816.989, -1283.378, 0.0000, -808.721, -1271.212, 0.0000, 155, 48, 36
L -808.721, -1271.212, 0.0000, -805.693, -1256.818, 0.0000, 155, 48, 36
L -805.693, -1256.818, 0.0000, -808.358, -1242.351, 0.0000, 155, 48, 36
L -879.021, -1092.351, 0.0000, -881.687, -1106.818, 0.0000, 205, 120, 45
L -881.687, -1106.818, 0.0000, -878.659, -1121.212, 0.0000, 205, 120, 45
L -878.659, -1121.212, 0.0000, -870.391, -1133.378, 0.0000, 205, 120, 45
L -870.391, -1133.378, 0.0000, -858.122, -1141.493, 0.0000, 205, 120, 45
L -858.122, -1141.493, 0.0000, -843.690, -1144.340, 0.0000, 205, 120, 45
L -843.690, -1144.340, 0.0000, -829.258, -1141.493, 0.0000, 205, 120, 45
L -829.258, -1141.493, 0.0000, -816.989, -1133.378, 0.0000, 205, 120, 45
L -816.989, -1133.378, 0.0000, -808.721, -1121.212, 0.0000, 205, 120, 45
L -808.721, -1121.212, 0.0000, -805.693, -1106.818, 0.0000, 205, 120, 45
L -805.693, -1106.818, 0.0000, -808.358, -1092.351, 0.0000, 205, 120, 45
L -879.021, -942.351, 0.0000, -881.687, -956.818, 0.0000, 155, 48, 36
L -881.687, -956.818, 0.0000, -878.659, -971.212, 0.0000, 155, 48, 36
L -878.659, -971.212, 0.0000, -870.391, -983.378, 0.0000, 155, 48, 36
L -870.391, -983.378, 0.0000, -858.122, -991.493, 0.0000, 155, 48, 36
L -858.122, -991.493, 0.0000, -843.690, -994.340, 0.0000, 155, 48, 36
L -843.690, -994.340, 0.0000, -829.258, -991.493, 0.0000, 155, 48, 36
L -829.258, -991.493, 0.0000, -816.989, -983.378, 0.0000, 155, 48, 36
L -816.989, -983.378, 0.0000, -808.721, -971.212, 0.0000, 155, 48, 36
L -808.721, -971.212, 0.0000, -805.693, -956.818, 0.0000, 155, 48, 36
L -805.693, -956.818, 0.0000, -808.358, -942.351, 0.0000, 155, 48, 36
L -879.021, -792.351, 0.0000, -881.687, -806.818, 0.0000, 205, 120, 45
L -881.687, -806.818, 0.0000, -878.659, -821.212, 0.0000, 205, 120, 45
L -878.659, -821.212, 0.0000, -870.391, -833.378, 0.0000, 205, 120, 45
L -870.391, -833.378, 0.0000, -858.122, -841.493, 0.0000, 205, 120, 45
L -858.122, -841.493, 0.0000, -843.690, -844.340, 0.0000, 205, 120, 45
L -843.690, -844.340, 0.0000, -829.258, -841.493, 0.0000, 205, 120, 45
L -829.258, -841.493, 0.0000, -816.989, -833.378, 0.0000, 205, 120, 45
L -816.989, -833.378, 0.0000, -808.721, -821.212, 0.0000, 205, 120, 45
L -808.721, -821.212, 0.0000, -805.693, -806.818, 0.0000, 205, 120, 45
L -805.693, -806.818, 0.0000, -808.358, -792.351, 0.0000, 205, 120, 45
L -879.021, -642.351, 0.0000, -881.687, -656.818, 0.0000, 155, 48, 36
L -881.687, -656.818, 0.0000, -878.659, -671.212, 0.0000, 155, 48, 36
L -878.659, -671.212, 0.0000, -870.391, -683.378, 0.0000, 155, 48, 36
L -870.391, -683.378, 0.0000, -858.122, -691.493, 0.0000, 155, 48, 36
L -858.122, -691.493, 0.0000, -843.690, -694.340, 0.0000, 155, 48, 36
L -843.690, -694.340, 0.0000, -829.258, -691.493, 0.0000, 155, 48, 36
