P 436.3200, 244.8000, 0.0000, 74, 50, 30, 3, N
P 436.3200, 424.0000, 0.0000, 74, 50, 30, 1, S
P 525.9200, 334.4000, 0.0000, 74, 50, 30, 1, E
P 346.7200, 334.4000, 0.0000, 74, 50, 30, 1, W
L -724.00, -548.00, 0.0000, -680.00, -516.32, 0.0000, 150, 112, 74
L 588.00, -548.00, 0.0000, 632.00, -516.32, 0.0000, 150, 112, 74
L -724.00, -536.00, 0.0000, -680.00, -504.32, 0.0000, 150, 112, 74
L 588.00, -536.00, 0.0000, 632.00, -504.32, 0.0000, 150, 112, 74
L -724.00, -524.00, 0.0000, -680.00, -492.32, 0.0000, 150, 112, 74
L 588.00, -524.00, 0.0000, 632.00, -492.32, 0.0000, 150, 112, 74
L -724.00, -512.00, 0.0000, -680.00, -480.32, 0.0000, 150, 112, 74
L 588.00, -512.00, 0.0000, 632.00, -480.32, 0.0000, 150, 112, 74
L -724.00, -500.00, 0.0000, -680.00, -468.32, 0.0000, 150, 112, 74
L 588.00, -500.00, 0.0000, 632.00, -468.32, 0.0000, 150, 112, 74
L -724.00, -488.00, 0.0000, -680.00, -456.32, 0.0000, 150, 112, 74
L 588.00, -488.00, 0.0000, 632.00, -456.32, 0.0000, 150, 112, 74
L -724.00, -476.00, 0.0000, -680.00, -444.32, 0.0000, 150, 112, 74
L 588.00, -476.00, 0.0000, 632.00, -444.32, 0.0000, 150, 112, 74
L -724.00, -464.00, 0.0000, -680.00, -432.32, 0.0000, 150, 112, 74
L 588.00, -464.00, 0.0000, 632.00, -432.32, 0.0000, 150, 112, 74
L -724.00, -452.00, 0.0000, -680.00, -420.32, 0.0000, 150, 112, 74
L 588.00, -452.00, 0.0000, 632.00, -420.32, 0.0000, 150, 112, 74
L -724.00, -440.00, 0.0000, -680.00, -408.32, 0.0000, 150, 112, 74
L 588.00, -440.00, 0.0000, 632.00, -408.32, 0.0000, 150, 112, 74
L -724.00, -428.00, 0.0000, -680.00, -396.32, 0.0000, 150, 112, 74
L 588.00, -428.00, 0.0000, 632.00, -396.32, 0.0000, 150, 112, 74
L -724.00, -416.00, 0.0000, -680.00, -384.32, 0.0000, 150, 112, 74
L 588.00, -416.00, 0.0000, 632.00, -384.32, 0.0000, 150, 112, 74
L -724.00, -404.00, 0.0000, -680.00, -372.32, 0.0000, 150, 112, 74
L 588.00, -404.00, 0.0000, 632.00, -372.32, 0.0000, 150, 112, 74
L -724.00, -392.00, 0.0000, -680.00, -360.32, 0.0000, 150, 112, 74
L 588.00, -392.00, 0.0000, 632.00, -360.32, 0.0000, 150, 112, 74
L -724.00, -380.00, 0.0000, -680.00, -348.32, 0.0000, 150, 112, 74
L 588.00, -380.00, 0.0000, 632.00, -348.32, 0.0000, 150, 112, 74
L -724.00, -368.00, 0.0000, -680.00, -336.32, 0.0000, 150, 112, 74
L 588.00, -368.00, 0.0000, 632.00, -336.32, 0.0000, 150, 112, 74
L -724.00, -356.00, 0.0000, -680.00, -324.32, 0.0000, 150, 112, 74
L 588.00, -356.00, 0.0000, 632.00, -324.32, 0.0000, 150, 112, 74
L -724.00, -344.00, 0.0000, -680.00, -312.32, 0.0000, 150, 112, 74
L 588.00, -344.00, 0.0000, 632.00, -312.32, 0.0000, 150, 112, 74
L -724.00, -332.00, 0.0000, -680.00, -300.32, 0.0000, 150, 112, 74
L 588.00, -332.00, 0.0000, 632.00, -300.32, 0.0000, 150, 112, 74
L -724.00, -320.00, 0.0000, -680.00, -288.32, 0.0000, 150, 112, 74
L 588.00, -320.00, 0.0000, 632.00, -288.32, 0.0000, 150, 112, 74
L -724.00, -308.00, 0.0000, -680.00, -276.32, 0.0000, 150, 112, 74
L 588.00, -308.00, 0.0000, 632.00, -276.32, 0.0000, 150, 112, 74
L -724.00, -296.00, 0.0000, -680.00, -264.32, 0.0000, 150, 112, 74
L 588.00, -296.00, 0.0000, 632.00, -264.32, 0.0000, 150, 112, 74
L -724.00, -284.00, 0.0000, -680.00, -252.32, 0.0000, 150, 112, 74
L 588.00, -284.00, 0.0000, 632.00, -252.32, 0.0000, 150, 112, 74
L -724.00, -272.00, 0.0000, -680.00, -240.32, 0.0000, 150, 112, 74
L 588.00, -272.00, 0.0000, 632.00, -240.32, 0.0000, 150, 112, 74
L -724.00, -260.00, 0.0000, -680.00, -228.32, 0.0000, 150, 112, 74
L 588.00, -260.00, 0.0000, 632.00, -228.32, 0.0000, 150, 112, 74
L -724.00, -248.00, 0.0000, -680.00, -216.32, 0.0000, 150, 112, 74
L 588.00, -248.00, 0.0000, 632.00, -216.32, 0.0000, 150, 112, 74
L -724.00, -236.00, 0.0000, -680.00, -204.32, 0.0000, 150, 112, 74
L 588.00, -236.00, 0.0000, 632.00, -204.32, 0.0000, 150, 112, 74
L -724.00, -224.00, 0.0000, -680.00, -192.32, 0.0000, 150, 112, 74
L 588.00, -224.00, 0.0000, 632.00, -192.32, 0.0000, 150, 112, 74
L -724.00, -212.00, 0.0000, -680.00, -180.32, 0.0000, 150, 112, 74
L 588.00, -212.00, 0.0000, 632.00, -180.32, 0.0000, 150, 112, 74
L -724.00, -200.00, 0.0000, -680.00, -168.32, 0.0000, 150, 112, 74
L 588.00, -200.00, 0.0000, 632.00, -168.32, 0.0000, 150, 112, 74
L -724.00, -188.00, 0.0000, -680.00, -156.32, 0.0000, 150, 112, 74
L 588.00, -188.00, 0.0000, 632.00, -156.32, 0.0000, 150, 112, 74
L -724.00, -176.00, 0.0000, -680.00, -144.32, 0.0000, 150, 112, 74
L 588.00, -176.00, 0.0000, 632.00, -144.32, 0.0000, 150, 112, 74
L -724.00, -164.00, 0.0000, -680.00, -132.32, 0.0000, 150, 112, 74
L 588.00, -164.00, 0.0000, 632.00, -132.32, 0.0000, 150, 112, 74
L -724.00, -152.00, 0.0000, -680.00, -120.32, 0.0000, 150, 112, 74
L 588.00, -152.00, 0.0000, 632.00, -120.32, 0.0000, 150, 112, 74
L -724.00, -140.00, 0.0000, -680.00, -108.32, 0.0000, 150, 112, 74
L 588.00, -140.00, 0.0000, 632.00, -108.32, 0.0000, 150, 112, 74
L -724.00, -128.00, 0.0000, -680.00, -96.32, 0.0000, 150, 112, 74
L 588.00, -128.00, 0.0000, 632.00, -96.32, 0.0000, 150, 112, 74
L -724.00, -116.00, 0.0000, -680.00, -84.32, 0.0000, 150, 112, 74
L 588.00, -116.00, 0.0000, 632.00, -84.32, 0.0000, 150, 112, 74
L -724.00, -104.00, 0.0000, -680.00, -72.32, 0.0000, 150, 112, 74
L 588.00, -104.00, 0.0000, 632.00, -72.32, 0.0000, 150, 112, 74
L -724.00, -92.00, 0.0000, -680.00, -60.32, 0.0000, 150, 112, 74
L 588.00, -92.00, 0.0000, 632.00, -60.32, 0.0000, 150, 112, 74
L -724.00, -80.00, 0.0000, -680.00, -48.32, 0.0000, 150, 112, 74
L 588.00, -80.00, 0.0000, 632.00, -48.32, 0.0000, 150, 112, 74
L -724.00, -68.00, 0.0000, -680.00, -36.32, 0.0000, 150, 112, 74
L 588.00, -68.00, 0.0000, 632.00, -36.32, 0.0000, 150, 112, 74
L -724.00, -56.00, 0.0000, -680.00, -24.32, 0.0000, 150, 112, 74
L 588.00, -56.00, 0.0000, 632.00, -24.32, 0.0000, 150, 112, 74
L -724.00, -44.00, 0.0000, -680.00, -12.32, 0.0000, 150, 112, 74
