P -12324.0000, -5355.2000, 0.0000, 40, 90, 120, 3, N
P -12324.0000, -3444.8000, 0.0000, 40, 80, 110, 1, S
P -11368.8000, -4400.0000, 0.0000, 40, 80, 110, 1, E
P -13279.2000, -4400.0000, 0.0000, 40, 80, 110, 1, W
L 1245.37, 8914.28, 0.0000, -82.39, 8540.59, 0.0000, 40, 80, 110
L -82.39, 8540.59, 0.0000, -1410.15, 8914.28, 0.0000, 40, 80, 110
L -1410.15, 8914.28, 0.0000, -2737.90, 8736.76, 0.0000, 40, 80, 110
L -2737.90, 8736.76, 0.0000, -4065.66, 8914.28, 0.0000, 40, 80, 110
L -4065.66, 8914.28, 0.0000, -5393.42, 8632.54, 0.0000, 40, 80, 110
L -5393.42, 8632.54, 0.0000, -6721.18, 8914.28, 0.0000, 40, 80, 110
L -6721.18, 8914.28, 0.0000, -8048.93, 8711.12, 0.0000, 40, 80, 110
L -8048.93, 8711.12, 0.0000, -9376.69, 8914.28, 0.0000, 40, 80, 110
L -9376.69, 8914.28, 0.0000, -10704.45, 8736.10, 0.0000, 40, 80, 110
L -10704.45, 8736.10, 0.0000, -12032.21, 8914.28, 0.0000, 40, 80, 110
L -12032.21, 8914.28, 0.0000, -13359.96, 8629.06, 0.0000, 40, 80, 110
L -13359.96, 8629.06, 0.0000, -14687.72, 8914.28, 0.0000, 40, 80, 110
L -14687.72, 8914.28, 0.0000, -14356.47, 7585.20, 0.0000, 40, 80, 110
L -14356.47, 7585.20, 0.0000, -14687.72, 6256.13, 0.0000, 40, 80, 110
L -14687.72, 6256.13, 0.0000, -14319.10, 4927.05, 0.0000, 40, 80, 110
L -14319.10, 4927.05, 0.0000, -14687.72, 3597.98, 0.0000, 40, 80, 110
L -14687.72, 3597.98, 0.0000, -14392.77, 2268.90, 0.0000, 40, 80, 110
L -14392.77, 2268.90, 0.0000, -14687.72, 939.83, 0.0000, 40, 80, 110
L -14687.72, 939.83, 0.0000, -14278.46, -389.25, 0.0000, 40, 80, 110
L -14278.46, -389.25, 0.0000, -14687.72, -1718.32, 0.0000, 40, 80, 110
L -14687.72, -1718.32, 0.0000, -14258.16, -3047.39, 0.0000, 40, 80, 110
L -14258.16, -3047.39, 0.0000, -14687.72, -4376.47, 0.0000, 40, 80, 110
L -14687.72, -4376.47, 0.0000, -14485.43, -5705.54, 0.0000, 40, 80, 110
L -14485.43, -5705.54, 0.0000, -14687.72, -7034.62, 0.0000, 40, 80, 110
L -13581.72, -5928.62, 0.0000, -11781.81, -5703.48, 0.0000, 110, 170, 200
L -11781.81, -5703.48, 0.0000, -9981.90, -5928.62, 0.0000, 110, 170, 200
L -9981.90, -5928.62, 0.0000, -8181.99, -5820.86, 0.0000, 110, 170, 200
L -8181.99, -5820.86, 0.0000, -6382.08, -5928.62, 0.0000, 110, 170, 200
L -6382.08, -5928.62, 0.0000, -4582.17, -5695.90, 0.0000, 110, 170, 200
L -4582.17, -5695.90, 0.0000, -2782.26, -5928.62, 0.0000, 110, 170, 200
L -2782.26, -5928.62, 0.0000, -982.35, -5708.28, 0.0000, 110, 170, 200
L -982.35, -5708.28, 0.0000, 817.57, -5928.62, 0.0000, 110, 170, 200
L 817.57, -5928.62, 0.0000, 2617.48, -5776.27, 0.0000, 110, 170, 200
L 2617.48, -5776.27, 0.0000, 4417.39, -5928.62, 0.0000, 110, 170, 200
L 4417.39, -5928.62, 0.0000, 6217.30, -5776.51, 0.0000, 110, 170, 200
L 6217.30, -5776.51, 0.0000, 8017.21, -5928.62, 0.0000, 110, 170, 200
L 8017.21, -5928.62, 0.0000, 9817.12, -5789.86, 0.0000, 110, 170, 200
L 9817.12, -5789.86, 0.0000, 11617.03, -5928.62, 0.0000, 110, 170, 200
L 11617.03, -5928.62, 0.0000, 13416.94, -5799.35, 0.0000, 110, 170, 200
L 13416.94, -5928.62, 0.0000, 13292.84, -3966.21, 0.0000, 110, 170, 200
L 13292.84, -3966.21, 0.0000, 13416.94, -2003.79, 0.0000, 110, 170, 200
L 13416.94, -2003.79, 0.0000, 13238.49, -41.38, 0.0000, 110, 170, 200
L 13238.49, -41.38, 0.0000, 13416.94, 1921.04, 0.0000, 110, 170, 200
L 13416.94, 1921.04, 0.0000, 13282.34, 3883.45, 0.0000, 110, 170, 200
L 13282.34, 3883.45, 0.0000, 13416.94, 5845.87, 0.0000, 110, 170, 200
L 13416.94, 5845.87, 0.0000, 13326.56, 7808.28, 0.0000, 110, 170, 200
L 13416.94, 7808.28, 0.0000, 11617.03, 7696.06, 0.0000, 110, 170, 200
L 11617.03, 7696.06, 0.0000, 9817.12, 7808.28, 0.0000, 110, 170, 200
L 9817.12, 7808.28, 0.0000, 8017.21, 7634.99, 0.0000, 110, 170, 200
L 8017.21, 7634.99, 0.0000, 6217.30, 7808.28, 0.0000, 110, 170, 200
L 6217.30, 7808.28, 0.0000, 4417.39, 7600.29, 0.0000, 110, 170, 200
L 4417.39, 7600.29, 0.0000, 2617.48, 7808.28, 0.0000, 110, 170, 200
L 2617.48, 7808.28, 0.0000, 817.57, 7576.30, 0.0000, 110, 170, 200
L 817.57, 7576.30, 0.0000, -982.35, 7808.28, 0.0000, 110, 170, 200
L -982.35, 7808.28, 0.0000, -2782.26, 7672.17, 0.0000, 110, 170, 200
L -2782.26, 7672.17, 0.0000, -4582.17, 7808.28, 0.0000, 110, 170, 200
L -4582.17, 7808.28, 0.0000, -6382.08, 7660.49, 0.0000, 110, 170, 200
L -6382.08, 7660.49, 0.0000, -8181.99, 7808.28, 0.0000, 110, 170, 200
L -8181.99, 7808.28, 0.0000, -9981.90, 7574.34, 0.0000, 110, 170, 200
L -9981.90, 7574.34, 0.0000, -11781.81, 7808.28, 0.0000, 110, 170, 200
L -11781.81, 7808.28, 0.0000, -13581.72, 7670.98, 0.0000, 110, 170, 200
L -13581.72, 7808.28, 0.0000, -13352.34, 5845.87, 0.0000, 110, 170, 200
L -13352.34, 5845.87, 0.0000, -13581.72, 3883.45, 0.0000, 110, 170, 200
L -13581.72, 3883.45, 0.0000, -13476.57, 1921.04, 0.0000, 110, 170, 200
L -13476.57, 1921.04, 0.0000, -13581.72, -41.38, 0.0000, 110, 170, 200
L -13581.72, -41.38, 0.0000, -13468.44, -2003.79, 0.0000, 110, 170, 200
L -13468.44, -2003.79, 0.0000, -13581.72, -3966.21, 0.0000, 110, 170, 200
L -13581.72, -3966.21, 0.0000, -13421.86, -5928.62, 0.0000, 110, 170, 200
L -5287.62, -4110.6200, 0.0000, -4922.64, -4110.6200, 0.0000, 110, 170, 200
L -4922.64, -4110.6200, 0.0000, -4740.15, -4442.4200, 0.0000, 110, 170, 200
L -4740.15, -4442.4200, 0.0000, -4740.15, -4884.8200, 0.0000, 110, 170, 200
L -4740.15, -4884.8200, 0.0000, -4922.64, -5216.6200, 0.0000, 110, 170, 200
L -4922.64, -5216.6200, 0.0000, -5287.62, -5216.6200, 0.0000, 110, 170, 200
L -5287.62, -5216.6200, 0.0000, -5470.11, -4884.8200, 0.0000, 110, 170, 200
L -5470.11, -4884.8200, 0.0000, -5470.11, -4442.4200, 0.0000, 110, 170, 200
L -5470.11, -4442.4200, 0.0000, -5287.62, -4110.6200, 0.0000, 110, 170, 200
L -4002.69, -4995.4200, 0.0000, -4185.18, -5216.6200, 0.0000, 110, 170, 200
L -4185.18, -5216.6200, 0.0000, -4513.66, -5216.6200, 0.0000, 110, 170, 200
L -4513.66, -5216.6200, 0.0000, -4696.15, -4884.8200, 0.0000, 110, 170, 200
L -4696.15, -4884.8200, 0.0000, -4696.15, -4442.4200, 0.0000, 110, 170, 200
L -4696.15, -4442.4200, 0.0000, -4513.66, -4110.6200, 0.0000, 110, 170, 200
L -4513.66, -4110.6200, 0.0000, -4185.18, -4110.6200, 0.0000, 110, 170, 200
L -4185.18, -4110.6200, 0.0000, -4002.69, -4331.8200, 0.0000, 110, 170, 200
L -3192.23, -5216.6200, 0.0000, -3922.19, -5216.6200, 0.0000, 110, 170, 200
L -3922.19, -5216.6200, 0.0000, -3922.19, -4110.6200, 0.0000, 110, 170, 200
L -3922.19, -4110.6200, 0.0000, -3192.23, -4110.6200, 0.0000, 110, 170, 200
L -3922.19, -4663.6200, 0.0000, -3411.22, -4663.6200, 0.0000, 110, 170, 200
L -3148.23, -4110.6200, 0.0000, -2783.25, -5216.6200, 0.0000, 110, 170, 200
L -2783.25, -5216.6200, 0.0000, -2418.27, -4110.6200, 0.0000, 110, 170, 200
L -2965.74, -4553.0200, 0.0000, -2600.76, -4553.0200, 0.0000, 110, 170, 200
L -2374.27, -4110.6200, 0.0000, -2374.27, -5216.6200, 0.0000, 110, 170, 200
L -2374.27, -5216.6200, 0.0000, -1644.31, -4110.6200, 0.0000, 110, 170, 200
L -1644.31, -4110.6200, 0.0000, -1644.31, -5216.6200, 0.0000, 110, 170, 200
L -643.86, -4110.6200, 0.0000, -278.88, -4110.6200, 0.0000, 110, 170, 200
L -278.88, -4110.6200, 0.0000, -96.39, -4442.4200, 0.0000, 110, 170, 200
L -96.39, -4442.4200, 0.0000, -96.39, -4884.8200, 0.0000, 110, 170, 200
L -96.39, -4884.8200, 0.0000, -278.88, -5216.6200, 0.0000, 110, 170, 200
L -278.88, -5216.6200, 0.0000, -643.86, -5216.6200, 0.0000, 110, 170, 200
L -643.86, -5216.6200, 0.0000, -826.35, -4884.8200, 0.0000, 110, 170, 200
L -826.35, -4884.8200, 0.0000, -826.35, -4442.4200, 0.0000, 110, 170, 200
L -826.35, -4442.4200, 0.0000, -643.86, -4110.6200, 0.0000, 110, 170, 200
L -52.39, -4110.6200, 0.0000, -52.39, -5216.6200, 0.0000, 110, 170, 200
L -52.39, -5216.6200, 0.0000, 677.57, -5216.6200, 0.0000, 110, 170, 200
L -52.39, -4718.9200, 0.0000, 458.58, -4718.9200, 0.0000, 110, 170, 200
L 1495.53, -5216.6200, 0.0000, 2225.49, -5216.6200, 0.0000, 110, 170, 200
L 1860.51, -5216.6200, 0.0000, 1860.51, -4110.6200, 0.0000, 110, 170, 200
L 2999.45, -5216.6200, 0.0000, 2269.49, -5216.6200, 0.0000, 110, 170, 200
L 2269.49, -5216.6200, 0.0000, 2269.49, -4110.6200, 0.0000, 110, 170, 200
L 2269.49, -4110.6200, 0.0000, 2999.45, -4110.6200, 0.0000, 110, 170, 200
L 2269.49, -4663.6200, 0.0000, 2780.46, -4663.6200, 0.0000, 110, 170, 200
L 3043.45, -4110.6200, 0.0000, 3408.43, -5216.6200, 0.0000, 110, 170, 200
L 3408.43, -5216.6200, 0.0000, 3773.41, -4110.6200, 0.0000, 110, 170, 200
L 3225.94, -4553.0200, 0.0000, 3590.92, -4553.0200, 0.0000, 110, 170, 200
L 3817.41, -4110.6200, 0.0000, 3817.41, -5216.6200, 0.0000, 110, 170, 200
L 3817.41, -5216.6200, 0.0000, 4328.38, -5216.6200, 0.0000, 110, 170, 200
L 4328.38, -5216.6200, 0.0000, 4510.87, -4995.4200, 0.0000, 110, 170, 200
L 4510.87, -4995.4200, 0.0000, 4328.38, -4718.9200, 0.0000, 110, 170, 200
L 4328.38, -4718.9200, 0.0000, 3817.41, -4718.9200, 0.0000, 110, 170, 200
L 4072.90, -4718.9200, 0.0000, 4547.37, -4110.6200, 0.0000, 110, 170, 200
L 5321.33, -5050.7200, 0.0000, 5175.34, -5216.6200, 0.0000, 110, 170, 200
L 5175.34, -5216.6200, 0.0000, 4737.36, -5216.6200, 0.0000, 110, 170, 200
L 4737.36, -5216.6200, 0.0000, 4591.37, -5017.5400, 0.0000, 110, 170, 200
L 4591.37, -5017.5400, 0.0000, 4591.37, -4774.2200, 0.0000, 110, 170, 200
L 4591.37, -4774.2200, 0.0000, 4737.36, -4663.6200, 0.0000, 110, 170, 200
L 4737.36, -4663.6200, 0.0000, 5175.34, -4663.6200, 0.0000, 110, 170, 200
L 5175.34, -4663.6200, 0.0000, 5321.33, -4530.9000, 0.0000, 110, 170, 200
L 5321.33, -4530.9000, 0.0000, 5321.33, -4287.5800, 0.0000, 110, 170, 200
L 5321.33, -4287.5800, 0.0000, 5175.34, -4110.6200, 0.0000, 110, 170, 200
L 5175.34, -4110.6200, 0.0000, 4737.36, -4110.6200, 0.0000, 110, 170, 200
L 4737.36, -4110.6200, 0.0000, 4591.37, -4287.5800, 0.0000, 110, 170, 200
L -5508.11, -4074.6200, 0.0000, 5343.33, -4074.6200, 0.0000, 110, 170, 200
L -5508.11, -5268.6200, 0.0000, 5343.33, -5268.6200, 0.0000, 110, 170, 200
L -11480.7375, -4400.0000, 0.0000, -11493.5475, -4253.5700, 0.0000, 110, 170, 200
L -11493.5475, -4253.5700, 0.0000, -11531.5950, -4111.5875, 0.0000, 110, 170, 200
L -11531.5950, -4111.5875, 0.0000, -11593.7100, -3978.3725, 0.0000, 110, 170, 200
L -11593.7100, -3978.3725, 0.0000, -11678.0250, -3857.9600, 0.0000, 110, 170, 200
L -11678.0250, -3857.9600, 0.0000, -11781.9600, -3754.0250, 0.0000, 110, 170, 200
L -11781.9600, -3754.0250, 0.0000, -11902.3725, -3669.7100, 0.0000, 110, 170, 200
L -11902.3725, -3669.7100, 0.0000, -12035.5875, -3607.5950, 0.0000, 110, 170, 200
L -12035.5875, -3607.5950, 0.0000, -12177.5700, -3569.5475, 0.0000, 110, 170, 200
L -12177.5700, -3569.5475, 0.0000, -12324.0000, -3556.7375, 0.0000, 110, 170, 200
L -12324.0000, -3556.7375, 0.0000, -12470.4300, -3569.5475, 0.0000, 110, 170, 200
L -12470.4300, -3569.5475, 0.0000, -12612.4125, -3607.5950, 0.0000, 110, 170, 200
L -12612.4125, -3607.5950, 0.0000, -12745.6275, -3669.7100, 0.0000, 110, 170, 200
L -12745.6275, -3669.7100, 0.0000, -12866.0400, -3754.0250, 0.0000, 110, 170, 200
L -12866.0400, -3754.0250, 0.0000, -12969.9750, -3857.9600, 0.0000, 110, 170, 200
L -12969.9750, -3857.9600, 0.0000, -13054.2900, -3978.3725, 0.0000, 110, 170, 200
L -13054.2900, -3978.3725, 0.0000, -13116.4050, -4111.5875, 0.0000, 110, 170, 200
L -13116.4050, -4111.5875, 0.0000, -13154.4525, -4253.5700, 0.0000, 110, 170, 200
L -13154.4525, -4253.5700, 0.0000, -13167.2625, -4400.0000, 0.0000, 110, 170, 200
L -13167.2625, -4400.0000, 0.0000, -13154.4525, -4546.4300, 0.0000, 110, 170, 200
L -13154.4525, -4546.4300, 0.0000, -13116.4050, -4688.4125, 0.0000, 110, 170, 200
L -13116.4050, -4688.4125, 0.0000, -13054.2900, -4821.6350, 0.0000, 110, 170, 200
L -13054.2900, -4821.6350, 0.0000, -12969.9750, -4942.0400, 0.0000, 110, 170, 200
L -12969.9750, -4942.0400, 0.0000, -12866.0400, -5045.9750, 0.0000, 110, 170, 200
L -12866.0400, -5045.9750, 0.0000, -12745.6350, -5130.2900, 0.0000, 110, 170, 200
L -12745.6350, -5130.2900, 0.0000, -12612.4125, -5192.4050, 0.0000, 110, 170, 200
L -12612.4125, -5192.4050, 0.0000, -12470.4300, -5230.4525, 0.0000, 110, 170, 200
L -12470.4300, -5230.4525, 0.0000, -12324.0000, -5243.2625, 0.0000, 110, 170, 200
L -12324.0000, -5243.2625, 0.0000, -12177.5700, -5230.4525, 0.0000, 110, 170, 200
L -12177.5700, -5230.4525, 0.0000, -12035.5875, -5192.4050, 0.0000, 110, 170, 200
L -12035.5875, -5192.4050, 0.0000, -11902.3725, -5130.2900, 0.0000, 110, 170, 200
L -11902.3725, -5130.2900, 0.0000, -11781.9600, -5045.9750, 0.0000, 110, 170, 200
L -11781.9600, -5045.9750, 0.0000, -11678.0250, -4942.0400, 0.0000, 110, 170, 200
L -11678.0250, -4942.0400, 0.0000, -11593.7100, -4821.6350, 0.0000, 110, 170, 200
L -11593.7100, -4821.6350, 0.0000, -11531.5950, -4688.4125, 0.0000, 110, 170, 200
L -11531.5950, -4688.4125, 0.0000, -11493.5475, -4546.4300, 0.0000, 110, 170, 200
L -11493.5475, -4546.4300, 0.0000, -11480.7375, -4400.0000, 0.0000, 110, 170, 200
L -12324.0000, -4400.0000, 0.0000, -12324.0000, -5146.2500, 0.0000, 110, 170, 200
L -12324.0000, -4400.0000, 0.0000, -11577.7500, -4400.0000, 0.0000, 110, 170, 200
L -12324.0000, -4400.0000, 0.0000, -12324.0000, -3653.7500, 0.0000, 110, 170, 200
L -12324.0000, -4400.0000, 0.0000, -13070.2500, -4400.0000, 0.0000, 110, 170, 200
L -12032.2000, -7034.6000, 0.0000, -10704.4500, -6764.6605, 0.0000, 40, 80, 110
L -10704.4500, -6764.6605, 0.0000, -9376.7000, -7034.6000, 0.0000, 40, 80, 110
L -6721.2000, -7034.6000, 0.0000, -5393.4500, -6818.2597, 0.0000, 40, 80, 110
L -5393.4500, -6818.2597, 0.0000, -4065.7000, -7034.6000, 0.0000, 40, 80, 110
L -4065.7000, -7034.6000, 0.0000, -2737.9500, -6792.0626, 0.0000, 40, 80, 110
L -2737.9500, -6792.0626, 0.0000, -1410.2000, -7034.6000, 0.0000, 40, 80, 110
L 1245.4000, -7034.6000, 0.0000, 2573.1556, -6763.3986, 0.0000, 40, 80, 110
L 2573.1556, -6763.3986, 0.0000, 3900.9111, -7034.6000, 0.0000, 40, 80, 110
L 3900.9111, -7034.6000, 0.0000, 5228.6667, -6781.0615, 0.0000, 40, 80, 110
L 5228.6667, -6781.0615, 0.0000, 6556.4222, -7034.6000, 0.0000, 40, 80, 110
L 6556.4222, -7034.6000, 0.0000, 7884.1778, -6765.9460, 0.0000, 40, 80, 110
L 7884.1778, -6765.9460, 0.0000, 9211.9333, -7034.6000, 0.0000, 40, 80, 110
L 9211.9333, -7034.6000, 0.0000, 10539.6889, -6813.2076, 0.0000, 40, 80, 110
L 10539.6889, -6813.2076, 0.0000, 11867.4444, -7034.6000, 0.0000, 40, 80, 110
L 11867.4444, -7034.6000, 0.0000, 13195.2000, -6682.4000, 0.0000, 40, 80, 110
