P 1439.47, -1319.72, 0.0000, 95, 72, 62, 3, N
P 1439.47, -935.72, 0.0000, 155, 65, 30, 1, S
P 1631.47, -1127.72, 0.0000, 155, 65, 30, 1, E
P 1247.47, -1127.72, 0.0000, 155, 65, 30, 1, W
L 1700.27, 1216.25, 0.0000, 1764.47, 1337.32, 0.0000, 60, 45, 45
L 1764.47, 1337.32, 0.0000, 1733.97, 1458.39, 0.0000, 60, 45, 45
L 1733.97, 1458.39, 0.0000, 1764.47, 1579.47, 0.0000, 60, 45, 45
L 1764.47, 1579.47, 0.0000, 1691.22, 1700.54, 0.0000, 60, 45, 45
L 1691.22, 1700.54, 0.0000, 1764.47, 1821.61, 0.0000, 60, 45, 45
L 1764.47, 1821.61, 0.0000, 1732.47, 1942.68, 0.0000, 60, 45, 45
L 1732.47, 1942.68, 0.0000, 1764.47, 2063.76, 0.0000, 60, 45, 45
L 1764.47, 2063.76, 0.0000, 1733.29, 2184.83, 0.0000, 60, 45, 45
L 1733.29, 2184.83, 0.0000, 1764.47, 2305.90, 0.0000, 60, 45, 45
L 1764.47, 2305.90, 0.0000, 1699.37, 2426.98, 0.0000, 60, 45, 45
L 1699.37, 2426.98, 0.0000, 1764.47, 2548.05, 0.0000, 60, 45, 45
L 1764.47, 2548.05, 0.0000, 1710.95, 2669.12, 0.0000, 60, 45, 45
L 1710.95, 2669.12, 0.0000, 1764.47, 2790.19, 0.0000, 60, 45, 45
L 1764.47, 2790.19, 0.0000, 1728.92, 2911.27, 0.0000, 60, 45, 45
L 1728.92, 2911.27, 0.0000, 1764.47, 3032.34, 0.0000, 60, 45, 45
L 1764.47, 3032.34, 0.0000, 1644.10, 2974.71, 0.0000, 60, 45, 45
L 1644.10, 2974.71, 0.0000, 1523.73, 3032.34, 0.0000, 60, 45, 45
L 1523.73, 3032.34, 0.0000, 1403.35, 2985.58, 0.0000, 60, 45, 45
L 1403.35, 2985.58, 0.0000, 1282.98, 3032.34, 0.0000, 60, 45, 45
L 1282.98, 3032.34, 0.0000, 1162.61, 2992.94, 0.0000, 60, 45, 45
L 1162.61, 2992.94, 0.0000, 1042.24, 3032.34, 0.0000, 60, 45, 45
L 1042.24, 3032.34, 0.0000, 921.86, 2966.92, 0.0000, 60, 45, 45
L 921.86, 2966.92, 0.0000, 801.49, 3032.34, 0.0000, 60, 45, 45
L 801.49, 3032.34, 0.0000, 681.12, 2962.95, 0.0000, 60, 45, 45
L 681.12, 2962.95, 0.0000, 560.75, 3032.34, 0.0000, 60, 45, 45
L 560.75, 3032.34, 0.0000, 440.38, 2986.87, 0.0000, 60, 45, 45
L 440.38, 2986.87, 0.0000, 320.00, 3032.34, 0.0000, 60, 45, 45
L 320.00, 3032.34, 0.0000, 199.63, 2974.80, 0.0000, 60, 45, 45
L 199.63, 2974.80, 0.0000, 79.26, 3032.34, 0.0000, 60, 45, 45
L 79.26, 3032.34, 0.0000, -41.11, 2957.86, 0.0000, 60, 45, 45
L -41.11, 2957.86, 0.0000, -161.48, 3032.34, 0.0000, 60, 45, 45
L -161.48, 3032.34, 0.0000, -281.86, 2993.50, 0.0000, 60, 45, 45
L -281.86, 2993.50, 0.0000, -402.23, 3032.34, 0.0000, 60, 45, 45
L -402.23, 3032.34, 0.0000, -522.60, 2990.05, 0.0000, 60, 45, 45
L -522.60, 2990.05, 0.0000, -642.97, 3032.34, 0.0000, 60, 45, 45
L -642.97, 3032.34, 0.0000, -763.35, 3002.51, 0.0000, 60, 45, 45
L -763.35, 3002.51, 0.0000, -883.72, 3032.34, 0.0000, 60, 45, 45
L -883.72, 3032.34, 0.0000, -1004.09, 2977.68, 0.0000, 60, 45, 45
L -1004.09, 2977.68, 0.0000, -1124.46, 3032.34, 0.0000, 60, 45, 45
L -1124.46, 3032.34, 0.0000, -1244.83, 2976.78, 0.0000, 60, 45, 45
L -1244.83, 2976.78, 0.0000, -1365.21, 3032.34, 0.0000, 60, 45, 45
L -1365.21, 3032.34, 0.0000, -1485.58, 2984.00, 0.0000, 60, 45, 45
L -1485.58, 2984.00, 0.0000, -1605.95, 3032.34, 0.0000, 60, 45, 45
L -1605.95, 3032.34, 0.0000, -1726.32, 2982.51, 0.0000, 60, 45, 45
L -1726.32, 2982.51, 0.0000, -1846.70, 3032.34, 0.0000, 60, 45, 45
L -1846.70, 3032.34, 0.0000, -1967.07, 2963.85, 0.0000, 60, 45, 45
L -1967.07, 2963.85, 0.0000, -2087.44, 3032.34, 0.0000, 60, 45, 45
L -2087.44, 3032.34, 0.0000, -2052.28, 2911.27, 0.0000, 60, 45, 45
L -2052.28, 2911.27, 0.0000, -2087.44, 2790.19, 0.0000, 60, 45, 45
L -2087.44, 2790.19, 0.0000, -2016.90, 2669.12, 0.0000, 60, 45, 45
L -2016.90, 2669.12, 0.0000, -2087.44, 2548.05, 0.0000, 60, 45, 45
L -2087.44, 2548.05, 0.0000, -2049.03, 2426.98, 0.0000, 60, 45, 45
L -2049.03, 2426.98, 0.0000, -2087.44, 2305.90, 0.0000, 60, 45, 45
L -2087.44, 2305.90, 0.0000, -2025.14, 2184.83, 0.0000, 60, 45, 45
L -2025.14, 2184.83, 0.0000, -2087.44, 2063.76, 0.0000, 60, 45, 45
L -2087.44, 2063.76, 0.0000, -2051.61, 1942.68, 0.0000, 60, 45, 45
L -2051.61, 1942.68, 0.0000, -2087.44, 1821.61, 0.0000, 60, 45, 45
L -2087.44, 1821.61, 0.0000, -2018.18, 1700.54, 0.0000, 60, 45, 45
L -2018.18, 1700.54, 0.0000, -2087.44, 1579.47, 0.0000, 60, 45, 45
L -2087.44, 1579.47, 0.0000, -2040.64, 1458.39, 0.0000, 60, 45, 45
L -2040.64, 1458.39, 0.0000, -2087.44, 1337.32, 0.0000, 60, 45, 45
L -2087.44, 1337.32, 0.0000, -2059.30, 1216.25, 0.0000, 60, 45, 45
L -2059.30, 1216.25, 0.0000, -2087.44, 1095.17, 0.0000, 60, 45, 45
L -2087.44, 1095.17, 0.0000, -2049.57, 974.10, 0.0000, 60, 45, 45
L -2049.57, 974.10, 0.0000, -2087.44, 853.03, 0.0000, 60, 45, 45
L -2087.44, 853.03, 0.0000, -2048.66, 731.96, 0.0000, 60, 45, 45
L -2048.66, 731.96, 0.0000, -2087.44, 610.88, 0.0000, 60, 45, 45
L -2087.44, 610.88, 0.0000, -2032.11, 489.81, 0.0000, 60, 45, 45
L -2032.11, 489.81, 0.0000, -2087.44, 368.74, 0.0000, 60, 45, 45
L -2087.44, 368.74, 0.0000, -2052.64, 247.66, 0.0000, 60, 45, 45
L -2052.64, 247.66, 0.0000, -2087.44, 126.59, 0.0000, 60, 45, 45
L -2087.44, 126.59, 0.0000, -2057.84, 5.52, 0.0000, 60, 45, 45
L -2057.84, 5.52, 0.0000, -2087.44, -115.55, 0.0000, 60, 45, 45
L -2087.44, -115.55, 0.0000, -2033.92, -236.63, 0.0000, 60, 45, 45
L -2033.92, -236.63, 0.0000, -2087.44, -357.70, 0.0000, 60, 45, 45
L -2087.44, -357.70, 0.0000, -2031.24, -478.77, 0.0000, 60, 45, 45
L -2031.24, -478.77, 0.0000, -2087.44, -599.85, 0.0000, 60, 45, 45
L -2087.44, -599.85, 0.0000, -2016.47, -720.92, 0.0000, 60, 45, 45
L -2016.47, -720.92, 0.0000, -2087.44, -841.99, 0.0000, 60, 45, 45
L -2087.44, -841.99, 0.0000, -2060.38, -963.06, 0.0000, 60, 45, 45
L -2060.38, -963.06, 0.0000, -2087.44, -1084.14, 0.0000, 60, 45, 45
L -2087.44, -1084.14, 0.0000, -2039.46, -1205.21, 0.0000, 60, 45, 45
L -2039.46, -1205.21, 0.0000, -2087.44, -1326.28, 0.0000, 60, 45, 45
L -2087.44, -1326.28, 0.0000, -2052.60, -1447.36, 0.0000, 60, 45, 45
L -2052.60, -1447.36, 0.0000, -2087.44, -1568.43, 0.0000, 60, 45, 45
L -2087.44, -1568.43, 0.0000, -2033.30, -1689.50, 0.0000, 60, 45, 45
L -2033.30, -1689.50, 0.0000, -2087.44, -1810.57, 0.0000, 60, 45, 45
L -2087.44, -1810.57, 0.0000, -2043.54, -1931.65, 0.0000, 60, 45, 45
L -2043.54, -1931.65, 0.0000, -2087.44, -2052.72, 0.0000, 60, 45, 45
L -2042.44, -2007.72, 0.0000, -1885.69, -1975.67, 0.0000, 155, 65, 30
L -1885.69, -1975.67, 0.0000, -1728.95, -2007.72, 0.0000, 155, 65, 30
L -1728.95, -2007.72, 0.0000, -1572.20, -1977.61, 0.0000, 155, 65, 30
L -1572.20, -1977.61, 0.0000, -1415.45, -2007.72, 0.0000, 155, 65, 30
L -1415.45, -2007.72, 0.0000, -1258.71, -1992.34, 0.0000, 155, 65, 30
L -1258.71, -1992.34, 0.0000, -1101.96, -2007.72, 0.0000, 155, 65, 30
L -1101.96, -2007.72, 0.0000, -945.22, -1968.88, 0.0000, 155, 65, 30
L -945.22, -1968.88, 0.0000, -788.47, -2007.72, 0.0000, 155, 65, 30
L -788.47, -2007.72, 0.0000, -631.72, -1967.47, 0.0000, 155, 65, 30
L -631.72, -1967.47, 0.0000, -474.98, -2007.72, 0.0000, 155, 65, 30
L -474.98, -2007.72, 0.0000, -318.23, -1976.22, 0.0000, 155, 65, 30
L -318.23, -1976.22, 0.0000, -161.48, -2007.72, 0.0000, 155, 65, 30
L -161.48, -2007.72, 0.0000, -4.74, -1973.70, 0.0000, 155, 65, 30
L -4.74, -1973.70, 0.0000, 152.01, -2007.72, 0.0000, 155, 65, 30
L 152.01, -2007.72, 0.0000, 308.75, -1966.49, 0.0000, 155, 65, 30
L 308.75, -1966.49, 0.0000, 465.50, -2007.72, 0.0000, 155, 65, 30
L 465.50, -2007.72, 0.0000, 622.25, -1978.64, 0.0000, 155, 65, 30
L 622.25, -1978.64, 0.0000, 778.99, -2007.72, 0.0000, 155, 65, 30
L 778.99, -2007.72, 0.0000, 935.74, -1969.15, 0.0000, 155, 65, 30
L 935.74, -1969.15, 0.0000, 1092.49, -2007.72, 0.0000, 155, 65, 30
L 1092.49, -2007.72, 0.0000, 1249.23, -1974.41, 0.0000, 155, 65, 30
L 1249.23, -1974.41, 0.0000, 1405.98, -2007.72, 0.0000, 155, 65, 30
L 1405.98, -2007.72, 0.0000, 1562.72, -1968.75, 0.0000, 155, 65, 30
L 1562.72, -1968.75, 0.0000, 1719.47, -2007.72, 0.0000, 155, 65, 30
L 1719.47, -2007.72, 0.0000, 1695.60, -1851.62, 0.0000, 155, 65, 30
L 1695.60, -1851.62, 0.0000, 1719.47, -1695.53, 0.0000, 155, 65, 30
L 1719.47, -1695.53, 0.0000, 1680.88, -1539.43, 0.0000, 155, 65, 30
L 1680.88, -1539.43, 0.0000, 1719.47, -1383.34, 0.0000, 155, 65, 30
L 1719.47, -1383.34, 0.0000, 1693.85, -1227.24, 0.0000, 155, 65, 30
L 1693.85, -1227.24, 0.0000, 1719.47, -1071.15, 0.0000, 155, 65, 30
L 1719.47, -1071.15, 0.0000, 1681.88, -915.05, 0.0000, 155, 65, 30
L 1681.88, -915.05, 0.0000, 1719.47, -758.96, 0.0000, 155, 65, 30
L 1719.47, -758.96, 0.0000, 1688.28, -602.86, 0.0000, 155, 65, 30
L 1688.28, -602.86, 0.0000, 1719.47, -446.76, 0.0000, 155, 65, 30
L 1719.47, -446.76, 0.0000, 1689.41, -290.67, 0.0000, 155, 65, 30
L 1689.41, -290.67, 0.0000, 1719.47, -134.57, 0.0000, 155, 65, 30
L 1719.47, -134.57, 0.0000, 1702.88, 21.52, 0.0000, 155, 65, 30
L 1702.88, 21.52, 0.0000, 1719.47, 177.62, 0.0000, 155, 65, 30
L 1719.47, 177.62, 0.0000, 1678.40, 333.71, 0.0000, 155, 65, 30
L 1678.40, 333.71, 0.0000, 1719.47, 489.81, 0.0000, 155, 65, 30
L 1719.47, 489.81, 0.0000, 1685.51, 645.91, 0.0000, 155, 65, 30
L 1685.51, 645.91, 0.0000, 1719.47, 802.00, 0.0000, 155, 65, 30
L 1719.47, 802.00, 0.0000, 1685.32, 958.10, 0.0000, 155, 65, 30
L 1685.32, 958.10, 0.0000, 1719.47, 1114.19, 0.0000, 155, 65, 30
L 1719.47, 1114.19, 0.0000, 1693.22, 1270.29, 0.0000, 155, 65, 30
L 1693.22, 1270.29, 0.0000, 1719.47, 1426.38, 0.0000, 155, 65, 30
L 1719.47, 1426.38, 0.0000, 1702.79, 1582.48, 0.0000, 155, 65, 30
L 1702.79, 1582.48, 0.0000, 1719.47, 1738.57, 0.0000, 155, 65, 30
L 1719.47, 1738.57, 0.0000, 1704.23, 1894.67, 0.0000, 155, 65, 30
L 1704.23, 1894.67, 0.0000, 1719.47, 2050.77, 0.0000, 155, 65, 30
L 1719.47, 2050.77, 0.0000, 1692.14, 2206.86, 0.0000, 155, 65, 30
L 1692.14, 2206.86, 0.0000, 1719.47, 2362.96, 0.0000, 155, 65, 30
L 1719.47, 2362.96, 0.0000, 1686.31, 2519.05, 0.0000, 155, 65, 30
L 1686.31, 2519.05, 0.0000, 1719.47, 2675.15, 0.0000, 155, 65, 30
L 1719.47, 2675.15, 0.0000, 1688.56, 2831.24, 0.0000, 155, 65, 30
L 1688.56, 2831.24, 0.0000, 1719.47, 2987.34, 0.0000, 155, 65, 30
L 1719.47, 2987.34, 0.0000, 1562.72, 2972.60, 0.0000, 155, 65, 30
L 1562.72, 2972.60, 0.0000, 1405.98, 2987.34, 0.0000, 155, 65, 30
L 1405.98, 2987.34, 0.0000, 1249.23, 2954.72, 0.0000, 155, 65, 30
L 1249.23, 2954.72, 0.0000, 1092.49, 2987.34, 0.0000, 155, 65, 30
L 1092.49, 2987.34, 0.0000, 935.74, 2968.35, 0.0000, 155, 65, 30
L 935.74, 2968.35, 0.0000, 778.99, 2987.34, 0.0000, 155, 65, 30
L 778.99, 2987.34, 0.0000, 622.25, 2955.21, 0.0000, 155, 65, 30
L 622.25, 2955.21, 0.0000, 465.50, 2987.34, 0.0000, 155, 65, 30
L 465.50, 2987.34, 0.0000, 308.75, 2948.99, 0.0000, 155, 65, 30
L 308.75, 2948.99, 0.0000, 152.01, 2987.34, 0.0000, 155, 65, 30
L 152.01, 2987.34, 0.0000, -4.74, 2955.05, 0.0000, 155, 65, 30
L -4.74, 2955.05, 0.0000, -161.48, 2987.34, 0.0000, 155, 65, 30
L -161.48, 2987.34, 0.0000, -318.23, 2961.35, 0.0000, 155, 65, 30
L -318.23, 2961.35, 0.0000, -474.98, 2987.34, 0.0000, 155, 65, 30
L -474.98, 2987.34, 0.0000, -631.72, 2948.39, 0.0000, 155, 65, 30
L -631.72, 2948.39, 0.0000, -788.47, 2987.34, 0.0000, 155, 65, 30
L -788.47, 2987.34, 0.0000, -945.22, 2962.60, 0.0000, 155, 65, 30
L -945.22, 2962.60, 0.0000, -1101.96, 2987.34, 0.0000, 155, 65, 30
L -1101.96, 2987.34, 0.0000, -1258.71, 2964.42, 0.0000, 155, 65, 30
L -1258.71, 2964.42, 0.0000, -1415.45, 2987.34, 0.0000, 155, 65, 30
L -1415.45, 2987.34, 0.0000, -1572.20, 2959.59, 0.0000, 155, 65, 30
L -1572.20, 2959.59, 0.0000, -1728.95, 2987.34, 0.0000, 155, 65, 30
L -1728.95, 2987.34, 0.0000, -1885.69, 2950.15, 0.0000, 155, 65, 30
L -1885.69, 2950.15, 0.0000, -2042.44, 2987.34, 0.0000, 155, 65, 30
L -2042.44, 2987.34, 0.0000, -2008.93, 2831.24, 0.0000, 155, 65, 30
L -2008.93, 2831.24, 0.0000, -2042.44, 2675.15, 0.0000, 155, 65, 30
L -2042.44, 2675.15, 0.0000, -2020.58, 2519.05, 0.0000, 155, 65, 30
L -2020.58, 2519.05, 0.0000, -2042.44, 2362.96, 0.0000, 155, 65, 30
L -2042.44, 2362.96, 0.0000, -2015.92, 2206.86, 0.0000, 155, 65, 30
L -2015.92, 2206.86, 0.0000, -2042.44, 2050.77, 0.0000, 155, 65, 30
L -2042.44, 2050.77, 0.0000, -2022.26, 1894.67, 0.0000, 155, 65, 30
L -2022.26, 1894.67, 0.0000, -2042.44, 1738.57, 0.0000, 155, 65, 30
L -2042.44, 1738.57, 0.0000, -2011.22, 1582.48, 0.0000, 155, 65, 30
L -2011.22, 1582.48, 0.0000, -2042.44, 1426.38, 0.0000, 155, 65, 30
L -2042.44, 1426.38, 0.0000, -2019.55, 1270.29, 0.0000, 155, 65, 30
L -2019.55, 1270.29, 0.0000, -2042.44, 1114.19, 0.0000, 155, 65, 30
L -2042.44, 1114.19, 0.0000, -2001.67, 958.10, 0.0000, 155, 65, 30
L -2001.67, 958.10, 0.0000, -2042.44, 802.00, 0.0000, 155, 65, 30
L -2042.44, 802.00, 0.0000, -2026.00, 645.91, 0.0000, 155, 65, 30
L -2026.00, 645.91, 0.0000, -2042.44, 489.81, 0.0000, 155, 65, 30
L -2042.44, 489.81, 0.0000, -2004.60, 333.71, 0.0000, 155, 65, 30
L -2004.60, 333.71, 0.0000, -2042.44, 177.62, 0.0000, 155, 65, 30
L -2042.44, 177.62, 0.0000, -2009.00, 21.52, 0.0000, 155, 65, 30
L -2009.00, 21.52, 0.0000, -2042.44, -134.57, 0.0000, 155, 65, 30
L -2042.44, -134.57, 0.0000, -2019.72, -290.67, 0.0000, 155, 65, 30
L -2019.72, -290.67, 0.0000, -2042.44, -446.76, 0.0000, 155, 65, 30
L -2042.44, -446.76, 0.0000, -2027.49, -602.86, 0.0000, 155, 65, 30
L -2027.49, -602.86, 0.0000, -2042.44, -758.96, 0.0000, 155, 65, 30
L -2042.44, -758.96, 0.0000, -2015.81, -915.05, 0.0000, 155, 65, 30
L -2015.81, -915.05, 0.0000, -2042.44, -1071.15, 0.0000, 155, 65, 30
L -2042.44, -1071.15, 0.0000, -2005.76, -1227.24, 0.0000, 155, 65, 30
L -2005.76, -1227.24, 0.0000, -2042.44, -1383.34, 0.0000, 155, 65, 30
L -2042.44, -1383.34, 0.0000, -2024.23, -1539.43, 0.0000, 155, 65, 30
L -2024.23, -1539.43, 0.0000, -2042.44, -1695.53, 0.0000, 155, 65, 30
L -2042.44, -1695.53, 0.0000, -2011.13, -1851.62, 0.0000, 155, 65, 30
L -2011.13, -1851.62, 0.0000, -2042.44, -2007.72, 0.0000, 155, 65, 30
L -2042.44, -1937.72, 0.0000, -2000.44, -1969.22, 0.0000, 155, 65, 30
L -1972.44, -2007.72, 0.0000, -2003.94, -1969.22, 0.0000, 155, 65, 30
L -2042.44, -1857.72, 0.0000, -1952.44, -1925.22, 0.0000, 155, 65, 30
L -1892.44, -2007.72, 0.0000, -1959.94, -1925.22, 0.0000, 155, 65, 30
L -2042.44, -1777.72, 0.0000, -1904.44, -1881.22, 0.0000, 155, 65, 30
L -1812.44, -2007.72, 0.0000, -1915.94, -1881.22, 0.0000, 155, 65, 30
L 1719.47, -1937.72, 0.0000, 1677.47, -1969.22, 0.0000, 155, 65, 30
L 1649.47, -2007.72, 0.0000, 1680.97, -1969.22, 0.0000, 155, 65, 30
L 1719.47, -1857.72, 0.0000, 1629.47, -1925.22, 0.0000, 155, 65, 30
L 1569.47, -2007.72, 0.0000, 1636.97, -1925.22, 0.0000, 155, 65, 30
L 1719.47, -1777.72, 0.0000, 1581.47, -1881.22, 0.0000, 155, 65, 30
L 1489.47, -2007.72, 0.0000, 1592.97, -1881.22, 0.0000, 155, 65, 30
L -2042.44, 2917.34, 0.0000, -2000.44, 2948.84, 0.0000, 155, 65, 30
L -1972.44, 2987.34, 0.0000, -2003.94, 2948.84, 0.0000, 155, 65, 30
L -2042.44, 2837.34, 0.0000, -1952.44, 2904.84, 0.0000, 155, 65, 30
L -1892.44, 2987.34, 0.0000, -1959.94, 2904.84, 0.0000, 155, 65, 30
L -2042.44, 2757.34, 0.0000, -1904.44, 2860.84, 0.0000, 155, 65, 30
L -1812.44, 2987.34, 0.0000, -1915.94, 2860.84, 0.0000, 155, 65, 30
L 1719.47, 2917.34, 0.0000, 1677.47, 2948.84, 0.0000, 155, 65, 30
L 1649.47, 2987.34, 0.0000, 1680.97, 2948.84, 0.0000, 155, 65, 30
L 1719.47, 2837.34, 0.0000, 1629.47, 2904.84, 0.0000, 155, 65, 30
L 1569.47, 2987.34, 0.0000, 1636.97, 2904.84, 0.0000, 155, 65, 30
L 1719.47, 2757.34, 0.0000, 1581.47, 2860.84, 0.0000, 155, 65, 30
L 1489.47, 2987.34, 0.0000, 1592.97, 2860.84, 0.0000, 155, 65, 30
L -363.37, -1239.66, 0.0000, -199.90, -1239.66, 0.0000, 210, 90, 25
L -444.79, -1228.66, 0.0000, -147.72, -1228.66, 0.0000, 210, 90, 25
L -458.57, -1217.66, 0.0000, -99.90, -1217.66, 0.0000, 210, 90, 25
L -472.35, -1206.66, 0.0000, -82.68, -1206.66, 0.0000, 210, 90, 25
L -484.66, -1195.66, 0.0000, -68.39, -1195.66, 0.0000, 210, 90, 25
L -496.53, -1184.66, 0.0000, -56.13, -1184.66, 0.0000, 210, 90, 25
L -512.73, -1173.66, 0.0000, -43.87, -1173.66, 0.0000, 210, 90, 25
L -525.66, -1162.66, 0.0000, -31.62, -1162.66, 0.0000, 210, 90, 25
