P -1543.50, 1448.04, 0.0000, 90, 60, 120, 3, N
P -1543.50, 1652.64, 0.0000, 50, 40, 64, 1, S
P -1441.20, 1550.34, 0.0000, 50, 40, 64, 1, E
P -1645.80, 1550.34, 0.0000, 50, 40, 64, 1, W
L 1878.34, -792.13, 0.0000, 1850.57, -616.30, 0.0000, 50, 40, 64
L 1850.57, -616.30, 0.0000, 1878.34, -440.47, 0.0000, 50, 40, 64
L 1878.34, -440.47, 0.0000, 1833.81, -264.64, 0.0000, 50, 40, 64
L 1833.81, -264.64, 0.0000, 1878.34, -88.81, 0.0000, 50, 40, 64
L 1878.34, -88.81, 0.0000, 1825.11, 87.03, 0.0000, 50, 40, 64
L 1825.11, 87.03, 0.0000, 1878.34, 262.86, 0.0000, 50, 40, 64
L 1878.34, 262.86, 0.0000, 1852.00, 438.69, 0.0000, 50, 40, 64
L 1852.00, 438.69, 0.0000, 1878.34, 614.52, 0.0000, 50, 40, 64
L 1878.34, 614.52, 0.0000, 1839.49, 790.35, 0.0000, 50, 40, 64
L 1839.49, 790.35, 0.0000, 1878.34, 966.18, 0.0000, 50, 40, 64
L 1878.34, 966.18, 0.0000, 1825.99, 1142.01, 0.0000, 50, 40, 64
L 1825.99, 1142.01, 0.0000, 1878.34, 1317.85, 0.0000, 50, 40, 64
L 1878.34, 1317.85, 0.0000, 1850.41, 1493.68, 0.0000, 50, 40, 64
L 1850.41, 1493.68, 0.0000, 1878.34, 1669.51, 0.0000, 50, 40, 64
L 1878.34, 1669.51, 0.0000, 1835.33, 1845.34, 0.0000, 50, 40, 64
L 1878.34, 1845.34, 0.0000, 1701.35, 1821.69, 0.0000, 50, 40, 64
L 1701.35, 1821.69, 0.0000, 1524.36, 1845.34, 0.0000, 50, 40, 64
L 1524.36, 1845.34, 0.0000, 1347.36, 1817.66, 0.0000, 50, 40, 64
L 1347.36, 1817.66, 0.0000, 1170.37, 1845.34, 0.0000, 50, 40, 64
L 1170.37, 1845.34, 0.0000, 993.38, 1812.67, 0.0000, 50, 40, 64
L 993.38, 1812.67, 0.0000, 816.39, 1845.34, 0.0000, 50, 40, 64
L 816.39, 1845.34, 0.0000, 639.39, 1800.83, 0.0000, 50, 40, 64
L 639.39, 1800.83, 0.0000, 462.40, 1845.34, 0.0000, 50, 40, 64
L 462.40, 1845.34, 0.0000, 285.41, 1799.37, 0.0000, 50, 40, 64
L 285.41, 1799.37, 0.0000, 108.42, 1845.34, 0.0000, 50, 40, 64
L 108.42, 1845.34, 0.0000, -68.58, 1800.73, 0.0000, 50, 40, 64
L -68.58, 1800.73, 0.0000, -245.57, 1845.34, 0.0000, 50, 40, 64
L -245.57, 1845.34, 0.0000, -422.56, 1803.44, 0.0000, 50, 40, 64
L -422.56, 1803.44, 0.0000, -599.55, 1845.34, 0.0000, 50, 40, 64
L -599.55, 1845.34, 0.0000, -776.55, 1821.83, 0.0000, 50, 40, 64
L -776.55, 1821.83, 0.0000, -953.54, 1845.34, 0.0000, 50, 40, 64
L -953.54, 1845.34, 0.0000, -1130.53, 1812.45, 0.0000, 50, 40, 64
L -1130.53, 1812.45, 0.0000, -1307.52, 1845.34, 0.0000, 50, 40, 64
L -1307.52, 1845.34, 0.0000, -1484.52, 1812.70, 0.0000, 50, 40, 64
L -1484.52, 1812.70, 0.0000, -1661.51, 1845.34, 0.0000, 50, 40, 64
L -1661.51, 1845.34, 0.0000, -1838.50, 1806.74, 0.0000, 50, 40, 64
L -1838.50, 1845.34, 0.0000, -1812.82, 1669.51, 0.0000, 50, 40, 64
L -1812.82, 1669.51, 0.0000, -1838.50, 1493.68, 0.0000, 50, 40, 64
L -1838.50, 1493.68, 0.0000, -1816.56, 1317.85, 0.0000, 50, 40, 64
L -1816.56, 1317.85, 0.0000, -1838.50, 1142.01, 0.0000, 50, 40, 64
L -1838.50, 1142.01, 0.0000, -1792.52, 966.18, 0.0000, 50, 40, 64
L -1792.52, 966.18, 0.0000, -1838.50, 790.35, 0.0000, 50, 40, 64
L -1838.50, 790.35, 0.0000, -1816.73, 614.52, 0.0000, 50, 40, 64
L -1816.73, 614.52, 0.0000, -1838.50, 438.69, 0.0000, 50, 40, 64
L -1838.50, 438.69, 0.0000, -1785.02, 262.86, 0.0000, 50, 40, 64
L -1785.02, 262.86, 0.0000, -1838.50, 87.03, 0.0000, 50, 40, 64
L -1838.50, 87.03, 0.0000, -1812.25, -88.81, 0.0000, 50, 40, 64
L -1812.25, -88.81, 0.0000, -1838.50, -264.64, 0.0000, 50, 40, 64
L -1838.50, -264.64, 0.0000, -1815.27, -440.47, 0.0000, 50, 40, 64
L -1815.27, -440.47, 0.0000, -1838.50, -616.30, 0.0000, 50, 40, 64
L -1838.50, -616.30, 0.0000, -1789.60, -792.13, 0.0000, 50, 40, 64
L -1789.60, -792.13, 0.0000, -1838.50, -967.96, 0.0000, 50, 40, 64
L -1838.50, -967.96, 0.0000, -1786.03, -1143.79, 0.0000, 50, 40, 64
L -1786.03, -1143.79, 0.0000, -1838.50, -1319.63, 0.0000, 50, 40, 64
L -1838.50, -1319.63, 0.0000, -1788.75, -1495.46, 0.0000, 50, 40, 64
L -1788.75, -1495.46, 0.0000, -1838.50, -1671.29, 0.0000, 50, 40, 64
L -1838.50, -1671.29, 0.0000, -1800.21, -1847.12, 0.0000, 50, 40, 64
L -1698.50, -1707.12, 0.0000, -1469.38, -1683.90, 0.0000, 120, 90, 150
L 1509.22, -1707.12, 0.0000, 1738.34, -1686.46, 0.0000, 120, 90, 150
L 1738.34, -1707.12, 0.0000, 1715.21, -1479.62, 0.0000, 120, 90, 150
L 1715.21, -1479.62, 0.0000, 1738.34, -1252.13, 0.0000, 120, 90, 150
L 1738.34, -1252.13, 0.0000, 1713.91, -1024.63, 0.0000, 120, 90, 150
L 1713.91, -1024.63, 0.0000, 1738.34, -797.13, 0.0000, 120, 90, 150
L 1738.34, -797.13, 0.0000, 1721.59, -569.63, 0.0000, 120, 90, 150
L 1721.59, -569.63, 0.0000, 1738.34, -342.14, 0.0000, 120, 90, 150
L 1738.34, -342.14, 0.0000, 1715.03, -114.64, 0.0000, 120, 90, 150
L 1715.03, -114.64, 0.0000, 1738.34, 112.86, 0.0000, 120, 90, 150
L 1738.34, 112.86, 0.0000, 1719.92, 340.36, 0.0000, 120, 90, 150
L 1719.92, 340.36, 0.0000, 1738.34, 567.85, 0.0000, 120, 90, 150
L 1738.34, 567.85, 0.0000, 1710.84, 795.35, 0.0000, 120, 90, 150
L 1710.84, 795.35, 0.0000, 1738.34, 1022.85, 0.0000, 120, 90, 150
L 1738.34, 1022.85, 0.0000, 1714.12, 1250.35, 0.0000, 120, 90, 150
L 1714.12, 1250.35, 0.0000, 1738.34, 1477.84, 0.0000, 120, 90, 150
L 1738.34, 1477.84, 0.0000, 1724.24, 1705.34, 0.0000, 120, 90, 150
L 1738.34, 1705.34, 0.0000, 1509.22, 1685.95, 0.0000, 120, 90, 150
L 1509.22, 1685.95, 0.0000, 1280.09, 1705.34, 0.0000, 120, 90, 150
L 1280.09, 1705.34, 0.0000, 1050.97, 1681.18, 0.0000, 120, 90, 150
L 1050.97, 1681.18, 0.0000, 821.85, 1705.34, 0.0000, 120, 90, 150
L 821.85, 1705.34, 0.0000, 592.73, 1677.91, 0.0000, 120, 90, 150
L 592.73, 1677.91, 0.0000, 363.60, 1705.34, 0.0000, 120, 90, 150
L 363.60, 1705.34, 0.0000, 134.48, 1681.99, 0.0000, 120, 90, 150
L 134.48, 1681.99, 0.0000, -94.64, 1705.34, 0.0000, 120, 90, 150
L -94.64, 1705.34, 0.0000, -323.76, 1688.24, 0.0000, 120, 90, 150
L -323.76, 1688.24, 0.0000, -552.89, 1705.34, 0.0000, 120, 90, 150
L -552.89, 1705.34, 0.0000, -782.01, 1678.09, 0.0000, 120, 90, 150
L -782.01, 1678.09, 0.0000, -1011.13, 1705.34, 0.0000, 120, 90, 150
L -1011.13, 1705.34, 0.0000, -1240.25, 1678.38, 0.0000, 120, 90, 150
L -1240.25, 1678.38, 0.0000, -1469.38, 1705.34, 0.0000, 120, 90, 150
L -1469.38, 1705.34, 0.0000, -1698.50, 1692.03, 0.0000, 120, 90, 150
L -1698.50, 1705.34, 0.0000, -1680.56, 1477.84, 0.0000, 120, 90, 150
L -1680.56, 1477.84, 0.0000, -1698.50, 1250.35, 0.0000, 120, 90, 150
L -1698.50, 1250.35, 0.0000, -1681.68, 1022.85, 0.0000, 120, 90, 150
L -1681.68, 1022.85, 0.0000, -1698.50, 795.35, 0.0000, 120, 90, 150
L -1698.50, 795.35, 0.0000, -1682.16, 567.85, 0.0000, 120, 90, 150
L -1682.16, 567.85, 0.0000, -1698.50, 340.36, 0.0000, 120, 90, 150
L -1698.50, 340.36, 0.0000, -1679.33, 112.86, 0.0000, 120, 90, 150
L -1679.33, 112.86, 0.0000, -1698.50, -114.64, 0.0000, 120, 90, 150
L -1698.50, -114.64, 0.0000, -1677.09, -342.14, 0.0000, 120, 90, 150
L -1677.09, -342.14, 0.0000, -1698.50, -569.63, 0.0000, 120, 90, 150
L -1698.50, -569.63, 0.0000, -1681.88, -797.13, 0.0000, 120, 90, 150
L -1681.88, -797.13, 0.0000, -1698.50, -1024.63, 0.0000, 120, 90, 150
L -1698.50, -1024.63, 0.0000, -1678.77, -1252.13, 0.0000, 120, 90, 150
L -1678.77, -1252.13, 0.0000, -1698.50, -1479.62, 0.0000, 120, 90, 150
L -1698.50, -1479.62, 0.0000, -1674.70, -1707.12, 0.0000, 120, 90, 150
L -1463.58, 1550.34, 0.0000, -1464.79, 1564.22, 0.0000, 50, 40, 64
L -1464.79, 1564.22, 0.0000, -1468.40, 1577.67, 0.0000, 50, 40, 64
L -1468.40, 1577.67, 0.0000, -1474.29, 1590.30, 0.0000, 50, 40, 64
L -1474.29, 1590.30, 0.0000, -1482.28, 1601.71, 0.0000, 50, 40, 64
L -1482.28, 1601.71, 0.0000, -1492.13, 1611.56, 0.0000, 50, 40, 64
L -1492.13, 1611.56, 0.0000, -1503.54, 1619.55, 0.0000, 50, 40, 64
L -1503.54, 1619.55, 0.0000, -1516.17, 1625.44, 0.0000, 50, 40, 64
L -1516.17, 1625.44, 0.0000, -1529.62, 1629.05, 0.0000, 50, 40, 64
L -1529.62, 1629.05, 0.0000, -1543.50, 1630.26, 0.0000, 50, 40, 64
L -1543.50, 1630.26, 0.0000, -1557.38, 1629.05, 0.0000, 50, 40, 64
L -1557.38, 1629.05, 0.0000, -1570.83, 1625.44, 0.0000, 50, 40, 64
L -1570.83, 1625.44, 0.0000, -1583.46, 1619.55, 0.0000, 50, 40, 64
L -1583.46, 1619.55, 0.0000, -1594.87, 1611.56, 0.0000, 50, 40, 64
L -1594.87, 1611.56, 0.0000, -1604.72, 1601.71, 0.0000, 50, 40, 64
L -1604.72, 1601.71, 0.0000, -1612.71, 1590.30, 0.0000, 50, 40, 64
L -1612.71, 1590.30, 0.0000, -1618.60, 1577.67, 0.0000, 50, 40, 64
L -1618.60, 1577.67, 0.0000, -1622.21, 1564.22, 0.0000, 50, 40, 64
L -1622.21, 1564.22, 0.0000, -1623.42, 1550.34, 0.0000, 50, 40, 64
L -1623.42, 1550.34, 0.0000, -1622.21, 1536.46, 0.0000, 50, 40, 64
L -1622.21, 1536.46, 0.0000, -1618.60, 1523.01, 0.0000, 50, 40, 64
L -1618.60, 1523.01, 0.0000, -1612.71, 1510.38, 0.0000, 50, 40, 64
L -1612.71, 1510.38, 0.0000, -1604.72, 1498.97, 0.0000, 50, 40, 64
L -1604.72, 1498.97, 0.0000, -1594.87, 1489.12, 0.0000, 50, 40, 64
L -1594.87, 1489.12, 0.0000, -1583.46, 1481.13, 0.0000, 50, 40, 64
L -1583.46, 1481.13, 0.0000, -1570.83, 1475.24, 0.0000, 50, 40, 64
L -1570.83, 1475.24, 0.0000, -1557.38, 1471.63, 0.0000, 50, 40, 64
L -1557.38, 1471.63, 0.0000, -1543.50, 1470.42, 0.0000, 50, 40, 64
L -1543.50, 1470.42, 0.0000, -1529.62, 1471.63, 0.0000, 50, 40, 64
L -1529.62, 1471.63, 0.0000, -1516.17, 1475.24, 0.0000, 50, 40, 64
L -1516.17, 1475.24, 0.0000, -1503.54, 1481.13, 0.0000, 50, 40, 64
L -1503.54, 1481.13, 0.0000, -1492.13, 1489.12, 0.0000, 50, 40, 64
L -1492.13, 1489.12, 0.0000, -1482.28, 1498.97, 0.0000, 50, 40, 64
L -1482.28, 1498.97, 0.0000, -1474.29, 1510.38, 0.0000, 50, 40, 64
L -1474.29, 1510.38, 0.0000, -1468.40, 1523.01, 0.0000, 50, 40, 64
L -1468.40, 1523.01, 0.0000, -1464.79, 1536.46, 0.0000, 50, 40, 64
L -1464.79, 1536.46, 0.0000, -1463.58, 1550.34, 0.0000, 50, 40, 64
L -1453.19, 1550.34, 0.0000, -1454.56, 1566.02, 0.0000, 120, 90, 150
L -1454.56, 1566.02, 0.0000, -1458.63, 1581.23, 0.0000, 120, 90, 150
L -1458.63, 1581.23, 0.0000, -1465.29, 1595.50, 0.0000, 120, 90, 150
L -1465.29, 1595.50, 0.0000, -1474.32, 1608.39, 0.0000, 120, 90, 150
L -1474.32, 1608.39, 0.0000, -1485.45, 1619.52, 0.0000, 120, 90, 150
L -1485.45, 1619.52, 0.0000, -1498.34, 1628.55, 0.0000, 120, 90, 150
L -1498.34, 1628.55, 0.0000, -1512.61, 1635.21, 0.0000, 120, 90, 150
L -1512.61, 1635.21, 0.0000, -1527.82, 1639.28, 0.0000, 120, 90, 150
L -1527.82, 1639.28, 0.0000, -1543.50, 1640.65, 0.0000, 120, 90, 150
L -1543.50, 1640.65, 0.0000, -1559.18, 1639.28, 0.0000, 120, 90, 150
L -1559.18, 1639.28, 0.0000, -1574.39, 1635.21, 0.0000, 120, 90, 150
L -1574.39, 1635.21, 0.0000, -1588.66, 1628.55, 0.0000, 120, 90, 150
L -1588.66, 1628.55, 0.0000, -1601.55, 1619.52, 0.0000, 120, 90, 150
L -1601.55, 1619.52, 0.0000, -1612.68, 1608.39, 0.0000, 120, 90, 150
L -1612.68, 1608.39, 0.0000, -1621.71, 1595.50, 0.0000, 120, 90, 150
L -1621.71, 1595.50, 0.0000, -1628.37, 1581.23, 0.0000, 120, 90, 150
L -1628.37, 1581.23, 0.0000, -1632.44, 1566.02, 0.0000, 120, 90, 150
L -1632.44, 1566.02, 0.0000, -1633.81, 1550.34, 0.0000, 120, 90, 150
L -1633.81, 1550.34, 0.0000, -1632.44, 1534.66, 0.0000, 120, 90, 150
L -1632.44, 1534.66, 0.0000, -1628.37, 1519.45, 0.0000, 120, 90, 150
L -1628.37, 1519.45, 0.0000, -1621.71, 1505.18, 0.0000, 120, 90, 150
L -1621.71, 1505.18, 0.0000, -1612.68, 1492.29, 0.0000, 120, 90, 150
L -1612.68, 1492.29, 0.0000, -1601.55, 1481.16, 0.0000, 120, 90, 150
L -1601.55, 1481.16, 0.0000, -1588.66, 1472.13, 0.0000, 120, 90, 150
L -1588.66, 1472.13, 0.0000, -1574.39, 1465.47, 0.0000, 120, 90, 150
L -1574.39, 1465.47, 0.0000, -1559.18, 1461.40, 0.0000, 120, 90, 150
L -1559.18, 1461.40, 0.0000, -1543.50, 1460.03, 0.0000, 120, 90, 150
L -1543.50, 1460.03, 0.0000, -1527.82, 1461.40, 0.0000, 120, 90, 150
L -1527.82, 1461.40, 0.0000, -1512.61, 1465.47, 0.0000, 120, 90, 150
L -1512.61, 1465.47, 0.0000, -1498.34, 1472.13, 0.0000, 120, 90, 150
L -1498.34, 1472.13, 0.0000, -1485.45, 1481.16, 0.0000, 120, 90, 150
L -1485.45, 1481.16, 0.0000, -1474.32, 1492.29, 0.0000, 120, 90, 150
L -1474.32, 1492.29, 0.0000, -1465.29, 1505.18, 0.0000, 120, 90, 150
L -1465.29, 1505.18, 0.0000, -1458.63, 1519.45, 0.0000, 120, 90, 150
L -1458.63, 1519.45, 0.0000, -1454.56, 1534.66, 0.0000, 120, 90, 150
L -1454.56, 1534.66, 0.0000, -1453.19, 1550.34, 0.0000, 120, 90, 150
L -1543.50, 1550.34, 0.0000, -1543.50, 1470.42, 0.0000, 120, 90, 150
L -1543.50, 1550.34, 0.0000, -1509.59, 1516.43, 0.0000, 120, 110, 130
L -1543.50, 1550.34, 0.0000, -1463.58, 1550.34, 0.0000, 120, 90, 150
L -1543.50, 1550.34, 0.0000, -1509.59, 1584.25, 0.0000, 120, 110, 130
L -1543.50, 1550.34, 0.0000, -1543.50, 1630.26, 0.0000, 120, 90, 150
L -1543.50, 1550.34, 0.0000, -1577.41, 1584.25, 0.0000, 120, 110, 130
L -1543.50, 1550.34, 0.0000, -1623.42, 1550.34, 0.0000, 120, 90, 150
L -1543.50, 1550.34, 0.0000, -1577.41, 1516.43, 0.0000, 120, 110, 130
L -1543.50, 1510.38, 0.0000, -1543.50, 1478.41, 0.0000, 90, 60, 120
L -1551.50, 1486.40, 0.0000, -1543.50, 1475.21, 0.0000, 90, 60, 120
L -1535.50, 1486.40, 0.0000, -1543.50, 1475.21, 0.0000, 90, 60, 120
L -1402.3800, -1457.1200, 0.0000, -1402.3800, -1727.1200, 0.0000, 50, 40, 64
L -1402.3800, -1727.1200, 0.0000, -1277.6400, -1727.1200, 0.0000, 50, 40, 64
L -1277.6400, -1727.1200, 0.0000, -1233.0900, -1673.1200, 0.0000, 50, 40, 64
L -1233.0900, -1673.1200, 0.0000, -1277.6400, -1605.6200, 0.0000, 50, 40, 64
L -1277.6400, -1605.6200, 0.0000, -1402.3800, -1605.6200, 0.0000, 50, 40, 64
L -1180.1800, -1727.1200, 0.0000, -1180.1800, -1457.1200, 0.0000, 50, 40, 64
L -1180.1800, -1457.1200, 0.0000, -1037.6200, -1457.1200, 0.0000, 50, 40, 64
L -957.9800, -1457.1200, 0.0000, -868.8800, -1727.1200, 0.0000, 50, 40, 64
L -868.8800, -1727.1200, 0.0000, -779.7800, -1457.1200, 0.0000, 50, 40, 64
L -913.4300, -1565.1200, 0.0000, -824.3300, -1565.1200, 0.0000, 50, 40, 64
L -735.7800, -1457.1200, 0.0000, -735.7800, -1727.1200, 0.0000, 50, 40, 64
L -735.7800, -1727.1200, 0.0000, -557.5800, -1457.1200, 0.0000, 50, 40, 64
L -557.5800, -1457.1200, 0.0000, -557.5800, -1727.1200, 0.0000, 50, 40, 64
L -335.3800, -1727.1200, 0.0000, -513.5800, -1727.1200, 0.0000, 50, 40, 64
L -513.5800, -1727.1200, 0.0000, -513.5800, -1457.1200, 0.0000, 50, 40, 64
L -513.5800, -1457.1200, 0.0000, -335.3800, -1457.1200, 0.0000, 50, 40, 64
L -513.5800, -1592.1200, 0.0000, -388.8400, -1592.1200, 0.0000, 50, 40, 64
L -24.6300, -1457.1200, 0.0000, 64.4700, -1457.1200, 0.0000, 50, 40, 64
L 64.4700, -1457.1200, 0.0000, 109.0200, -1538.1200, 0.0000, 50, 40, 64
L 109.0200, -1538.1200, 0.0000, 109.0200, -1646.1200, 0.0000, 50, 40, 64
L 109.0200, -1646.1200, 0.0000, 64.4700, -1727.1200, 0.0000, 50, 40, 64
L 64.4700, -1727.1200, 0.0000, -24.6300, -1727.1200, 0.0000, 50, 40, 64
L -24.6300, -1727.1200, 0.0000, -69.1800, -1646.1200, 0.0000, 50, 40, 64
L -69.1800, -1646.1200, 0.0000, -69.1800, -1538.1200, 0.0000, 50, 40, 64
L -69.1800, -1538.1200, 0.0000, -24.6300, -1457.1200, 0.0000, 50, 40, 64
L 153.0200, -1457.1200, 0.0000, 153.0200, -1727.1200, 0.0000, 50, 40, 64
L 153.0200, -1727.1200, 0.0000, 331.2200, -1727.1200, 0.0000, 50, 40, 64
L 153.0200, -1605.6200, 0.0000, 277.7600, -1605.6200, 0.0000, 50, 40, 64
L 597.4200, -1457.1200, 0.0000, 597.4200, -1727.1200, 0.0000, 50, 40, 64
L 597.4200, -1727.1200, 0.0000, 775.6200, -1727.1200, 0.0000, 50, 40, 64
L 597.4200, -1605.6200, 0.0000, 722.1600, -1605.6200, 0.0000, 50, 40, 64
L 997.8200, -1727.1200, 0.0000, 819.6200, -1727.1200, 0.0000, 50, 40, 64
L 819.6200, -1727.1200, 0.0000, 819.6200, -1457.1200, 0.0000, 50, 40, 64
L 819.6200, -1457.1200, 0.0000, 997.8200, -1457.1200, 0.0000, 50, 40, 64
L 819.6200, -1592.1200, 0.0000, 944.3600, -1592.1200, 0.0000, 50, 40, 64
L 1041.8200, -1457.1200, 0.0000, 1130.9200, -1727.1200, 0.0000, 50, 40, 64
L 1130.9200, -1727.1200, 0.0000, 1220.0200, -1457.1200, 0.0000, 50, 40, 64
L 1086.3700, -1565.1200, 0.0000, 1175.4700, -1565.1200, 0.0000, 50, 40, 64
L 1264.0200, -1457.1200, 0.0000, 1264.0200, -1727.1200, 0.0000, 50, 40, 64
L 1264.0200, -1727.1200, 0.0000, 1388.7600, -1727.1200, 0.0000, 50, 40, 64
L 1388.7600, -1727.1200, 0.0000, 1433.3100, -1673.1200, 0.0000, 50, 40, 64
L 1433.3100, -1673.1200, 0.0000, 1388.7600, -1605.6200, 0.0000, 50, 40, 64
L 1388.7600, -1605.6200, 0.0000, 1264.0200, -1605.6200, 0.0000, 50, 40, 64
L 1326.3900, -1605.6200, 0.0000, 1442.2200, -1457.1200, 0.0000, 50, 40, 64
