P -1609.5260, -3956.1160, 0.0000, 90, 110, 66, 3, N
P -1609.5260, -2082.1960, 0.0000, 96, 110, 70, 1, S
P -672.5660, -3019.1560, 0.0000, 96, 110, 70, 1, E
P -2546.4860, -3019.1560, 0.0000, 96, 110, 70, 1, W
L 15736.02, -4096.66, 0.0000, 16759.52, -3961.70, 0.0000, 96, 110, 70
L 16759.52, -3961.70, 0.0000, 17783.03, -4096.66, 0.0000, 96, 110, 70
L 17783.03, -4096.66, 0.0000, 18806.53, -3858.98, 0.0000, 96, 110, 70
L 18806.53, -4096.66, 0.0000, 18510.12, -3083.04, 0.0000, 96, 110, 70
L 18510.12, -3083.04, 0.0000, 18806.53, -2069.42, 0.0000, 96, 110, 70
L 18806.53, -2069.42, 0.0000, 18582.36, -1055.80, 0.0000, 96, 110, 70
L 18582.36, -1055.80, 0.0000, 18806.53, -42.18, 0.0000, 96, 110, 70
L 18806.53, -42.18, 0.0000, 18584.39, 971.44, 0.0000, 96, 110, 70
L 18584.39, 971.44, 0.0000, 18806.53, 1985.06, 0.0000, 96, 110, 70
L 18806.53, 1985.06, 0.0000, 18545.00, 2998.68, 0.0000, 96, 110, 70
L 18545.00, 2998.68, 0.0000, 18806.53, 4012.30, 0.0000, 96, 110, 70
L 18806.53, 4012.30, 0.0000, 18589.94, 5025.92, 0.0000, 96, 110, 70
L 18589.94, 5025.92, 0.0000, 18806.53, 6039.54, 0.0000, 96, 110, 70
L 18806.53, 6039.54, 0.0000, 18508.64, 7053.16, 0.0000, 96, 110, 70
L 18806.53, 7053.16, 0.0000, 17783.03, 6911.99, 0.0000, 96, 110, 70
L 17783.03, 6911.99, 0.0000, 16759.52, 7053.16, 0.0000, 96, 110, 70
L 16759.52, 7053.16, 0.0000, 15736.02, 6864.52, 0.0000, 96, 110, 70
L 15736.02, 6864.52, 0.0000, 14712.52, 7053.16, 0.0000, 96, 110, 70
L 14712.52, 7053.16, 0.0000, 13689.02, 6765.11, 0.0000, 96, 110, 70
L 13689.02, 6765.11, 0.0000, 12665.51, 7053.16, 0.0000, 96, 110, 70
L 12665.51, 7053.16, 0.0000, 11642.01, 6810.95, 0.0000, 96, 110, 70
L 11642.01, 6810.95, 0.0000, 10618.51, 7053.16, 0.0000, 96, 110, 70
L 10618.51, 7053.16, 0.0000, 9595.00, 6838.62, 0.0000, 96, 110, 70
L 9595.00, 6838.62, 0.0000, 8571.50, 7053.16, 0.0000, 96, 110, 70
L 8571.50, 7053.16, 0.0000, 7548.00, 6938.49, 0.0000, 96, 110, 70
L 7548.00, 6938.49, 0.0000, 6524.50, 7053.16, 0.0000, 96, 110, 70
L 6524.50, 7053.16, 0.0000, 5500.99, 6789.18, 0.0000, 96, 110, 70
L 5500.99, 6789.18, 0.0000, 4477.49, 7053.16, 0.0000, 96, 110, 70
L 4477.49, 7053.16, 0.0000, 3453.99, 6781.57, 0.0000, 96, 110, 70
L 3453.99, 6781.57, 0.0000, 2430.48, 7053.16, 0.0000, 96, 110, 70
L 2430.48, 7053.16, 0.0000, 1406.98, 6838.11, 0.0000, 96, 110, 70
L 1406.98, 6838.11, 0.0000, 383.48, 7053.16, 0.0000, 96, 110, 70
L 383.48, 7053.16, 0.0000, -640.02, 6824.24, 0.0000, 96, 110, 70
L -640.02, 6824.24, 0.0000, -1663.53, 7053.16, 0.0000, 96, 110, 70
L -1663.53, 7053.16, 0.0000, -2687.03, 6876.06, 0.0000, 96, 110, 70
L -2687.03, 7053.16, 0.0000, -2506.68, 6039.54, 0.0000, 96, 110, 70
L -2506.68, 6039.54, 0.0000, -2687.03, 5025.92, 0.0000, 96, 110, 70
L -2687.03, 5025.92, 0.0000, -2423.84, 4012.30, 0.0000, 96, 110, 70
L -2423.84, 4012.30, 0.0000, -2687.03, 2998.68, 0.0000, 96, 110, 70
L -2687.03, 2998.68, 0.0000, -2562.30, 1985.06, 0.0000, 96, 110, 70
L -2562.30, 1985.06, 0.0000, -2687.03, 971.44, 0.0000, 96, 110, 70
L -2687.03, 971.44, 0.0000, -2529.48, -42.18, 0.0000, 96, 110, 70
L -2529.48, -42.18, 0.0000, -2687.03, -1055.80, 0.0000, 96, 110, 70
L -2687.03, -1055.80, 0.0000, -2387.57, -2069.42, 0.0000, 96, 110, 70
L -1873.03, -3282.66, 0.0000, -548.66, -3174.03, 0.0000, 150, 168, 110
L -548.66, -3174.03, 0.0000, 775.71, -3282.66, 0.0000, 150, 168, 110
L 775.71, -3282.66, 0.0000, 2100.08, -3189.85, 0.0000, 150, 168, 110
L 2100.08, -3189.85, 0.0000, 3424.45, -3282.66, 0.0000, 150, 168, 110
L 3424.45, -3282.66, 0.0000, 4748.82, -3154.69, 0.0000, 150, 168, 110
L 4748.82, -3154.69, 0.0000, 6073.19, -3282.66, 0.0000, 150, 168, 110
L 6073.19, -3282.66, 0.0000, 7397.56, -3112.64, 0.0000, 150, 168, 110
L 7397.56, -3112.64, 0.0000, 8721.94, -3282.66, 0.0000, 150, 168, 110
L 8721.94, -3282.66, 0.0000, 10046.31, -3154.92, 0.0000, 150, 168, 110
L 10046.31, -3154.92, 0.0000, 11370.68, -3282.66, 0.0000, 150, 168, 110
L 11370.68, -3282.66, 0.0000, 12695.05, -3104.29, 0.0000, 150, 168, 110
L 12695.05, -3104.29, 0.0000, 14019.42, -3282.66, 0.0000, 150, 168, 110
L 14019.42, -3282.66, 0.0000, 15343.79, -3216.61, 0.0000, 150, 168, 110
L 15343.79, -3216.61, 0.0000, 16668.16, -3282.66, 0.0000, 150, 168, 110
L 16668.16, -3282.66, 0.0000, 17992.53, -3124.47, 0.0000, 150, 168, 110
L 17992.53, -3282.66, 0.0000, 17920.36, -1922.40, 0.0000, 150, 168, 110
L 17920.36, -1922.40, 0.0000, 17992.53, -562.14, 0.0000, 150, 168, 110
L 17992.53, -562.14, 0.0000, 17907.83, 798.12, 0.0000, 150, 168, 110
L 17907.83, 798.12, 0.0000, 17992.53, 2158.38, 0.0000, 150, 168, 110
L 17992.53, 2158.38, 0.0000, 17858.41, 3518.64, 0.0000, 150, 168, 110
L 17858.41, 3518.64, 0.0000, 17992.53, 4878.90, 0.0000, 150, 168, 110
L 17992.53, 4878.90, 0.0000, 17844.32, 6239.16, 0.0000, 150, 168, 110
L 17992.53, 6239.16, 0.0000, 16668.16, 6070.20, 0.0000, 150, 168, 110
L 16668.16, 6070.20, 0.0000, 15343.79, 6239.16, 0.0000, 150, 168, 110
L 15343.79, 6239.16, 0.0000, 14019.42, 6066.08, 0.0000, 150, 168, 110
L 14019.42, 6066.08, 0.0000, 12695.05, 6239.16, 0.0000, 150, 168, 110
L 12695.05, 6239.16, 0.0000, 11370.68, 6088.02, 0.0000, 150, 168, 110
L 11370.68, 6088.02, 0.0000, 10046.31, 6239.16, 0.0000, 150, 168, 110
L 10046.31, 6239.16, 0.0000, 8721.94, 6110.00, 0.0000, 150, 168, 110
L 8721.94, 6110.00, 0.0000, 7397.56, 6239.16, 0.0000, 150, 168, 110
L 7397.56, 6239.16, 0.0000, 6073.19, 6130.13, 0.0000, 150, 168, 110
L 6073.19, 6130.13, 0.0000, 4748.82, 6239.16, 0.0000, 150, 168, 110
L 4748.82, 6239.16, 0.0000, 3424.45, 6171.06, 0.0000, 150, 168, 110
L 3424.45, 6171.06, 0.0000, 2100.08, 6239.16, 0.0000, 150, 168, 110
L 2100.08, 6239.16, 0.0000, 775.71, 6144.31, 0.0000, 150, 168, 110
L 775.71, 6144.31, 0.0000, -548.66, 6239.16, 0.0000, 150, 168, 110
L -548.66, 6239.16, 0.0000, -1873.03, 6102.06, 0.0000, 150, 168, 110
L -1873.03, 6239.16, 0.0000, -1700.47, 4878.90, 0.0000, 150, 168, 110
L -1700.47, 4878.90, 0.0000, -1873.03, 3518.64, 0.0000, 150, 168, 110
L -1873.03, 3518.64, 0.0000, -1710.12, 2158.38, 0.0000, 150, 168, 110
L -1710.12, 2158.38, 0.0000, -1873.03, 798.12, 0.0000, 150, 168, 110
L -1873.03, 798.12, 0.0000, -1733.96, -562.14, 0.0000, 150, 168, 110
L -1733.96, -562.14, 0.0000, -1873.03, -1922.40, 0.0000, 150, 168, 110
L -1873.03, -1922.40, 0.0000, -1734.68, -3282.66, 0.0000, 150, 168, 110
L 4892.93, -3565.66, 0.0000, 5027.24, -2751.66, 0.0000, 150, 168, 110
L 5027.24, -2751.66, 0.0000, 5161.55, -3240.06, 0.0000, 150, 168, 110
L 5161.55, -3240.06, 0.0000, 5295.86, -2751.66, 0.0000, 150, 168, 110
L 5295.86, -2751.66, 0.0000, 5430.17, -3565.66, 0.0000, 150, 168, 110
L 6011.41, -3565.66, 0.0000, 5474.17, -3565.66, 0.0000, 150, 168, 110
L 5474.17, -3565.66, 0.0000, 5474.17, -2751.66, 0.0000, 150, 168, 110
L 5474.17, -2751.66, 0.0000, 6011.41, -2751.66, 0.0000, 150, 168, 110
L 5474.17, -3158.66, 0.0000, 5850.24, -3158.66, 0.0000, 150, 168, 110
L 6592.65, -3443.56, 0.0000, 6485.20, -3565.66, 0.0000, 150, 168, 110
L 6485.20, -3565.66, 0.0000, 6162.86, -3565.66, 0.0000, 150, 168, 110
L 6162.86, -3565.66, 0.0000, 6055.41, -3419.14, 0.0000, 150, 168, 110
L 6055.41, -3419.14, 0.0000, 6055.41, -3240.06, 0.0000, 150, 168, 110
L 6055.41, -3240.06, 0.0000, 6162.86, -3158.66, 0.0000, 150, 168, 110
L 6162.86, -3158.66, 0.0000, 6485.20, -3158.66, 0.0000, 150, 168, 110
L 6485.20, -3158.66, 0.0000, 6592.65, -3060.98, 0.0000, 150, 168, 110
L 6592.65, -3060.98, 0.0000, 6592.65, -2881.90, 0.0000, 150, 168, 110
L 6592.65, -2881.90, 0.0000, 6485.20, -2751.66, 0.0000, 150, 168, 110
L 6485.20, -2751.66, 0.0000, 6162.86, -2751.66, 0.0000, 150, 168, 110
L 6162.86, -2751.66, 0.0000, 6055.41, -2881.90, 0.0000, 150, 168, 110
L 6636.65, -3565.66, 0.0000, 7173.89, -3565.66, 0.0000, 150, 168, 110
L 6905.27, -3565.66, 0.0000, 6905.27, -2751.66, 0.0000, 150, 168, 110
L 7799.13, -2751.66, 0.0000, 7799.13, -3565.66, 0.0000, 150, 168, 110
L 7799.13, -3117.96, 0.0000, 8255.78, -3565.66, 0.0000, 150, 168, 110
L 7933.44, -3199.36, 0.0000, 8282.65, -2751.66, 0.0000, 150, 168, 110
L 8380.37, -2751.66, 0.0000, 8648.99, -3565.66, 0.0000, 150, 168, 110
L 8648.99, -3565.66, 0.0000, 8917.61, -2751.66, 0.0000, 150, 168, 110
L 8514.68, -3077.26, 0.0000, 8783.30, -3077.26, 0.0000, 150, 168, 110
L 8961.61, -2751.66, 0.0000, 8961.61, -3565.66, 0.0000, 150, 168, 110
L 8961.61, -3565.66, 0.0000, 9337.68, -3565.66, 0.0000, 150, 168, 110
L 9337.68, -3565.66, 0.0000, 9471.99, -3402.86, 0.0000, 150, 168, 110
L 9471.99, -3402.86, 0.0000, 9337.68, -3199.36, 0.0000, 150, 168, 110
L 9337.68, -3199.36, 0.0000, 8961.61, -3199.36, 0.0000, 150, 168, 110
L 9149.64, -3199.36, 0.0000, 9498.85, -2751.66, 0.0000, 150, 168, 110
L 9542.85, -2751.66, 0.0000, 9811.47, -3565.66, 0.0000, 150, 168, 110
L 9811.47, -3565.66, 0.0000, 10080.09, -2751.66, 0.0000, 150, 168, 110
L 9677.16, -3077.26, 0.0000, 9945.78, -3077.26, 0.0000, 150, 168, 110
L 10124.09, -2751.66, 0.0000, 10124.09, -3565.66, 0.0000, 150, 168, 110
L 10124.09, -3565.66, 0.0000, 10661.33, -2751.66, 0.0000, 150, 168, 110
L 10661.33, -2751.66, 0.0000, 10661.33, -3565.66, 0.0000, 150, 168, 110
L 10705.33, -2751.66, 0.0000, 10973.95, -3565.66, 0.0000, 150, 168, 110
L 10973.95, -3565.66, 0.0000, 11242.57, -2751.66, 0.0000, 150, 168, 110
L 10839.64, -3077.26, 0.0000, 11108.26, -3077.26, 0.0000, 150, 168, 110
L 4854.93, -2715.66, 0.0000, 11264.57, -2715.66, 0.0000, 150, 168, 110
L 4854.93, -3617.66, 0.0000, 11264.57, -3617.66, 0.0000, 150, 168, 110
L  -782.3660, -3019.1560, 0.0000, -794.9360, -2875.5260, 0.0000, 150, 168, 110
L  -794.9360, -2875.5260, 0.0000, -832.2460, -2736.2460, 0.0000, 150, 168, 110
L  -832.2460, -2736.2460, 0.0000, -893.1860, -2605.5760, 0.0000, 150, 168, 110
L  -893.1860, -2605.5760, 0.0000, -975.8860, -2487.4660, 0.0000, 150, 168, 110
L  -975.8860, -2487.4660, 0.0000, -1077.8360, -2385.5160, 0.0000, 150, 168, 110
L  -1077.8360, -2385.5160, 0.0000, -1195.9460, -2302.8160, 0.0000, 150, 168, 110
L  -1195.9460, -2302.8160, 0.0000, -1326.6160, -2241.8760, 0.0000, 150, 168, 110
L  -1326.6160, -2241.8760, 0.0000, -1465.8960, -2204.5660, 0.0000, 150, 168, 110
L  -1465.8960, -2204.5660, 0.0000, -1609.5260, -2191.9960, 0.0000, 150, 168, 110
L  -1609.5260, -2191.9960, 0.0000, -1753.1560, -2204.5660, 0.0000, 150, 168, 110
L  -1753.1560, -2204.5660, 0.0000, -1892.4360, -2241.8760, 0.0000, 150, 168, 110
L  -1892.4360, -2241.8760, 0.0000, -2023.1060, -2302.8160, 0.0000, 150, 168, 110
L  -2023.1060, -2302.8160, 0.0000, -2141.2160, -2385.5160, 0.0000, 150, 168, 110
L  -2141.2160, -2385.5160, 0.0000, -2243.1660, -2487.4660, 0.0000, 150, 168, 110
L  -2243.1660, -2487.4660, 0.0000, -2325.8660, -2605.5760, 0.0000, 150, 168, 110
L  -2325.8660, -2605.5760, 0.0000, -2386.8060, -2736.2460, 0.0000, 150, 168, 110
L  -2386.8060, -2736.2460, 0.0000, -2424.1160, -2875.5260, 0.0000, 150, 168, 110
L  -2424.1160, -2875.5260, 0.0000, -2436.6860, -3019.1560, 0.0000, 150, 168, 110
L  -2436.6860, -3019.1560, 0.0000, -2424.1160, -3162.7960, 0.0000, 150, 168, 110
L  -2424.1160, -3162.7960, 0.0000, -2386.8060, -3302.0660, 0.0000, 150, 168, 110
L  -2386.8060, -3302.0660, 0.0000, -2325.8660, -3432.7360, 0.0000, 150, 168, 110
L  -2325.8660, -3432.7360, 0.0000, -2243.1660, -3550.8460, 0.0000, 150, 168, 110
L  -2243.1660, -3550.8460, 0.0000, -2141.2160, -3652.7960, 0.0000, 150, 168, 110
L  -2141.2160, -3652.7960, 0.0000, -2023.1060, -3735.4960, 0.0000, 150, 168, 110
L  -2023.1060, -3735.4960, 0.0000, -1892.4360, -3796.4360, 0.0000, 150, 168, 110
L  -1892.4360, -3796.4360, 0.0000, -1753.1560, -3833.7460, 0.0000, 150, 168, 110
L  -1753.1560, -3833.7460, 0.0000, -1609.5260, -3846.3160, 0.0000, 150, 168, 110
L  -1609.5260, -3846.3160, 0.0000, -1465.8960, -3833.7460, 0.0000, 150, 168, 110
L  -1465.8960, -3833.7460, 0.0000, -1326.6160, -3796.4360, 0.0000, 150, 168, 110
L  -1326.6160, -3796.4360, 0.0000, -1195.9460, -3735.4960, 0.0000, 150, 168, 110
L  -1195.9460, -3735.4960, 0.0000, -1077.8360, -3652.7960, 0.0000, 150, 168, 110
L  -1077.8360, -3652.7960, 0.0000, -975.8860, -3550.8460, 0.0000, 150, 168, 110
L  -975.8860, -3550.8460, 0.0000, -893.1860, -3432.7360, 0.0000, 150, 168, 110
L  -893.1860, -3432.7360, 0.0000, -832.2460, -3302.0660, 0.0000, 150, 168, 110
L  -832.2460, -3302.0660, 0.0000, -794.9360, -3162.7960, 0.0000, 150, 168, 110
L  -794.9360, -3162.7960, 0.0000, -782.3660, -3019.1560, 0.0000, 150, 168, 110
L  -1609.5260, -3019.1560, 0.0000, -1609.5260, -3751.1560, 0.0000, 150, 168, 110
L  -1609.5260, -3019.1560, 0.0000, -877.5260, -3019.1560, 0.0000, 150, 168, 110
L  -1609.5260, -3019.1560, 0.0000, -1609.5260, -2287.1560, 0.0000, 150, 168, 110
L  -1609.5260, -3019.1560, 0.0000, -2341.5260, -3019.1560, 0.0000, 150, 168, 110
L 773.1340, 1010.0824, 0.0000, 776.9925, 1026.3536, 0.0000, 50, 76, 50
L 776.9925, 1026.3536, 0.0000, 761.5850, 1037.3139, 0.0000, 50, 76, 50
L 761.5850, 1037.3139, 0.0000, 750.7955, 1047.7540, 0.0000, 50, 76, 50
L 750.7955, 1047.7540, 0.0000, 743.3814, 1064.0309, 0.0000, 50, 76, 50
L 743.3814, 1064.0309, 0.0000, 725.2846, 1066.8917, 0.0000, 50, 76, 50
L 725.2846, 1066.8917, 0.0000, 707.9868, 1061.6790, 0.0000, 50, 76, 50
L 707.9868, 1061.6790, 0.0000, 690.6891, 1066.8917, 0.0000, 50, 76, 50
L 690.6891, 1066.8917, 0.0000, 672.5923, 1064.0309, 0.0000, 50, 76, 50
L 672.5923, 1064.0309, 0.0000, 665.1782, 1047.7540, 0.0000, 50, 76, 50
L 665.1782, 1047.7540, 0.0000, 654.3887, 1037.3139, 0.0000, 50, 76, 50
L 654.3887, 1037.3139, 0.0000, 638.9811, 1026.3536, 0.0000, 50, 76, 50
L 638.9811, 1026.3536, 0.0000, 642.8396, 1010.0824, 0.0000, 50, 76, 50
L 642.8396, 1010.0824, 0.0000, 651.1378, 996.6776, 0.0000, 50, 76, 50
L 651.1378, 996.6776, 0.0000, 648.7467, 979.9844, 0.0000, 50, 76, 50
L 648.7467, 979.9844, 0.0000, 658.6634, 966.6778, 0.0000, 50, 76, 50
L 658.6634, 966.6778, 0.0000, 678.2342, 964.7333, 0.0000, 50, 76, 50
L 678.2342, 964.7333, 0.0000, 691.5619, 956.1395, 0.0000, 50, 76, 50
L 691.5619, 956.1395, 0.0000, 707.9868, 947.0199, 0.0000, 50, 76, 50
L 707.9868, 947.0199, 0.0000, 724.4118, 956.1395, 0.0000, 50, 76, 50
L 724.4118, 956.1395, 0.0000, 737.7395, 964.7333, 0.0000, 50, 76, 50
L 737.7395, 964.7333, 0.0000, 757.3102, 966.6778, 0.0000, 50, 76, 50
L 757.3102, 966.6778, 0.0000, 767.2269, 979.9844, 0.0000, 50, 76, 50
L 767.2269, 979.9844, 0.0000, 764.8359, 996.6776, 0.0000, 50, 76, 50
L 764.8359, 996.6776, 0.0000, 773.1340, 1010.0824, 0.0000, 50, 76, 50
L 707.9868, 1063.5031, 0.0000, 707.9868, 1109.7193, 0.0000, 56, 48, 40
L 15585.0935, -1163.5261, 0.0000, 15578.8828, -1147.1209, 0.0000, 50, 76, 50
L 15578.8828, -1147.1209, 0.0000, 15563.7993, -1135.8414, 0.0000, 50, 76, 50
L 15563.7993, -1135.8414, 0.0000, 15559.7901, -1119.1028, 0.0000, 50, 76, 50
L 15559.7901, -1119.1028, 0.0000, 15547.3662, -1105.5193, 0.0000, 50, 76, 50
L 15547.3662, -1105.5193, 0.0000, 15526.1837, -1108.1067, 0.0000, 50, 76, 50
L 15526.1837, -1108.1067, 0.0000, 15509.3091, -1105.3357, 0.0000, 50, 76, 50
L 15509.3091, -1105.3357, 0.0000, 15489.4936, -1098.4477, 0.0000, 50, 76, 50
L 15489.4936, -1098.4477, 0.0000, 15474.1931, -1110.0021, 0.0000, 50, 76, 50
L 15474.1931, -1110.0021, 0.0000, 15464.7102, -1124.2790, 0.0000, 50, 76, 50
L 15464.7102, -1124.2790, 0.0000, 15445.9959, -1131.3586, 0.0000, 50, 76, 50
L 15445.9959, -1131.3586, 0.0000, 15436.7944, -1146.4274, 0.0000, 50, 76, 50
L 15436.7944, -1146.4274, 0.0000, 15445.2889, -1163.5261, 0.0000, 50, 76, 50
L 15445.2889, -1163.5261, 0.0000, 15443.8421, -1178.9629, 0.0000, 50, 76, 50
L 15443.8421, -1178.9629, 0.0000, 15442.7250, -1197.3553, 0.0000, 50, 76, 50
L 15442.7250, -1197.3553, 0.0000, 15460.9334, -1206.0967, 0.0000, 50, 76, 50
L 15460.9334, -1206.0967, 0.0000, 15477.4639, -1212.0647, 0.0000, 50, 76, 50
L 15477.4639, -1212.0647, 0.0000, 15489.9996, -1226.9426, 0.0000, 50, 76, 50
L 15489.9996, -1226.9426, 0.0000, 15509.3091, -1228.3637, 0.0000, 50, 76, 50
L 15509.3091, -1228.3637, 0.0000, 15525.6777, -1217.2836, 0.0000, 50, 76, 50
L 15525.6777, -1217.2836, 0.0000, 15544.0954, -1216.5474, 0.0000, 50, 76, 50
L 15544.0954, -1216.5474, 0.0000, 15563.5669, -1211.2730, 0.0000, 50, 76, 50
L 15563.5669, -1211.2730, 0.0000, 15567.0701, -1192.8726, 0.0000, 50, 76, 50
L 15567.0701, -1192.8726, 0.0000, 15571.8352, -1178.2694, 0.0000, 50, 76, 50
L 15571.8352, -1178.2694, 0.0000, 15585.0935, -1163.5261, 0.0000, 50, 76, 50
L 15509.3091, -1106.2062, 0.0000, 15509.3091, -1056.6167, 0.0000, 56, 48, 40
L 8753.0266, -965.9124, 0.0000, 8753.0266, -999.9543, 0.0000, 56, 48, 40
L 8689.1981, -993.5715, 0.0000, 8753.0266, -1044.1023, 0.0000, 46, 72, 48
L 8753.0266, -1044.1023, 0.0000, 8816.8551, -993.5715, 0.0000, 46, 72, 48
L 8689.1981, -993.5715, 0.0000, 8816.8551, -993.5715, 0.0000, 46, 72, 48
L 8699.0915, -1036.1238, 0.0000, 8753.0266, -1086.6547, 0.0000, 46, 72, 48
L 8753.0266, -1086.6547, 0.0000, 8806.9616, -1036.1238, 0.0000, 46, 72, 48
L 8699.0915, -1036.1238, 0.0000, 8806.9616, -1036.1238, 0.0000, 46, 72, 48
L 8708.9849, -1078.6761, 0.0000, 8753.0266, -1129.2070, 0.0000, 46, 72, 48
L 8753.0266, -1129.2070, 0.0000, 8797.0682, -1078.6761, 0.0000, 46, 72, 48
L 8708.9849, -1078.6761, 0.0000, 8797.0682, -1078.6761, 0.0000, 46, 72, 48
L 8718.8783, -1121.2284, 0.0000, 8753.0266, -1171.7593, 0.0000, 46, 72, 48
L 8753.0266, -1171.7593, 0.0000, 8787.1748, -1121.2284, 0.0000, 46, 72, 48
L 8718.8783, -1121.2284, 0.0000, 8787.1748, -1121.2284, 0.0000, 46, 72, 48
L 7262.1075, 360.4195, 0.0000, 7262.1075, 332.8524, 0.0000, 56, 48, 40
L 7210.4192, 338.0213, 0.0000, 7262.1075, 297.1014, 0.0000, 46, 72, 48
L 7262.1075, 297.1014, 0.0000, 7313.7957, 338.0213, 0.0000, 46, 72, 48
L 7210.4192, 338.0213, 0.0000, 7313.7957, 338.0213, 0.0000, 46, 72, 48
L 7218.4309, 303.5624, 0.0000, 7262.1075, 262.6426, 0.0000, 46, 72, 48
L 7262.1075, 262.6426, 0.0000, 7305.7841, 303.5624, 0.0000, 46, 72, 48
L 7218.4309, 303.5624, 0.0000, 7305.7841, 303.5624, 0.0000, 46, 72, 48
L 7226.4426, 269.1036, 0.0000, 7262.1075, 228.1837, 0.0000, 46, 72, 48
L 7262.1075, 228.1837, 0.0000, 7297.7724, 269.1036, 0.0000, 46, 72, 48
L 7226.4426, 269.1036, 0.0000, 7297.7724, 269.1036, 0.0000, 46, 72, 48
L 7234.4543, 234.6447, 0.0000, 7262.1075, 193.7249, 0.0000, 46, 72, 48
L 7262.1075, 193.7249, 0.0000, 7289.7607, 234.6447, 0.0000, 46, 72, 48
L 7234.4543, 234.6447, 0.0000, 7289.7607, 234.6447, 0.0000, 46, 72, 48
L 11617.8845, 294.2130, 0.0000, 11617.8845, 267.9953, 0.0000, 56, 48, 40
L 11568.7264, 272.9111, 0.0000, 11617.8845, 233.9943, 0.0000, 46, 72, 48
L 11617.8845, 233.9943, 0.0000, 11667.0426, 272.9111, 0.0000, 46, 72, 48
L 11568.7264, 272.9111, 0.0000, 11667.0426, 272.9111, 0.0000, 46, 72, 48
L 11576.3459, 240.1390, 0.0000, 11617.8845, 201.2222, 0.0000, 46, 72, 48
L 11617.8845, 201.2222, 0.0000, 11659.4231, 240.1390, 0.0000, 46, 72, 48
L 11576.3459, 240.1390, 0.0000, 11659.4231, 240.1390, 0.0000, 46, 72, 48
L 11583.9654, 207.3670, 0.0000, 11617.8845, 168.4501, 0.0000, 46, 72, 48
L 11617.8845, 168.4501, 0.0000, 11651.8036, 207.3670, 0.0000, 46, 72, 48
L 11583.9654, 207.3670, 0.0000, 11651.8036, 207.3670, 0.0000, 46, 72, 48
L 11591.5849, 174.5949, 0.0000, 11617.8845, 135.6780, 0.0000, 46, 72, 48
