P -2610.7199, -1504.3499, 0.0000, 58, 48, 36, 3, N
P -2610.7199, -1233.7499, 0.0000, 58, 48, 36, 1, S
P -2475.4199, -1369.0499, 0.0000, 58, 48, 36, 1, E
P -2746.0199, -1369.0499, 0.0000, 58, 48, 36, 1, W
L -4277.0000, 1494.0000, 0.0000, -4273.0000, 1530.0000, 0.0000, 90, 60, 34
L -4273.0000, 1530.0000, 0.0000, -4257.0000, 1542.0000, 0.0000, 90, 60, 34
L -4257.0000, 1542.0000, 0.0000, -4241.0000, 1530.0000, 0.0000, 90, 60, 34
L -4241.0000, 1530.0000, 0.0000, -4237.0000, 1494.0000, 0.0000, 90, 60, 34
L -4237.0000, 1494.0000, 0.0000, -4257.0000, 1462.0000, 0.0000, 90, 60, 34
L -4273.0000, 1486.0000, 0.0000, -4257.0000, 1496.0000, 0.0000, 90, 60, 34
L -4241.0000, 1486.0000, 0.0000, -4257.0000, 1496.0000, 0.0000, 90, 60, 34
L -4273.0000, 1502.0000, 0.0000, -4257.0000, 1512.0000, 0.0000, 90, 60, 34
L -4241.0000, 1502.0000, 0.0000, -4257.0000, 1512.0000, 0.0000, 90, 60, 34
L -4273.0000, 1518.0000, 0.0000, -4257.0000, 1528.0000, 0.0000, 90, 60, 34
L -4241.0000, 1518.0000, 0.0000, -4257.0000, 1528.0000, 0.0000, 90, 60, 34
L  -2495.7199, -1294.0499, 0.0000, -2515.7199, -1262.0499, 0.0000, 90, 60, 34
L 2522.0000, 1494.0000, 0.0000, 2526.0000, 1530.0000, 0.0000, 90, 60, 34
L 2526.0000, 1530.0000, 0.0000, 2542.0000, 1542.0000, 0.0000, 90, 60, 34
L 2542.0000, 1542.0000, 0.0000, 2558.0000, 1530.0000, 0.0000, 90, 60, 34
L 2558.0000, 1530.0000, 0.0000, 2562.0000, 1494.0000, 0.0000, 90, 60, 34
L 2562.0000, 1494.0000, 0.0000, 2542.0000, 1462.0000, 0.0000, 90, 60, 34
L  -2511.7199, -1270.0499, 0.0000, -2495.7199, -1260.0499, 0.0000, 90, 60, 34
L  -2479.7199, -1270.0499, 0.0000, -2495.7199, -1260.0499, 0.0000, 90, 60, 34
L 2526.0000, 1502.0000, 0.0000, 2542.0000, 1512.0000, 0.0000, 90, 60, 34
L 2558.0000, 1502.0000, 0.0000, 2542.0000, 1512.0000, 0.0000, 90, 60, 34
L 2526.0000, 1518.0000, 0.0000, 2542.0000, 1528.0000, 0.0000, 90, 60, 34
L 2558.0000, 1518.0000, 0.0000, 2542.0000, 1528.0000, 0.0000, 90, 60, 34
L -4117.00, 1442.00, 0.0000, 2402.00, 1442.00, 0.0000, 90, 60, 34
L -4034.46, 1440.66, 0.0000, -4024.27, 1439.52, 0.0000, 46, 84, 54
L -4024.27, 1439.52, 0.0000, -4019.71, 1448.71, 0.0000, 46, 84, 54
L -4019.71, 1448.71, 0.0000, -4029.90, 1449.84, 0.0000, 46, 84, 54
L -4029.90, 1449.84, 0.0000, -4034.46, 1440.66, 0.0000, 46, 84, 54
L -4034.46, 1440.66, 0.0000, -4034.46, 1440.66, 0.0000, 46, 84, 54
L -4034.46, 1440.66, 0.0000, -4019.71, 1448.71, 0.0000, 46, 84, 54
L -4030.77, 1442.67, 0.0000, -4027.40, 1441.17, 0.0000, 46, 84, 54
L -4030.77, 1442.67, 0.0000, -4030.22, 1446.33, 0.0000, 46, 84, 54
L -4027.09, 1444.68, 0.0000, -4024.05, 1443.79, 0.0000, 46, 84, 54
L -4027.09, 1444.68, 0.0000, -4026.19, 1447.72, 0.0000, 46, 84, 54
L -4024.14, 1446.30, 0.0000, -4021.37, 1445.90, 0.0000, 46, 84, 54
L -4024.14, 1446.30, 0.0000, -4022.98, 1448.84, 0.0000, 46, 84, 54
L -4032.00, 1442.00, 0.0000, -4032.00, 1434.00, 0.0000, 90, 60, 34
L -3864.46, 1443.34, 0.0000, -3859.90, 1434.16, 0.0000, 46, 84, 54
L -3859.90, 1434.16, 0.0000, -3849.71, 1435.29, 0.0000, 46, 84, 54
L -3849.71, 1435.29, 0.0000, -3854.27, 1444.48, 0.0000, 46, 84, 54
L -3854.27, 1444.48, 0.0000, -3864.46, 1443.34, 0.0000, 46, 84, 54
L -3864.46, 1443.34, 0.0000, -3864.46, 1443.34, 0.0000, 46, 84, 54
L -3864.46, 1443.34, 0.0000, -3849.71, 1435.29, 0.0000, 46, 84, 54
L -3860.77, 1441.33, 0.0000, -3860.22, 1437.67, 0.0000, 46, 84, 54
L -3860.77, 1441.33, 0.0000, -3857.40, 1442.83, 0.0000, 46, 84, 54
L -3857.09, 1439.32, 0.0000, -3856.19, 1436.28, 0.0000, 46, 84, 54
L -3857.09, 1439.32, 0.0000, -3854.05, 1440.21, 0.0000, 46, 84, 54
L -3854.14, 1437.70, 0.0000, -3852.98, 1435.16, 0.0000, 46, 84, 54
L -3854.14, 1437.70, 0.0000, -3851.37, 1438.10, 0.0000, 46, 84, 54
L -3862.00, 1442.00, 0.0000, -3862.00, 1450.00, 0.0000, 90, 60, 34
L -3694.46, 1440.66, 0.0000, -3684.27, 1439.52, 0.0000, 46, 84, 54
L -3684.27, 1439.52, 0.0000, -3679.71, 1448.71, 0.0000, 46, 84, 54
L -3679.71, 1448.71, 0.0000, -3689.90, 1449.84, 0.0000, 46, 84, 54
L -3689.90, 1449.84, 0.0000, -3694.46, 1440.66, 0.0000, 46, 84, 54
L -3694.46, 1440.66, 0.0000, -3694.46, 1440.66, 0.0000, 46, 84, 54
L -3694.46, 1440.66, 0.0000, -3679.71, 1448.71, 0.0000, 46, 84, 54
L -3690.77, 1442.67, 0.0000, -3687.40, 1441.17, 0.0000, 46, 84, 54
L -3690.77, 1442.67, 0.0000, -3690.22, 1446.33, 0.0000, 46, 84, 54
L -3687.09, 1444.68, 0.0000, -3684.05, 1443.79, 0.0000, 46, 84, 54
L -3687.09, 1444.68, 0.0000, -3686.19, 1447.72, 0.0000, 46, 84, 54
L -3684.14, 1446.30, 0.0000, -3681.37, 1445.90, 0.0000, 46, 84, 54
L -3684.14, 1446.30, 0.0000, -3682.98, 1448.84, 0.0000, 46, 84, 54
L -3692.00, 1442.00, 0.0000, -3692.00, 1434.00, 0.0000, 90, 60, 34
L -3524.46, 1443.34, 0.0000, -3519.90, 1434.16, 0.0000, 46, 84, 54
L -3519.90, 1434.16, 0.0000, -3509.71, 1435.29, 0.0000, 46, 84, 54
L -3509.71, 1435.29, 0.0000, -3514.27, 1444.48, 0.0000, 46, 84, 54
L -3514.27, 1444.48, 0.0000, -3524.46, 1443.34, 0.0000, 46, 84, 54
L -3524.46, 1443.34, 0.0000, -3524.46, 1443.34, 0.0000, 46, 84, 54
L -3524.46, 1443.34, 0.0000, -3509.71, 1435.29, 0.0000, 46, 84, 54
L -3520.77, 1441.33, 0.0000, -3520.22, 1437.67, 0.0000, 46, 84, 54
L -3520.77, 1441.33, 0.0000, -3517.40, 1442.83, 0.0000, 46, 84, 54
L -3517.09, 1439.32, 0.0000, -3516.19, 1436.28, 0.0000, 46, 84, 54
L -3517.09, 1439.32, 0.0000, -3514.05, 1440.21, 0.0000, 46, 84, 54
L -3514.14, 1437.70, 0.0000, -3512.98, 1435.16, 0.0000, 46, 84, 54
L -3514.14, 1437.70, 0.0000, -3511.37, 1438.10, 0.0000, 46, 84, 54
L -3522.00, 1442.00, 0.0000, -3522.00, 1450.00, 0.0000, 90, 60, 34
L -3354.46, 1440.66, 0.0000, -3344.27, 1439.52, 0.0000, 46, 84, 54
L -3344.27, 1439.52, 0.0000, -3339.71, 1448.71, 0.0000, 46, 84, 54
L -3339.71, 1448.71, 0.0000, -3349.90, 1449.84, 0.0000, 46, 84, 54
L -3349.90, 1449.84, 0.0000, -3354.46, 1440.66, 0.0000, 46, 84, 54
L -3354.46, 1440.66, 0.0000, -3354.46, 1440.66, 0.0000, 46, 84, 54
L -3354.46, 1440.66, 0.0000, -3339.71, 1448.71, 0.0000, 46, 84, 54
L -3350.77, 1442.67, 0.0000, -3347.40, 1441.17, 0.0000, 46, 84, 54
L -3350.77, 1442.67, 0.0000, -3350.22, 1446.33, 0.0000, 46, 84, 54
L -3347.09, 1444.68, 0.0000, -3344.05, 1443.79, 0.0000, 46, 84, 54
L -3347.09, 1444.68, 0.0000, -3346.19, 1447.72, 0.0000, 46, 84, 54
L -3344.14, 1446.30, 0.0000, -3341.37, 1445.90, 0.0000, 46, 84, 54
L -3344.14, 1446.30, 0.0000, -3342.98, 1448.84, 0.0000, 46, 84, 54
L -3352.00, 1442.00, 0.0000, -3352.00, 1434.00, 0.0000, 90, 60, 34
L -3184.46, 1443.34, 0.0000, -3179.90, 1434.16, 0.0000, 46, 84, 54
L -3179.90, 1434.16, 0.0000, -3169.71, 1435.29, 0.0000, 46, 84, 54
L -3169.71, 1435.29, 0.0000, -3174.27, 1444.48, 0.0000, 46, 84, 54
L -3174.27, 1444.48, 0.0000, -3184.46, 1443.34, 0.0000, 46, 84, 54
L -3184.46, 1443.34, 0.0000, -3184.46, 1443.34, 0.0000, 46, 84, 54
L -3184.46, 1443.34, 0.0000, -3169.71, 1435.29, 0.0000, 46, 84, 54
L -3180.77, 1441.33, 0.0000, -3180.22, 1437.67, 0.0000, 46, 84, 54
L -3180.77, 1441.33, 0.0000, -3177.40, 1442.83, 0.0000, 46, 84, 54
L -3177.09, 1439.32, 0.0000, -3176.19, 1436.28, 0.0000, 46, 84, 54
L -3177.09, 1439.32, 0.0000, -3174.05, 1440.21, 0.0000, 46, 84, 54
L -3174.14, 1437.70, 0.0000, -3172.98, 1435.16, 0.0000, 46, 84, 54
L -3174.14, 1437.70, 0.0000, -3171.37, 1438.10, 0.0000, 46, 84, 54
L -3182.00, 1442.00, 0.0000, -3182.00, 1450.00, 0.0000, 90, 60, 34
L -3014.46, 1440.66, 0.0000, -3004.27, 1439.52, 0.0000, 46, 84, 54
L -3004.27, 1439.52, 0.0000, -2999.71, 1448.71, 0.0000, 46, 84, 54
L -2999.71, 1448.71, 0.0000, -3009.90, 1449.84, 0.0000, 46, 84, 54
L -3009.90, 1449.84, 0.0000, -3014.46, 1440.66, 0.0000, 46, 84, 54
L -3014.46, 1440.66, 0.0000, -3014.46, 1440.66, 0.0000, 46, 84, 54
L -3014.46, 1440.66, 0.0000, -2999.71, 1448.71, 0.0000, 46, 84, 54
L -3010.77, 1442.67, 0.0000, -3007.40, 1441.17, 0.0000, 46, 84, 54
L -3010.77, 1442.67, 0.0000, -3010.22, 1446.33, 0.0000, 46, 84, 54
L -3007.09, 1444.68, 0.0000, -3004.05, 1443.79, 0.0000, 46, 84, 54
L -3007.09, 1444.68, 0.0000, -3006.19, 1447.72, 0.0000, 46, 84, 54
L -3004.14, 1446.30, 0.0000, -3001.37, 1445.90, 0.0000, 46, 84, 54
L -3004.14, 1446.30, 0.0000, -3002.98, 1448.84, 0.0000, 46, 84, 54
L -3012.00, 1442.00, 0.0000, -3012.00, 1434.00, 0.0000, 90, 60, 34
L -2844.46, 1443.34, 0.0000, -2839.90, 1434.16, 0.0000, 46, 84, 54
L -2839.90, 1434.16, 0.0000, -2829.71, 1435.29, 0.0000, 46, 84, 54
L -2829.71, 1435.29, 0.0000, -2834.27, 1444.48, 0.0000, 46, 84, 54
L -2834.27, 1444.48, 0.0000, -2844.46, 1443.34, 0.0000, 46, 84, 54
L -2844.46, 1443.34, 0.0000, -2844.46, 1443.34, 0.0000, 46, 84, 54
L -2844.46, 1443.34, 0.0000, -2829.71, 1435.29, 0.0000, 46, 84, 54
L -2840.77, 1441.33, 0.0000, -2840.22, 1437.67, 0.0000, 46, 84, 54
L -2840.77, 1441.33, 0.0000, -2837.40, 1442.83, 0.0000, 46, 84, 54
L -2837.09, 1439.32, 0.0000, -2836.19, 1436.28, 0.0000, 46, 84, 54
L -2837.09, 1439.32, 0.0000, -2834.05, 1440.21, 0.0000, 46, 84, 54
L -2834.14, 1437.70, 0.0000, -2832.98, 1435.16, 0.0000, 46, 84, 54
L -2834.14, 1437.70, 0.0000, -2831.37, 1438.10, 0.0000, 46, 84, 54
L -2842.00, 1442.00, 0.0000, -2842.00, 1450.00, 0.0000, 90, 60, 34
L -2674.46, 1440.66, 0.0000, -2664.27, 1439.52, 0.0000, 46, 84, 54
L -2664.27, 1439.52, 0.0000, -2659.71, 1448.71, 0.0000, 46, 84, 54
L -2659.71, 1448.71, 0.0000, -2669.90, 1449.84, 0.0000, 46, 84, 54
L -2669.90, 1449.84, 0.0000, -2674.46, 1440.66, 0.0000, 46, 84, 54
L -2674.46, 1440.66, 0.0000, -2674.46, 1440.66, 0.0000, 46, 84, 54
L -2674.46, 1440.66, 0.0000, -2659.71, 1448.71, 0.0000, 46, 84, 54
L -2670.77, 1442.67, 0.0000, -2667.40, 1441.17, 0.0000, 46, 84, 54
L -2670.77, 1442.67, 0.0000, -2670.22, 1446.33, 0.0000, 46, 84, 54
L -2667.09, 1444.68, 0.0000, -2664.05, 1443.79, 0.0000, 46, 84, 54
L -2667.09, 1444.68, 0.0000, -2666.19, 1447.72, 0.0000, 46, 84, 54
L -2664.14, 1446.30, 0.0000, -2661.37, 1445.90, 0.0000, 46, 84, 54
L -2664.14, 1446.30, 0.0000, -2662.98, 1448.84, 0.0000, 46, 84, 54
L -2672.00, 1442.00, 0.0000, -2672.00, 1434.00, 0.0000, 90, 60, 34
L -2504.46, 1443.34, 0.0000, -2499.90, 1434.16, 0.0000, 46, 84, 54
L -2499.90, 1434.16, 0.0000, -2489.71, 1435.29, 0.0000, 46, 84, 54
L -2489.71, 1435.29, 0.0000, -2494.27, 1444.48, 0.0000, 46, 84, 54
L -2494.27, 1444.48, 0.0000, -2504.46, 1443.34, 0.0000, 46, 84, 54
L -2504.46, 1443.34, 0.0000, -2504.46, 1443.34, 0.0000, 46, 84, 54
L -2504.46, 1443.34, 0.0000, -2489.71, 1435.29, 0.0000, 46, 84, 54
L -2500.77, 1441.33, 0.0000, -2500.22, 1437.67, 0.0000, 46, 84, 54
L -2500.77, 1441.33, 0.0000, -2497.40, 1442.83, 0.0000, 46, 84, 54
L -2497.09, 1439.32, 0.0000, -2496.19, 1436.28, 0.0000, 46, 84, 54
L -2497.09, 1439.32, 0.0000, -2494.05, 1440.21, 0.0000, 46, 84, 54
L -2494.14, 1437.70, 0.0000, -2492.98, 1435.16, 0.0000, 46, 84, 54
L -2494.14, 1437.70, 0.0000, -2491.37, 1438.10, 0.0000, 46, 84, 54
L -2502.00, 1442.00, 0.0000, -2502.00, 1450.00, 0.0000, 90, 60, 34
L -2334.46, 1440.66, 0.0000, -2324.27, 1439.52, 0.0000, 46, 84, 54
L -2324.27, 1439.52, 0.0000, -2319.71, 1448.71, 0.0000, 46, 84, 54
L -2319.71, 1448.71, 0.0000, -2329.90, 1449.84, 0.0000, 46, 84, 54
L -2329.90, 1449.84, 0.0000, -2334.46, 1440.66, 0.0000, 46, 84, 54
L -2334.46, 1440.66, 0.0000, -2334.46, 1440.66, 0.0000, 46, 84, 54
L -2334.46, 1440.66, 0.0000, -2319.71, 1448.71, 0.0000, 46, 84, 54
L -2330.77, 1442.67, 0.0000, -2327.40, 1441.17, 0.0000, 46, 84, 54
L -2330.77, 1442.67, 0.0000, -2330.22, 1446.33, 0.0000, 46, 84, 54
L -2327.09, 1444.68, 0.0000, -2324.05, 1443.79, 0.0000, 46, 84, 54
L -2327.09, 1444.68, 0.0000, -2326.19, 1447.72, 0.0000, 46, 84, 54
L -2324.14, 1446.30, 0.0000, -2321.37, 1445.90, 0.0000, 46, 84, 54
L -2324.14, 1446.30, 0.0000, -2322.98, 1448.84, 0.0000, 46, 84, 54
L -2332.00, 1442.00, 0.0000, -2332.00, 1434.00, 0.0000, 90, 60, 34
L -2164.46, 1443.34, 0.0000, -2159.90, 1434.16, 0.0000, 46, 84, 54
L -2159.90, 1434.16, 0.0000, -2149.71, 1435.29, 0.0000, 46, 84, 54
L -2149.71, 1435.29, 0.0000, -2154.27, 1444.48, 0.0000, 46, 84, 54
L -2154.27, 1444.48, 0.0000, -2164.46, 1443.34, 0.0000, 46, 84, 54
L -2164.46, 1443.34, 0.0000, -2164.46, 1443.34, 0.0000, 46, 84, 54
L -2164.46, 1443.34, 0.0000, -2149.71, 1435.29, 0.0000, 46, 84, 54
L -2160.77, 1441.33, 0.0000, -2160.22, 1437.67, 0.0000, 46, 84, 54
L -2160.77, 1441.33, 0.0000, -2157.40, 1442.83, 0.0000, 46, 84, 54
L -2157.09, 1439.32, 0.0000, -2156.19, 1436.28, 0.0000, 46, 84, 54
