P 1190.00, 131.60, 0.0000, 46, 58, 52, 3, N
P 1190.00, 316.40, 0.0000, 46, 58, 52, 1, S
P 1282.40, 224.00, 0.0000, 46, 58, 52, 1, E
P 1097.60, 224.00, 0.0000, 46, 58, 52, 1, W
L 1315.15, -1744.36, 0.0000, 1330.00, -1480.82, 0.0000, 74, 88, 80
L 1330.00, -1480.82, 0.0000, 1303.48, -1217.27, 0.0000, 74, 88, 80
L 1303.48, -1217.27, 0.0000, 1330.00, -953.73, 0.0000, 74, 88, 80
L 1330.00, -953.73, 0.0000, 1317.01, -690.18, 0.0000, 74, 88, 80
L 1317.01, -690.18, 0.0000, 1330.00, -426.64, 0.0000, 74, 88, 80
L 1330.00, -426.64, 0.0000, 1301.55, -163.09, 0.0000, 74, 88, 80
L 1301.55, -163.09, 0.0000, 1330.00, 100.45, 0.0000, 74, 88, 80
L 1330.00, 100.45, 0.0000, 1302.96, 364.00, 0.0000, 74, 88, 80
L 1330.00, 364.00, 0.0000, 1070.00, 345.31, 0.0000, 74, 88, 80
L 1070.00, 345.31, 0.0000, 810.00, 364.00, 0.0000, 74, 88, 80
L 810.00, 364.00, 0.0000, 550.00, 346.03, 0.0000, 74, 88, 80
L 550.00, 346.03, 0.0000, 290.00, 364.00, 0.0000, 74, 88, 80
L 290.00, 364.00, 0.0000, 30.00, 338.77, 0.0000, 74, 88, 80
L 30.00, 338.77, 0.0000, -230.00, 364.00, 0.0000, 74, 88, 80
L -230.00, 364.00, 0.0000, -490.00, 340.15, 0.0000, 74, 88, 80
L -490.00, 364.00, 0.0000, -462.12, 100.45, 0.0000, 74, 88, 80
L -462.12, 100.45, 0.0000, -490.00, -163.09, 0.0000, 74, 88, 80
L -490.00, -163.09, 0.0000, -463.14, -426.64, 0.0000, 74, 88, 80
L -463.14, -426.64, 0.0000, -490.00, -690.18, 0.0000, 74, 88, 80
L -490.00, -690.18, 0.0000, -473.60, -953.73, 0.0000, 74, 88, 80
L -473.60, -953.73, 0.0000, -490.00, -1217.27, 0.0000, 74, 88, 80
L -490.00, -1217.27, 0.0000, -479.47, -1480.82, 0.0000, 74, 88, 80
L -479.47, -1480.82, 0.0000, -490.00, -1744.36, 0.0000, 74, 88, 80
L -490.00, -1744.36, 0.0000, -465.35, -2007.91, 0.0000, 74, 88, 80
L -386.80, 308.00, 0.0000, -397.16, 321.41, 0.0000, 72, 86, 78
L -397.16, 321.41, 0.0000, -397.84, 338.34, 0.0000, 72, 86, 78
L -397.84, 338.34, 0.0000, -414.40, 341.95, 0.0000, 72, 86, 78
L -414.40, 341.95, 0.0000, -425.80, 354.48, 0.0000, 72, 86, 78
L -425.80, 354.48, 0.0000, -440.81, 346.60, 0.0000, 72, 86, 78
L -440.81, 346.60, 0.0000, -457.60, 348.88, 0.0000, 72, 86, 78
L -457.60, 348.88, 0.0000, -464.03, 333.20, 0.0000, 72, 86, 78
L -464.03, 333.20, 0.0000, -478.35, 324.14, 0.0000, 72, 86, 78
L -478.35, 324.14, 0.0000, -473.20, 308.00, 0.0000, 72, 86, 78
L -473.20, 308.00, 0.0000, -478.35, 291.86, 0.0000, 72, 86, 78
L -478.35, 291.86, 0.0000, -464.03, 282.80, 0.0000, 72, 86, 78
L -464.03, 282.80, 0.0000, -457.60, 267.12, 0.0000, 72, 86, 78
L -457.60, 267.12, 0.0000, -440.81, 269.40, 0.0000, 72, 86, 78
L -440.81, 269.40, 0.0000, -425.80, 261.52, 0.0000, 72, 86, 78
L -425.80, 261.52, 0.0000, -414.40, 274.05, 0.0000, 72, 86, 78
L -414.40, 274.05, 0.0000, -397.84, 277.66, 0.0000, 72, 86, 78
L -397.84, 277.66, 0.0000, -397.16, 294.59, 0.0000, 72, 86, 78
L -397.16, 294.59, 0.0000, -386.80, 308.00, 0.0000, 72, 86, 78
L -419.60, 308.00, 0.0000, -423.82, 318.18, 0.0000, 72, 86, 78
L -423.82, 318.18, 0.0000, -434.00, 322.40, 0.0000, 72, 86, 78
L -434.00, 322.40, 0.0000, -444.18, 318.18, 0.0000, 72, 86, 78
L -444.18, 318.18, 0.0000, -448.40, 308.00, 0.0000, 72, 86, 78
L -448.40, 308.00, 0.0000, -444.18, 297.82, 0.0000, 72, 86, 78
L -444.18, 297.82, 0.0000, -434.00, 293.60, 0.0000, 72, 86, 78
L -434.00, 293.60, 0.0000, -423.82, 297.82, 0.0000, 72, 86, 78
L -423.82, 297.82, 0.0000, -419.60, 308.00, 0.0000, 72, 86, 78
L -416.30, 308.00, 0.0000, -421.27, 315.35, 0.0000, 46, 180, 96
L -421.27, 315.35, 0.0000, -425.15, 323.33, 0.0000, 46, 180, 96
L -425.15, 323.33, 0.0000, -434.00, 322.70, 0.0000, 46, 180, 96
L -434.00, 322.70, 0.0000, -442.85, 323.33, 0.0000, 46, 180, 96
L -442.85, 323.33, 0.0000, -446.73, 315.35, 0.0000, 46, 180, 96
L -446.73, 315.35, 0.0000, -451.70, 308.00, 0.0000, 46, 180, 96
L -451.70, 308.00, 0.0000, -446.73, 300.65, 0.0000, 46, 180, 96
L -446.73, 300.65, 0.0000, -442.85, 292.67, 0.0000, 46, 180, 96
L -442.85, 292.67, 0.0000, -434.00, 293.30, 0.0000, 46, 180, 96
L -434.00, 293.30, 0.0000, -425.15, 292.67, 0.0000, 46, 180, 96
L -425.15, 292.67, 0.0000, -421.27, 300.65, 0.0000, 46, 180, 96
L -421.27, 300.65, 0.0000, -416.30, 308.00, 0.0000, 46, 180, 96
L -428.60, 308.00, 0.0000, -430.18, 311.82, 0.0000, 46, 180, 96
L -430.18, 311.82, 0.0000, -434.00, 313.40, 0.0000, 46, 180, 96
L -434.00, 313.40, 0.0000, -437.82, 311.82, 0.0000, 46, 180, 96
L -437.82, 311.82, 0.0000, -439.40, 308.00, 0.0000, 46, 180, 96
L -439.40, 308.00, 0.0000, -437.82, 304.18, 0.0000, 46, 180, 96
L -437.82, 304.18, 0.0000, -434.00, 302.60, 0.0000, 46, 180, 96
L -434.00, 302.60, 0.0000, -430.18, 304.18, 0.0000, 46, 180, 96
L -430.18, 304.18, 0.0000, -428.60, 308.00, 0.0000, 46, 180, 96
L 1321.20, 308.00, 0.0000, 1310.84, 321.41, 0.0000, 72, 86, 78
L 1310.84, 321.41, 0.0000, 1310.16, 338.34, 0.0000, 72, 86, 78
L 1310.16, 338.34, 0.0000, 1293.60, 341.95, 0.0000, 72, 86, 78
L 1293.60, 341.95, 0.0000, 1282.20, 354.48, 0.0000, 72, 86, 78
L 1282.20, 354.48, 0.0000, 1267.19, 346.60, 0.0000, 72, 86, 78
L 1267.19, 346.60, 0.0000, 1250.40, 348.88, 0.0000, 72, 86, 78
L 1250.40, 348.88, 0.0000, 1243.97, 333.20, 0.0000, 72, 86, 78
L 1243.97, 333.20, 0.0000, 1229.65, 324.14, 0.0000, 72, 86, 78
L 1229.65, 324.14, 0.0000, 1234.80, 308.00, 0.0000, 72, 86, 78
L 1234.80, 308.00, 0.0000, 1229.65, 291.86, 0.0000, 72, 86, 78
L 1229.65, 291.86, 0.0000, 1243.97, 282.80, 0.0000, 72, 86, 78
L 1243.97, 282.80, 0.0000, 1250.40, 267.12, 0.0000, 72, 86, 78
L 1250.40, 267.12, 0.0000, 1267.19, 269.40, 0.0000, 72, 86, 78
L 1267.19, 269.40, 0.0000, 1282.20, 261.52, 0.0000, 72, 86, 78
L 1282.20, 261.52, 0.0000, 1293.60, 274.05, 0.0000, 72, 86, 78
L 1293.60, 274.05, 0.0000, 1310.16, 277.66, 0.0000, 72, 86, 78
L 1310.16, 277.66, 0.0000, 1310.84, 294.59, 0.0000, 72, 86, 78
L 1310.84, 294.59, 0.0000, 1321.20, 308.00, 0.0000, 72, 86, 78
L 1288.40, 308.00, 0.0000, 1284.18, 318.18, 0.0000, 72, 86, 78
L 1284.18, 318.18, 0.0000, 1274.00, 322.40, 0.0000, 72, 86, 78
L 1274.00, 322.40, 0.0000, 1263.82, 318.18, 0.0000, 72, 86, 78
L 1263.82, 318.18, 0.0000, 1259.60, 308.00, 0.0000, 72, 86, 78
L 1259.60, 308.00, 0.0000, 1263.82, 297.82, 0.0000, 72, 86, 78
L 1263.82, 297.82, 0.0000, 1274.00, 293.60, 0.0000, 72, 86, 78
L 1274.00, 293.60, 0.0000, 1284.18, 297.82, 0.0000, 72, 86, 78
L 1284.18, 297.82, 0.0000, 1288.40, 308.00, 0.0000, 72, 86, 78
L 1291.70, 308.00, 0.0000, 1286.73, 315.35, 0.0000, 46, 180, 96
L 1286.73, 315.35, 0.0000, 1282.85, 323.33, 0.0000, 46, 180, 96
L 1282.85, 323.33, 0.0000, 1274.00, 322.70, 0.0000, 46, 180, 96
L 1274.00, 322.70, 0.0000, 1265.15, 323.33, 0.0000, 46, 180, 96
L 1265.15, 323.33, 0.0000, 1261.27, 315.35, 0.0000, 46, 180, 96
L 1261.27, 315.35, 0.0000, 1256.30, 308.00, 0.0000, 46, 180, 96
L 1256.30, 308.00, 0.0000, 1261.27, 300.65, 0.0000, 46, 180, 96
L 1261.27, 300.65, 0.0000, 1265.15, 292.67, 0.0000, 46, 180, 96
L 1265.15, 292.67, 0.0000, 1274.00, 293.30, 0.0000, 46, 180, 96
L 1274.00, 293.30, 0.0000, 1282.85, 292.67, 0.0000, 46, 180, 96
L 1282.85, 292.67, 0.0000, 1286.73, 300.65, 0.0000, 46, 180, 96
L 1286.73, 300.65, 0.0000, 1291.70, 308.00, 0.0000, 46, 180, 96
L 1279.40, 308.00, 0.0000, 1277.82, 311.82, 0.0000, 46, 180, 96
L 1277.82, 311.82, 0.0000, 1274.00, 313.40, 0.0000, 46, 180, 96
L 1274.00, 313.40, 0.0000, 1270.18, 311.82, 0.0000, 46, 180, 96
L 1270.18, 311.82, 0.0000, 1268.60, 308.00, 0.0000, 46, 180, 96
L 1268.60, 308.00, 0.0000, 1270.18, 304.18, 0.0000, 46, 180, 96
L 1270.18, 304.18, 0.0000, 1274.00, 302.60, 0.0000, 46, 180, 96
L 1274.00, 302.60, 0.0000, 1277.82, 304.18, 0.0000, 46, 180, 96
L 1277.82, 304.18, 0.0000, 1279.40, 308.00, 0.0000, 46, 180, 96
L -299.3421, -1941.0290, 0.0000, -302.7775, -1928.2000, 0.0000, 72, 86, 78
L -302.7775, -1928.2000, 0.0000, -312.1711, -1918.8065, 0.0000, 72, 86, 78
L -312.1711, -1918.8065, 0.0000, -325.0000, -1915.3711, 0.0000, 72, 86, 78
L -325.0000, -1915.3711, 0.0000, -337.8289, -1918.8065, 0.0000, 72, 86, 78
L -337.8289, -1918.8065, 0.0000, -347.2225, -1928.2000, 0.0000, 72, 86, 78
L -347.2225, -1928.2000, 0.0000, -350.6579, -1941.0290, 0.0000, 72, 86, 78
L -350.6579, -1941.0290, 0.0000, -347.2225, -1953.8579, 0.0000, 72, 86, 78
L -347.2225, -1953.8579, 0.0000, -337.8289, -1963.2514, 0.0000, 72, 86, 78
L -337.8289, -1963.2514, 0.0000, -325.0000, -1966.6869, 0.0000, 72, 86, 78
L -325.0000, -1966.6869, 0.0000, -312.1711, -1963.2514, 0.0000, 72, 86, 78
L -312.1711, -1963.2514, 0.0000, -302.7775, -1953.8579, 0.0000, 72, 86, 78
L -302.7775, -1953.8579, 0.0000, -299.3421, -1941.0290, 0.0000, 72, 86, 78
L -326.8503, -1941.0290, 0.0000, -323.1497, -1941.0290, 0.0000, 46, 180, 96
L -325.0000, -1942.8793, 0.0000, -325.0000, -1939.1787, 0.0000, 46, 180, 96
L -350.6579, -1956.4237, 0.0000, -378.2895, -1970.2395, 0.0000, 36, 46, 42
L -378.2895, -1970.2395, 0.0000, -400.0000, -1950.5027, 0.0000, 36, 46, 42
L -299.3421, -1956.4237, 0.0000, -271.7105, -1970.2395, 0.0000, 36, 46, 42
L -271.7105, -1970.2395, 0.0000, -250.0000, -1950.5027, 0.0000, 36, 46, 42
L -350.6579, -1945.6486, 0.0000, -378.2895, -1959.4644, 0.0000, 36, 46, 42
L -378.2895, -1959.4644, 0.0000, -400.0000, -1939.7276, 0.0000, 36, 46, 42
L -299.3421, -1945.6486, 0.0000, -271.7105, -1959.4644, 0.0000, 36, 46, 42
L -271.7105, -1959.4644, 0.0000, -250.0000, -1939.7276, 0.0000, 36, 46, 42
L -350.6579, -1934.8736, 0.0000, -378.2895, -1948.6894, 0.0000, 36, 46, 42
L -378.2895, -1948.6894, 0.0000, -400.0000, -1928.9525, 0.0000, 36, 46, 42
L -299.3421, -1934.8736, 0.0000, -271.7105, -1948.6894, 0.0000, 36, 46, 42
L -271.7105, -1948.6894, 0.0000, -250.0000, -1928.9525, 0.0000, 36, 46, 42
L -350.6579, -1924.0923, 0.0000, -378.2895, -1937.9081, 0.0000, 36, 46, 42
L -378.2895, -1937.9081, 0.0000, -400.0000, -1918.1713, 0.0000, 36, 46, 42
L -299.3421, -1924.0923, 0.0000, -271.7105, -1937.9081, 0.0000, 36, 46, 42
L -271.7105, -1937.9081, 0.0000, -250.0000, -1918.1713, 0.0000, 36, 46, 42
L -312.1896, -1971.8185, 0.0000, -315.1686, -1967.7477, 0.0000, 46, 180, 96
L -315.1686, -1967.7477, 0.0000, -315.9396, -1962.7580, 0.0000, 46, 180, 96
L -315.9396, -1962.7580, 0.0000, -320.9293, -1961.9870, 0.0000, 46, 180, 96
L -320.9293, -1961.9870, 0.0000, -325.0000, -1959.0080, 0.0000, 46, 180, 96
L -325.0000, -1959.0080, 0.0000, -329.0707, -1961.9870, 0.0000, 46, 180, 96
L -329.0707, -1961.9870, 0.0000, -334.0604, -1962.7580, 0.0000, 46, 180, 96
L -334.0604, -1962.7580, 0.0000, -334.8314, -1967.7477, 0.0000, 46, 180, 96
L -334.8314, -1967.7477, 0.0000, -337.8104, -1971.8185, 0.0000, 46, 180, 96
L -321.0896, -1971.8185, 0.0000, -322.2368, -1969.0553, 0.0000, 46, 180, 96
L -322.2368, -1969.0553, 0.0000, -325.0000, -1967.9081, 0.0000, 46, 180, 96
L -325.0000, -1967.9081, 0.0000, -327.7632, -1969.0553, 0.0000, 46, 180, 96
L -327.7632, -1969.0553, 0.0000, -328.9104, -1971.8185, 0.0000, 46, 180, 96
L 1201.7601, -1931.1464, 0.0000, 1190.7084, -1919.1358, 0.0000, 72, 86, 78
L 1190.7084, -1919.1358, 0.0000, 1194.2719, -1903.2064, 0.0000, 72, 86, 78
L 1194.2719, -1903.2064, 0.0000, 1178.6977, -1898.3287, 0.0000, 72, 86, 78
L 1178.6977, -1898.3287, 0.0000, 1173.8200, -1882.7545, 0.0000, 72, 86, 78
L 1173.8200, -1882.7545, 0.0000, 1157.8907, -1886.3181, 0.0000, 72, 86, 78
L 1157.8907, -1886.3181, 0.0000, 1145.8800, -1875.2664, 0.0000, 72, 86, 78
L 1145.8800, -1875.2664, 0.0000, 1133.8694, -1886.3181, 0.0000, 72, 86, 78
L 1133.8694, -1886.3181, 0.0000, 1117.9400, -1882.7545, 0.0000, 72, 86, 78
L 1117.9400, -1882.7545, 0.0000, 1113.0624, -1898.3287, 0.0000, 72, 86, 78
L 1113.0624, -1898.3287, 0.0000, 1097.4882, -1903.2064, 0.0000, 72, 86, 78
L 1097.4882, -1903.2064, 0.0000, 1101.0517, -1919.1358, 0.0000, 72, 86, 78
L 1101.0517, -1919.1358, 0.0000, 1090.0000, -1931.1464, 0.0000, 72, 86, 78
L 1090.0000, -1931.1464, 0.0000, 1101.0517, -1943.1571, 0.0000, 72, 86, 78
L 1101.0517, -1943.1571, 0.0000, 1097.4882, -1959.0864, 0.0000, 72, 86, 78
L 1097.4882, -1959.0864, 0.0000, 1113.0624, -1963.9641, 0.0000, 72, 86, 78
L 1113.0624, -1963.9641, 0.0000, 1117.9400, -1979.5383, 0.0000, 72, 86, 78
L 1173.8200, -1979.5383, 0.0000, 1178.6977, -1963.9641, 0.0000, 72, 86, 78
L 1178.6977, -1963.9641, 0.0000, 1194.2719, -1959.0864, 0.0000, 72, 86, 78
L 1194.2719, -1959.0864, 0.0000, 1190.7084, -1943.1571, 0.0000, 72, 86, 78
L 1190.7084, -1943.1571, 0.0000, 1201.7601, -1931.1464, 0.0000, 72, 86, 78
L 1162.9282, -1931.1464, 0.0000, 1157.9321, -1919.0943, 0.0000, 72, 86, 78
L 1157.9321, -1919.0943, 0.0000, 1145.8800, -1914.0983, 0.0000, 72, 86, 78
L 1145.8800, -1914.0983, 0.0000, 1133.8279, -1919.0943, 0.0000, 72, 86, 78
L 1133.8279, -1919.0943, 0.0000, 1128.8319, -1931.1464, 0.0000, 72, 86, 78
L 1128.8319, -1931.1464, 0.0000, 1133.8279, -1943.1985, 0.0000, 72, 86, 78
L 1133.8279, -1943.1985, 0.0000, 1145.8800, -1948.1946, 0.0000, 72, 86, 78
L 1145.8800, -1948.1946, 0.0000, 1157.9321, -1943.1985, 0.0000, 72, 86, 78
L 1157.9321, -1943.1985, 0.0000, 1162.9282, -1931.1464, 0.0000, 72, 86, 78
L 1231.8311, -1967.8946, 0.0000, 1219.5777, -1965.2190, 0.0000, 46, 128, 120
L 1219.5777, -1965.2190, 0.0000, 1211.1425, -1955.9491, 0.0000, 46, 128, 120
L 1211.1425, -1955.9491, 0.0000, 1200.0375, -1961.7739, 0.0000, 46, 128, 120
L 1200.0375, -1961.7739, 0.0000, 1187.6125, -1960.0927, 0.0000, 46, 128, 120
L 1187.6125, -1960.0927, 0.0000, 1182.8532, -1971.6949, 0.0000, 46, 128, 120
L 1159.8500, -1931.1464, 0.0000, 1155.9254, -1925.3453, 0.0000, 46, 180, 96
L 1155.9254, -1925.3453, 0.0000, 1152.8650, -1919.0470, 0.0000, 46, 180, 96
L 1152.8650, -1919.0470, 0.0000, 1145.8800, -1919.5442, 0.0000, 46, 180, 96
L 1145.8800, -1919.5442, 0.0000, 1138.8950, -1919.0470, 0.0000, 46, 180, 96
L 1138.8950, -1919.0470, 0.0000, 1135.8346, -1925.3453, 0.0000, 46, 180, 96
L 1135.8346, -1925.3453, 0.0000, 1131.9100, -1931.1464, 0.0000, 46, 180, 96
L 1131.9100, -1931.1464, 0.0000, 1135.8346, -1936.9475, 0.0000, 46, 180, 96
L 1135.8346, -1936.9475, 0.0000, 1138.8950, -1943.2459, 0.0000, 46, 180, 96
L 1138.8950, -1943.2459, 0.0000, 1145.8800, -1942.7486, 0.0000, 46, 180, 96
L 1145.8800, -1942.7486, 0.0000, 1152.8650, -1943.2459, 0.0000, 46, 180, 96
L 1152.8650, -1943.2459, 0.0000, 1155.9254, -1936.9475, 0.0000, 46, 180, 96
L 1155.9254, -1936.9475, 0.0000, 1159.8500, -1931.1464, 0.0000, 46, 180, 96
L 1150.1421, -1931.1464, 0.0000, 1148.8931, -1928.1334, 0.0000, 46, 180, 96
L 1148.8931, -1928.1334, 0.0000, 1145.8800, -1926.8844, 0.0000, 46, 180, 96
L 1145.8800, -1926.8844, 0.0000, 1142.8670, -1928.1334, 0.0000, 46, 180, 96
L 1142.8670, -1928.1334, 0.0000, 1141.6180, -1931.1464, 0.0000, 46, 180, 96
L 1141.6180, -1931.1464, 0.0000, 1142.8670, -1934.1594, 0.0000, 46, 180, 96
L 1142.8670, -1934.1594, 0.0000, 1145.8800, -1935.4084, 0.0000, 46, 180, 96
L 1145.8800, -1935.4084, 0.0000, 1148.8931, -1934.1594, 0.0000, 46, 180, 96
L 1148.8931, -1934.1594, 0.0000, 1150.1421, -1931.1464, 0.0000, 46, 180, 96
L -288.2399, -1381.1464, 0.0000, -299.2916, -1369.1358, 0.0000, 72, 86, 78
L -299.2916, -1369.1358, 0.0000, -295.7281, -1353.2064, 0.0000, 72, 86, 78
L -295.7281, -1353.2064, 0.0000, -311.3023, -1348.3287, 0.0000, 72, 86, 78
L -311.3023, -1348.3287, 0.0000, -316.1800, -1332.7545, 0.0000, 72, 86, 78
L -316.1800, -1332.7545, 0.0000, -332.1093, -1336.3181, 0.0000, 72, 86, 78
L -332.1093, -1336.3181, 0.0000, -344.1200, -1325.2664, 0.0000, 72, 86, 78
L -344.1200, -1325.2664, 0.0000, -356.1306, -1336.3181, 0.0000, 72, 86, 78
L -356.1306, -1336.3181, 0.0000, -372.0600, -1332.7545, 0.0000, 72, 86, 78
L -372.0600, -1332.7545, 0.0000, -376.9376, -1348.3287, 0.0000, 72, 86, 78
L -376.9376, -1348.3287, 0.0000, -392.5118, -1353.2064, 0.0000, 72, 86, 78
L -392.5118, -1353.2064, 0.0000, -388.9483, -1369.1358, 0.0000, 72, 86, 78
L -388.9483, -1369.1358, 0.0000, -400.0000, -1381.1464, 0.0000, 72, 86, 78
L -400.0000, -1381.1464, 0.0000, -388.9483, -1393.1571, 0.0000, 72, 86, 78
L -388.9483, -1393.1571, 0.0000, -392.5118, -1409.0864, 0.0000, 72, 86, 78
L -392.5118, -1409.0864, 0.0000, -376.9376, -1413.9641, 0.0000, 72, 86, 78
L -376.9376, -1413.9641, 0.0000, -372.0600, -1429.5383, 0.0000, 72, 86, 78
L -372.0600, -1429.5383, 0.0000, -356.1306, -1425.9747, 0.0000, 72, 86, 78
L -356.1306, -1425.9747, 0.0000, -344.1200, -1437.0264, 0.0000, 72, 86, 78
L -344.1200, -1437.0264, 0.0000, -332.1093, -1425.9747, 0.0000, 72, 86, 78
L -332.1093, -1425.9747, 0.0000, -316.1800, -1429.5383, 0.0000, 72, 86, 78
L -316.1800, -1429.5383, 0.0000, -311.3023, -1413.9641, 0.0000, 72, 86, 78
L -311.3023, -1413.9641, 0.0000, -295.7281, -1409.0864, 0.0000, 72, 86, 78
L -295.7281, -1409.0864, 0.0000, -299.2916, -1393.1571, 0.0000, 72, 86, 78
L -299.2916, -1393.1571, 0.0000, -288.2399, -1381.1464, 0.0000, 72, 86, 78
L -327.0718, -1381.1464, 0.0000, -332.0679, -1369.0943, 0.0000, 72, 86, 78
L -332.0679, -1369.0943, 0.0000, -344.1200, -1364.0983, 0.0000, 72, 86, 78
L -344.1200, -1364.0983, 0.0000, -356.1721, -1369.0943, 0.0000, 72, 86, 78
L -356.1721, -1369.0943, 0.0000, -361.1681, -1381.1464, 0.0000, 72, 86, 78
L -361.1681, -1381.1464, 0.0000, -356.1721, -1393.1985, 0.0000, 72, 86, 78
L -356.1721, -1393.1985, 0.0000, -344.1200, -1398.1946, 0.0000, 72, 86, 78
L -344.1200, -1398.1946, 0.0000, -332.0679, -1393.1985, 0.0000, 72, 86, 78
L -332.0679, -1393.1985, 0.0000, -327.0718, -1381.1464, 0.0000, 72, 86, 78
L -250.0000, -1440.3414, 0.0000, -257.6717, -1430.4203, 0.0000, 46, 128, 120
L -257.6717, -1430.4203, 0.0000, -258.1689, -1417.8946, 0.0000, 46, 128, 120
L -258.1689, -1417.8946, 0.0000, -270.4223, -1415.2190, 0.0000, 46, 128, 120
L -270.4223, -1415.2190, 0.0000, -278.8575, -1405.9491, 0.0000, 46, 128, 120
L -278.8575, -1405.9491, 0.0000, -289.9625, -1411.7739, 0.0000, 46, 128, 120
L -289.9625, -1411.7739, 0.0000, -302.3875, -1410.0927, 0.0000, 46, 128, 120
L -302.3875, -1410.0927, 0.0000, -307.1468, -1421.6949, 0.0000, 46, 128, 120
L -307.1468, -1421.6949, 0.0000, -317.7427, -1428.3958, 0.0000, 46, 128, 120
L -317.7427, -1428.3958, 0.0000, -313.9305, -1440.3414, 0.0000, 46, 128, 120
L -313.9305, -1440.3414, 0.0000, -317.7427, -1452.2869, 0.0000, 46, 128, 120
L -317.7427, -1452.2869, 0.0000, -307.1468, -1458.9878, 0.0000, 46, 128, 120
L -307.1468, -1458.9878, 0.0000, -302.3875, -1470.5900, 0.0000, 46, 128, 120
