P -597.7400, -587.5473, 0.0000, 120, 80, 40, 3, N
P -597.7400, -459.9927, 0.0000, 96, 70, 44, 1, S
P -533.9627, -523.7700, 0.0000, 96, 70, 44, 1, E
P -661.5173, -523.7700, 0.0000, 96, 70, 44, 1, W
L 326.12, 364.91, 0.0000, 197.75, 336.93, 0.0000, 96, 70, 44
L 197.75, 336.93, 0.0000, 69.39, 364.91, 0.0000, 96, 70, 44
L 69.39, 364.91, 0.0000, -58.97, 340.75, 0.0000, 96, 70, 44
L -58.97, 340.75, 0.0000, -187.33, 364.91, 0.0000, 96, 70, 44
L -187.33, 364.91, 0.0000, -315.69, 345.59, 0.0000, 96, 70, 44
L -315.69, 345.59, 0.0000, -444.06, 364.91, 0.0000, 96, 70, 44
L -444.06, 364.91, 0.0000, -572.42, 335.42, 0.0000, 96, 70, 44
L -572.42, 335.42, 0.0000, -700.78, 364.91, 0.0000, 96, 70, 44
L -700.78, 364.91, 0.0000, -676.16, 240.94, 0.0000, 96, 70, 44
L -676.16, 240.94, 0.0000, -700.78, 116.98, 0.0000, 96, 70, 44
L -700.78, 116.98, 0.0000, -679.12, -6.99, 0.0000, 96, 70, 44
L -679.12, -6.99, 0.0000, -700.78, -130.95, 0.0000, 96, 70, 44
L -700.78, -130.95, 0.0000, -676.70, -254.91, 0.0000, 96, 70, 44
L -676.70, -254.91, 0.0000, -700.78, -378.88, 0.0000, 96, 70, 44
L -700.78, -378.88, 0.0000, -688.22, -502.84, 0.0000, 96, 70, 44
L -688.22, -502.84, 0.0000, -700.78, -626.81, 0.0000, 96, 70, 44
L -652.78, -578.81, 0.0000, -483.12, -566.75, 0.0000, 180, 150, 60
L 365.18, -578.81, 0.0000, 534.84, -567.79, 0.0000, 180, 150, 60
L 534.84, -578.81, 0.0000, 519.52, -399.67, 0.0000, 180, 150, 60
L 519.52, -399.67, 0.0000, 534.84, -220.52, 0.0000, 180, 150, 60
L 534.84, -220.52, 0.0000, 519.57, -41.38, 0.0000, 180, 150, 60
L 519.57, -41.38, 0.0000, 534.84, 137.77, 0.0000, 180, 150, 60
L 534.84, 137.77, 0.0000, 521.99, 316.91, 0.0000, 180, 150, 60
L 534.84, 316.91, 0.0000, 365.18, 305.42, 0.0000, 180, 150, 60
L 365.18, 305.42, 0.0000, 195.52, 316.91, 0.0000, 180, 150, 60
L 195.52, 316.91, 0.0000, 25.86, 310.79, 0.0000, 180, 150, 60
L 25.86, 310.79, 0.0000, -143.80, 316.91, 0.0000, 180, 150, 60
L -143.80, 316.91, 0.0000, -313.46, 307.20, 0.0000, 180, 150, 60
L -313.46, 307.20, 0.0000, -483.12, 316.91, 0.0000, 180, 150, 60
L -483.12, 316.91, 0.0000, -652.78, 309.73, 0.0000, 180, 150, 60
L -652.78, 316.91, 0.0000, -636.40, 137.77, 0.0000, 180, 150, 60
L -636.40, 137.77, 0.0000, -652.78, -41.38, 0.0000, 180, 150, 60
L -652.78, -41.38, 0.0000, -638.99, -220.52, 0.0000, 180, 150, 60
L -638.99, -220.52, 0.0000, -652.78, -399.67, 0.0000, 180, 150, 60
L -652.78, -399.67, 0.0000, -638.07, -578.81, 0.0000, 180, 150, 60
L -468.17, -386.81, 0.0000, -468.17, -506.81, 0.0000, 120, 80, 40
L -460.17, -376.81, 0.0000, -460.17, -496.81, 0.0000, 180, 150, 60
L -468.17, -440.81, 0.0000, -400.85, -506.81, 0.0000, 120, 80, 40
L -460.17, -430.81, 0.0000, -392.85, -496.81, 0.0000, 180, 150, 60
L -448.37, -452.81, 0.0000, -396.89, -386.81, 0.0000, 120, 80, 40
L -440.37, -442.81, 0.0000, -388.89, -376.81, 0.0000, 180, 150, 60
L -344.97, -386.81, 0.0000, -305.37, -506.81, 0.0000, 120, 80, 40
L -336.97, -376.81, 0.0000, -297.37, -496.81, 0.0000, 180, 150, 60
L -305.37, -506.81, 0.0000, -265.77, -386.81, 0.0000, 120, 80, 40
L -297.37, -496.81, 0.0000, -257.77, -376.81, 0.0000, 180, 150, 60
L -325.17, -434.81, 0.0000, -285.57, -434.81, 0.0000, 120, 80, 40
L -317.17, -424.81, 0.0000, -277.57, -424.81, 0.0000, 180, 150, 60
L -221.77, -506.81, 0.0000, -221.77, -386.81, 0.0000, 120, 80, 40
L -213.77, -496.81, 0.0000, -213.77, -376.81, 0.0000, 180, 150, 60
L -221.77, -386.81, 0.0000, -158.41, -386.81, 0.0000, 120, 80, 40
L -213.77, -376.81, 0.0000, -150.41, -376.81, 0.0000, 180, 150, 60
L -98.57, -386.81, 0.0000, -58.97, -506.81, 0.0000, 120, 80, 40
L -90.57, -376.81, 0.0000, -50.97, -496.81, 0.0000, 180, 150, 60
L -58.97, -506.81, 0.0000, -19.37, -386.81, 0.0000, 120, 80, 40
L -50.97, -496.81, 0.0000, -11.37, -376.81, 0.0000, 180, 150, 60
L -78.77, -434.81, 0.0000, -39.17, -434.81, 0.0000, 120, 80, 40
L -70.77, -424.81, 0.0000, -31.17, -424.81, 0.0000, 180, 150, 60
L 24.63, -386.81, 0.0000, 24.63, -506.81, 0.0000, 120, 80, 40
L 32.63, -376.81, 0.0000, 32.63, -496.81, 0.0000, 180, 150, 60
L 24.63, -506.81, 0.0000, 72.15, -506.81, 0.0000, 120, 80, 40
L 32.63, -496.81, 0.0000, 80.15, -496.81, 0.0000, 180, 150, 60
L 72.15, -506.81, 0.0000, 99.87, -470.81, 0.0000, 120, 80, 40
L 80.15, -496.81, 0.0000, 107.87, -460.81, 0.0000, 180, 150, 60
L 99.87, -470.81, 0.0000, 99.87, -422.81, 0.0000, 120, 80, 40
L 107.87, -460.81, 0.0000, 107.87, -412.81, 0.0000, 180, 150, 60
L 99.87, -422.81, 0.0000, 72.15, -386.81, 0.0000, 120, 80, 40
L 107.87, -412.81, 0.0000, 80.15, -376.81, 0.0000, 180, 150, 60
L 72.15, -386.81, 0.0000, 24.63, -386.81, 0.0000, 120, 80, 40
L 80.15, -376.81, 0.0000, 32.63, -376.81, 0.0000, 180, 150, 60
L 187.43, -386.81, 0.0000, 187.43, -506.81, 0.0000, 120, 80, 40
L 195.43, -376.81, 0.0000, 195.43, -496.81, 0.0000, 180, 150, 60
L 163.67, -506.81, 0.0000, 211.19, -506.81, 0.0000, 120, 80, 40
L 171.67, -496.81, 0.0000, 219.19, -496.81, 0.0000, 180, 150, 60
L 163.67, -386.81, 0.0000, 211.19, -386.81, 0.0000, 120, 80, 40
L 171.67, -376.81, 0.0000, 219.19, -376.81, 0.0000, 180, 150, 60
L 271.03, -386.81, 0.0000, 271.03, -506.81, 0.0000, 120, 80, 40
L 279.03, -376.81, 0.0000, 279.03, -496.81, 0.0000, 180, 150, 60
L 271.03, -506.81, 0.0000, 310.63, -440.81, 0.0000, 120, 80, 40
L 279.03, -496.81, 0.0000, 318.63, -430.81, 0.0000, 180, 150, 60
L 310.63, -440.81, 0.0000, 350.23, -506.81, 0.0000, 120, 80, 40
L 318.63, -430.81, 0.0000, 358.23, -496.81, 0.0000, 180, 150, 60
L 350.23, -506.81, 0.0000, 350.23, -386.81, 0.0000, 120, 80, 40
L 358.23, -496.81, 0.0000, 358.23, -376.81, 0.0000, 180, 150, 60
L -498.17, -340.81, 0.0000, 380.23, -340.81, 0.0000, 180, 150, 60
L -498.17, -548.81, 0.0000, 380.23, -548.81, 0.0000, 180, 150, 60
L  -547.9140, -523.7700, 0.0000, -548.6685, -515.1145, 0.0000, 96, 70, 44
L  -548.6685, -515.1145, 0.0000, -550.9178, -506.7295, 0.0000, 96, 70, 44
L  -550.9178, -506.7295, 0.0000, -554.5907, -498.8570, 0.0000, 96, 70, 44
L  -554.5907, -498.8570, 0.0000, -559.5733, -491.7390, 0.0000, 96, 70, 44
L  -559.5733, -491.7390, 0.0000, -565.7090, -485.6033, 0.0000, 96, 70, 44
L  -565.7090, -485.6033, 0.0000, -572.8270, -480.6207, 0.0000, 96, 70, 44
L  -572.8270, -480.6207, 0.0000, -580.6995, -476.9478, 0.0000, 96, 70, 44
L  -580.6995, -476.9478, 0.0000, -589.0845, -474.6985, 0.0000, 96, 70, 44
L  -589.0845, -474.6985, 0.0000, -597.7400, -473.9440, 0.0000, 96, 70, 44
L  -597.7400, -473.9440, 0.0000, -606.3955, -474.6985, 0.0000, 96, 70, 44
L  -606.3955, -474.6985, 0.0000, -614.7805, -476.9478, 0.0000, 96, 70, 44
L  -614.7805, -476.9478, 0.0000, -622.6530, -480.6207, 0.0000, 96, 70, 44
L  -622.6530, -480.6207, 0.0000, -629.7710, -485.6033, 0.0000, 96, 70, 44
L  -629.7710, -485.6033, 0.0000, -635.9067, -491.7390, 0.0000, 96, 70, 44
L  -635.9067, -491.7390, 0.0000, -640.8893, -498.8570, 0.0000, 96, 70, 44
L  -640.8893, -498.8570, 0.0000, -644.5622, -506.7295, 0.0000, 96, 70, 44
L  -644.5622, -506.7295, 0.0000, -646.8115, -515.1145, 0.0000, 96, 70, 44
L  -646.8115, -515.1145, 0.0000, -647.5660, -523.7700, 0.0000, 96, 70, 44
L  -647.5660, -523.7700, 0.0000, -646.8115, -532.4255, 0.0000, 96, 70, 44
L  -646.8115, -532.4255, 0.0000, -644.5622, -540.8105, 0.0000, 96, 70, 44
L  -644.5622, -540.8105, 0.0000, -640.8893, -548.6830, 0.0000, 96, 70, 44
L  -640.8893, -548.6830, 0.0000, -635.9067, -555.8010, 0.0000, 96, 70, 44
L  -635.9067, -555.8010, 0.0000, -629.7710, -561.9367, 0.0000, 96, 70, 44
L  -629.7710, -561.9367, 0.0000, -622.6530, -566.9193, 0.0000, 96, 70, 44
L  -622.6530, -566.9193, 0.0000, -614.7805, -570.5922, 0.0000, 96, 70, 44
L  -614.7805, -570.5922, 0.0000, -606.3955, -572.8415, 0.0000, 96, 70, 44
L  -606.3955, -572.8415, 0.0000, -597.7400, -573.5960, 0.0000, 96, 70, 44
L  -597.7400, -573.5960, 0.0000, -589.0845, -572.8415, 0.0000, 96, 70, 44
L  -589.0845, -572.8415, 0.0000, -580.6995, -570.5922, 0.0000, 96, 70, 44
L  -580.6995, -570.5922, 0.0000, -572.8270, -566.9193, 0.0000, 96, 70, 44
L  -572.8270, -566.9193, 0.0000, -565.7090, -561.9367, 0.0000, 96, 70, 44
L  -565.7090, -561.9367, 0.0000, -559.5733, -555.8010, 0.0000, 96, 70, 44
L  -559.5733, -555.8010, 0.0000, -554.5907, -548.6830, 0.0000, 96, 70, 44
L  -554.5907, -548.6830, 0.0000, -550.9178, -540.8105, 0.0000, 96, 70, 44
L  -550.9178, -540.8105, 0.0000, -548.6685, -532.4255, 0.0000, 96, 70, 44
L  -548.6685, -532.4255, 0.0000, -547.9140, -523.7700, 0.0000, 96, 70, 44
L  -541.4366, -523.7700, 0.0000, -542.2908, -513.9899, 0.0000, 180, 150, 60
L  -542.2908, -513.9899, 0.0000, -544.8319, -504.5158, 0.0000, 180, 150, 60
L  -544.8319, -504.5158, 0.0000, -548.9817, -495.6183, 0.0000, 180, 150, 60
L  -548.9817, -495.6183, 0.0000, -554.6120, -487.5821, 0.0000, 180, 150, 60
L  -554.6120, -487.5821, 0.0000, -561.5521, -480.6420, 0.0000, 180, 150, 60
L  -561.5521, -480.6420, 0.0000, -569.5883, -475.0117, 0.0000, 180, 150, 60
L  -569.5883, -475.0117, 0.0000, -578.4858, -470.8619, 0.0000, 180, 150, 60
L  -578.4858, -470.8619, 0.0000, -587.9599, -468.3208, 0.0000, 180, 150, 60
L  -587.9599, -468.3208, 0.0000, -597.7400, -467.4666, 0.0000, 180, 150, 60
L  -597.7400, -467.4666, 0.0000, -607.5201, -468.3208, 0.0000, 180, 150, 60
L  -607.5201, -468.3208, 0.0000, -616.9942, -470.8619, 0.0000, 180, 150, 60
L  -616.9942, -470.8619, 0.0000, -625.8917, -475.0117, 0.0000, 180, 150, 60
L  -625.8917, -475.0117, 0.0000, -633.9279, -480.6420, 0.0000, 180, 150, 60
L  -633.9279, -480.6420, 0.0000, -640.8680, -487.5821, 0.0000, 180, 150, 60
L  -640.8680, -487.5821, 0.0000, -646.4983, -495.6183, 0.0000, 180, 150, 60
L  -646.4983, -495.6183, 0.0000, -650.6481, -504.5158, 0.0000, 180, 150, 60
L  -650.6481, -504.5158, 0.0000, -653.1892, -513.9899, 0.0000, 180, 150, 60
L  -653.1892, -513.9899, 0.0000, -654.0434, -523.7700, 0.0000, 180, 150, 60
L  -654.0434, -523.7700, 0.0000, -653.1892, -533.5501, 0.0000, 180, 150, 60
L  -653.1892, -533.5501, 0.0000, -650.6481, -543.0242, 0.0000, 180, 150, 60
L  -650.6481, -543.0242, 0.0000, -646.4983, -551.9217, 0.0000, 180, 150, 60
L  -646.4983, -551.9217, 0.0000, -640.8680, -559.9579, 0.0000, 180, 150, 60
L  -640.8680, -559.9579, 0.0000, -633.9279, -566.8980, 0.0000, 180, 150, 60
L  -633.9279, -566.8980, 0.0000, -625.8917, -572.5283, 0.0000, 180, 150, 60
L  -625.8917, -572.5283, 0.0000, -616.9942, -576.6781, 0.0000, 180, 150, 60
L  -616.9942, -576.6781, 0.0000, -607.5201, -579.2192, 0.0000, 180, 150, 60
L  -607.5201, -579.2192, 0.0000, -597.7400, -580.0734, 0.0000, 180, 150, 60
L  -597.7400, -580.0734, 0.0000, -587.9599, -579.2192, 0.0000, 180, 150, 60
L  -587.9599, -579.2192, 0.0000, -578.4858, -576.6781, 0.0000, 180, 150, 60
L  -578.4858, -576.6781, 0.0000, -569.5883, -572.5283, 0.0000, 180, 150, 60
L  -569.5883, -572.5283, 0.0000, -561.5521, -566.8980, 0.0000, 180, 150, 60
L  -561.5521, -566.8980, 0.0000, -554.6120, -559.9579, 0.0000, 180, 150, 60
L  -554.6120, -559.9579, 0.0000, -548.9817, -551.9217, 0.0000, 180, 150, 60
L  -548.9817, -551.9217, 0.0000, -544.8319, -543.0242, 0.0000, 180, 150, 60
L  -544.8319, -543.0242, 0.0000, -542.2908, -533.5501, 0.0000, 180, 150, 60
L  -542.2908, -533.5501, 0.0000, -541.4366, -523.7700, 0.0000, 180, 150, 60
L  -597.7400, -523.7700, 0.0000, -597.7400, -573.5960, 0.0000, 180, 150, 60
L  -597.7400, -523.7700, 0.0000, -576.5995, -544.9105, 0.0000, 160, 150, 128
L  -597.7400, -523.7700, 0.0000, -547.9140, -523.7700, 0.0000, 180, 150, 60
L  -597.7400, -523.7700, 0.0000, -576.5995, -502.6295, 0.0000, 160, 150, 128
L  -597.7400, -523.7700, 0.0000, -597.7400, -473.9440, 0.0000, 180, 150, 60
L  -597.7400, -523.7700, 0.0000, -618.8805, -502.6295, 0.0000, 160, 150, 128
L  -597.7400, -523.7700, 0.0000, -647.5660, -523.7700, 0.0000, 180, 150, 60
L  -597.7400, -523.7700, 0.0000, -618.8805, -544.9105, 0.0000, 160, 150, 128
L  -597.7400, -548.6830, 0.0000, -597.7400, -568.6134, 0.0000, 120, 80, 40
L  -603.4344, -563.6308, 0.0000, -597.7400, -570.6065, 0.0000, 120, 80, 40
L  -592.0456, -563.6308, 0.0000, -597.7400, -570.6065, 0.0000, 120, 80, 40
L 262.2208, -497.6751, 0.0000, 253.8975, -489.0949, 0.0000, 62, 104, 56
L 253.8975, -489.0949, 0.0000, 245.0832, -480.6740, 0.0000, 62, 104, 56
L 245.0832, -480.6740, 0.0000, 231.0306, -482.9089, 0.0000, 62, 104, 56
L 231.0306, -482.9089, 0.0000, 226.1305, -493.1097, 0.0000, 62, 104, 56
L 226.1305, -493.1097, 0.0000, 221.6441, -503.5796, 0.0000, 62, 104, 56
L 221.6441, -503.5796, 0.0000, 231.0306, -512.4414, 0.0000, 62, 104, 56
L 231.0306, -512.4414, 0.0000, 244.2541, -510.8208, 0.0000, 62, 104, 56
L 244.2541, -510.8208, 0.0000, 257.5548, -508.7718, 0.0000, 62, 104, 56
L 257.5548, -508.7718, 0.0000, 262.2208, -497.6751, 0.0000, 62, 104, 56
L 233.2717, -508.4283, 0.0000, 238.0231, -508.4283, 0.0000, 62, 104, 56
L 240.7527, -508.4283, 0.0000, 244.4504, -508.4283, 0.0000, 62, 104, 56
L 247.0912, -508.4283, 0.0000, 249.5831, -508.4283, 0.0000, 62, 104, 56
L 229.4887, -501.2595, 0.0000, 234.1182, -501.2595, 0.0000, 62, 104, 56
L 236.4904, -501.2595, 0.0000, 239.5903, -501.2595, 0.0000, 62, 104, 56
L 241.4709, -501.2595, 0.0000, 244.8952, -501.2595, 0.0000, 62, 104, 56
L 246.9347, -501.2595, 0.0000, 249.9520, -501.2595, 0.0000, 62, 104, 56
L 252.8742, -501.2595, 0.0000, 253.3661, -501.2595, 0.0000, 62, 104, 56
L 229.4887, -494.0908, 0.0000, 234.0174, -494.0908, 0.0000, 62, 104, 56
L 236.3303, -494.0908, 0.0000, 240.4896, -494.0908, 0.0000, 62, 104, 56
L 242.9088, -494.0908, 0.0000, 247.1798, -494.0908, 0.0000, 62, 104, 56
L 248.8911, -494.0908, 0.0000, 251.6434, -494.0908, 0.0000, 62, 104, 56
L 233.2717, -486.9220, 0.0000, 237.9187, -486.9220, 0.0000, 62, 104, 56
L 240.7796, -486.9220, 0.0000, 245.7186, -486.9220, 0.0000, 62, 104, 56
L 247.4119, -486.9220, 0.0000, 249.5831, -486.9220, 0.0000, 62, 104, 56
L -654.2342, -353.2571, 0.0000, -665.5704, -341.7775, 0.0000, 62, 104, 56
L -665.5704, -341.7775, 0.0000, -677.3950, -330.6592, 0.0000, 62, 104, 56
L -677.3950, -330.6592, 0.0000, -696.2643, -333.3589, 0.0000, 62, 104, 56
L -696.2643, -333.3589, 0.0000, -702.7201, -347.1489, 0.0000, 62, 104, 56
L -702.7201, -347.1489, 0.0000, -708.5502, -361.1052, 0.0000, 62, 104, 56
L -708.5502, -361.1052, 0.0000, -696.2643, -373.1553, 0.0000, 62, 104, 56
L -696.2643, -373.1553, 0.0000, -678.4724, -370.8448, 0.0000, 62, 104, 56
L -678.4724, -370.8448, 0.0000, -660.8177, -368.0068, 0.0000, 62, 104, 56
L -660.8177, -368.0068, 0.0000, -654.2342, -353.2571, 0.0000, 62, 104, 56
L -693.1682, -367.6469, 0.0000, -687.4820, -367.6469, 0.0000, 62, 104, 56
L -685.1028, -367.6469, 0.0000, -681.4303, -367.6469, 0.0000, 62, 104, 56
L -677.9885, -367.6469, 0.0000, -671.3403, -367.6469, 0.0000, 62, 104, 56
L -698.2307, -358.0537, 0.0000, -692.8473, -358.0537, 0.0000, 62, 104, 56
L -690.2615, -358.0537, 0.0000, -685.8263, -358.0537, 0.0000, 62, 104, 56
L -682.9507, -358.0537, 0.0000, -676.8966, -358.0537, 0.0000, 62, 104, 56
L -672.8078, -358.0537, 0.0000, -666.2779, -358.0537, 0.0000, 62, 104, 56
L -698.2307, -348.4605, 0.0000, -691.3247, -348.4605, 0.0000, 62, 104, 56
L -687.6153, -348.4605, 0.0000, -683.8175, -348.4605, 0.0000, 62, 104, 56
L -681.1535, -348.4605, 0.0000, -673.6822, -348.4605, 0.0000, 62, 104, 56
L -670.2640, -348.4605, 0.0000, -666.2779, -348.4605, 0.0000, 62, 104, 56
L -693.1682, -338.8672, 0.0000, -688.6028, -338.8672, 0.0000, 62, 104, 56
L -686.6211, -338.8672, 0.0000, -681.3240, -338.8672, 0.0000, 62, 104, 56
L -678.2285, -338.8672, 0.0000, -673.3813, -338.8672, 0.0000, 62, 104, 56
L -493.2498, 237.2605, 0.0000, -500.7684, 245.3048, 0.0000, 62, 104, 56
L -500.7684, 245.3048, 0.0000, -508.9991, 253.3537, 0.0000, 62, 104, 56
L -508.9991, 253.3537, 0.0000, -522.0646, 250.9022, 0.0000, 62, 104, 56
L -522.0646, 250.9022, 0.0000, -526.8012, 241.5408, 0.0000, 62, 104, 56
L -526.8012, 241.5408, 0.0000, -531.1864, 231.6714, 0.0000, 62, 104, 56
L -531.1864, 231.6714, 0.0000, -522.0646, 223.6188, 0.0000, 62, 104, 56
L -522.0646, 223.6188, 0.0000, -509.8095, 224.9358, 0.0000, 62, 104, 56
L -509.8095, 224.9358, 0.0000, -497.1935, 226.7564, 0.0000, 62, 104, 56
L -497.1935, 226.7564, 0.0000, -493.2498, 237.2605, 0.0000, 62, 104, 56
L -520.0928, 227.1964, 0.0000, -517.6214, 227.1964, 0.0000, 62, 104, 56
L -515.5722, 227.1964, 0.0000, -512.1812, 227.1964, 0.0000, 62, 104, 56
L -510.1759, 227.1964, 0.0000, -505.0225, 227.1964, 0.0000, 62, 104, 56
L -523.6334, 233.9058, 0.0000, -520.7173, 233.9058, 0.0000, 62, 104, 56
L -518.9868, 233.9058, 0.0000, -516.5580, 233.9058, 0.0000, 62, 104, 56
L -514.0100, 233.9058, 0.0000, -510.1214, 233.9058, 0.0000, 62, 104, 56
L -508.1184, 233.9058, 0.0000, -504.1650, 233.9058, 0.0000, 62, 104, 56
L -501.6765, 233.9058, 0.0000, -501.2860, 233.9058, 0.0000, 62, 104, 56
L -523.6334, 240.6152, 0.0000, -518.7450, 240.6152, 0.0000, 62, 104, 56
L -517.2498, 240.6152, 0.0000, -512.3157, 240.6152, 0.0000, 62, 104, 56
L -509.9015, 240.6152, 0.0000, -507.4238, 240.6152, 0.0000, 62, 104, 56
L -505.9723, 240.6152, 0.0000, -502.9424, 240.6152, 0.0000, 62, 104, 56
L -520.0928, 247.3246, 0.0000, -516.3492, 247.3246, 0.0000, 62, 104, 56
L -514.2130, 247.3246, 0.0000, -510.0242, 247.3246, 0.0000, 62, 104, 56
L -508.6464, 247.3246, 0.0000, -504.8266, 247.3246, 0.0000, 62, 104, 56
L 537.2908, 160.3881, 0.0000, 529.3406, 168.3353, 0.0000, 62, 104, 56
L 529.3406, 168.3353, 0.0000, 521.1347, 175.9401, 0.0000, 62, 104, 56
L 521.1347, 175.9401, 0.0000, 508.0404, 174.2361, 0.0000, 62, 104, 56
L 508.0404, 174.2361, 0.0000, 503.6223, 164.6167, 0.0000, 62, 104, 56
L 503.6223, 164.6167, 0.0000, 499.6936, 154.9870, 0.0000, 62, 104, 56
L 499.6936, 154.9870, 0.0000, 508.0404, 146.5402, 0.0000, 62, 104, 56
L 508.0404, 146.5402, 0.0000, 520.4087, 148.2124, 0.0000, 62, 104, 56
L 520.4087, 148.2124, 0.0000, 532.5433, 150.2373, 0.0000, 62, 104, 56
L 532.5433, 150.2373, 0.0000, 537.2908, 160.3881, 0.0000, 62, 104, 56
L 510.2366, 150.4285, 0.0000, 514.9996, 150.4285, 0.0000, 62, 104, 56
L 517.8577, 150.4285, 0.0000, 523.1284, 150.4285, 0.0000, 62, 104, 56
L 525.0982, 150.4285, 0.0000, 525.3444, 150.4285, 0.0000, 62, 104, 56
L 506.7327, 157.0682, 0.0000, 509.6281, 157.0682, 0.0000, 62, 104, 56
L 512.2944, 157.0682, 0.0000, 515.5752, 157.0682, 0.0000, 62, 104, 56
L 517.1040, 157.0682, 0.0000, 519.9322, 157.0682, 0.0000, 62, 104, 56
L 522.6742, 157.0682, 0.0000, 526.2495, 157.0682, 0.0000, 62, 104, 56
L 506.7327, 163.7080, 0.0000, 511.8096, 163.7080, 0.0000, 62, 104, 56
L 514.5841, 163.7080, 0.0000, 517.8927, 163.7080, 0.0000, 62, 104, 56
L 520.7140, 163.7080, 0.0000, 525.0002, 163.7080, 0.0000, 62, 104, 56
L 527.7161, 163.7080, 0.0000, 528.8483, 163.7080, 0.0000, 62, 104, 56
L 510.2366, 170.3478, 0.0000, 514.6669, 170.3478, 0.0000, 62, 104, 56
L 516.3855, 170.3478, 0.0000, 518.8288, 170.3478, 0.0000, 62, 104, 56
L 521.2067, 170.3478, 0.0000, 525.3444, 170.3478, 0.0000, 62, 104, 56
L 581.5244, 58.3918, 0.0000, 581.7284, 70.2735, 0.0000, 62, 104, 56
L 581.7284, 70.2735, 0.0000, 567.8819, 74.3049, 0.0000, 62, 104, 56
L 567.8819, 74.3049, 0.0000, 555.9279, 70.5099, 0.0000, 62, 104, 56
L 555.9279, 70.5099, 0.0000, 543.2773, 64.7139, 0.0000, 62, 104, 56
L 543.2773, 64.7139, 0.0000, 545.9430, 52.8653, 0.0000, 62, 104, 56
L 545.9430, 52.8653, 0.0000, 555.9279, 46.2737, 0.0000, 62, 104, 56
L 555.9279, 46.2737, 0.0000, 568.3745, 40.1880, 0.0000, 62, 104, 56
L 568.3745, 40.1880, 0.0000, 579.5554, 48.0053, 0.0000, 62, 104, 56
L 579.5554, 48.0053, 0.0000, 581.5244, 58.3918, 0.0000, 62, 104, 56
L 556.1378, 47.4191, 0.0000, 561.7527, 47.4191, 0.0000, 62, 104, 56
