P 196.9200, -752.2820, 0.0000, 150, 60, 25, 3, N
P 196.9200, -573.0820, 0.0000, 110, 90, 70, 1, S
P 286.5200, -662.6820, 0.0000, 110, 90, 70, 1, E
P 107.3200, -662.6820, 0.0000, 110, 90, 70, 1, W
L  236.4700, -731.1820, 0.0000, 247.7600, -723.2720, 0.0000, 180, 150, 60
L  247.7600, -723.2720, 0.0000, 257.5100, -713.5220, 0.0000, 180, 150, 60
L  257.5100, -713.5220, 0.0000, 265.4200, -702.2320, 0.0000, 180, 150, 60
L  265.4200, -702.2320, 0.0000, 271.2500, -689.7320, 0.0000, 180, 150, 60
L  271.2500, -689.7320, 0.0000, 274.8200, -676.4220, 0.0000, 180, 150, 60
L  274.8200, -676.4220, 0.0000, 276.0200, -662.6820, 0.0000, 180, 150, 60
L  196.9200, -662.6820, 0.0000, 196.9200, -732.6820, 0.0000, 180, 150, 60
L  196.9200, -662.6820, 0.0000, 226.6200, -692.3820, 0.0000, 150, 138, 120
L  196.9200, -662.6820, 0.0000, 266.9200, -662.6820, 0.0000, 180, 150, 60
L  196.9200, -662.6820, 0.0000, 226.6200, -632.9820, 0.0000, 150, 138, 120
L  196.9200, -662.6820, 0.0000, 196.9200, -592.6820, 0.0000, 180, 150, 60
L  196.9200, -662.6820, 0.0000, 167.2200, -632.9820, 0.0000, 150, 138, 120
L  196.9200, -662.6820, 0.0000, 126.9200, -662.6820, 0.0000, 180, 150, 60
L  196.9200, -662.6820, 0.0000, 167.2200, -692.3820, 0.0000, 150, 138, 120
L  196.9200, -697.6820, 0.0000, 196.9200, -725.6820, 0.0000, 150, 60, 25
L  188.9200, -718.6820, 0.0000, 196.9200, -728.4820, 0.0000, 150, 60, 25
L  204.9200, -718.6820, 0.0000, 196.9200, -728.4820, 0.0000, 150, 60, 25
L 858.5143, -107.6326, 0.0000, 851.6842, -97.2641, 0.0000, 62, 104, 56
L 851.6842, -97.2641, 0.0000, 839.4897, -94.2641, 0.0000, 62, 104, 56
L 839.4897, -94.2641, 0.0000, 825.6655, -92.0810, 0.0000, 62, 104, 56
L 825.6655, -92.0810, 0.0000, 818.1301, -102.1156, 0.0000, 62, 104, 56
L 818.1301, -102.1156, 0.0000, 821.0590, -112.2754, 0.0000, 62, 104, 56
L 821.0590, -112.2754, 0.0000, 825.6655, -123.1841, 0.0000, 62, 104, 56
L 825.6655, -123.1841, 0.0000, 840.0310, -123.5180, 0.0000, 62, 104, 56
L 840.0310, -123.5180, 0.0000, 849.2965, -116.3582, 0.0000, 62, 104, 56
L 849.2965, -116.3582, 0.0000, 858.5143, -107.6326, 0.0000, 62, 104, 56
L 828.4594, -118.3857, 0.0000, 832.3263, -118.3857, 0.0000, 62, 104, 56
L 834.7218, -118.3857, 0.0000, 840.1481, -118.3857, 0.0000, 62, 104, 56
L 842.7803, -118.3857, 0.0000, 844.7708, -118.3857, 0.0000, 62, 104, 56
L 824.6764, -111.2169, 0.0000, 829.9788, -111.2169, 0.0000, 62, 104, 56
L 832.2740, -111.2169, 0.0000, 836.1933, -111.2169, 0.0000, 62, 104, 56
L 837.6615, -111.2169, 0.0000, 842.8298, -111.2169, 0.0000, 62, 104, 56
L 845.4645, -111.2169, 0.0000, 848.3271, -111.2169, 0.0000, 62, 104, 56
L 824.6764, -104.0482, 0.0000, 830.3214, -104.0482, 0.0000, 62, 104, 56
L 832.5849, -104.0482, 0.0000, 835.3091, -104.0482, 0.0000, 62, 104, 56
L 837.8978, -104.0482, 0.0000, 841.5757, -104.0482, 0.0000, 62, 104, 56
L 844.4769, -104.0482, 0.0000, 847.3507, -104.0482, 0.0000, 62, 104, 56
L 828.4594, -96.8794, 0.0000, 833.7642, -96.8794, 0.0000, 62, 104, 56
L 835.8335, -96.8794, 0.0000, 840.7029, -96.8794, 0.0000, 62, 104, 56
L 843.3398, -96.8794, 0.0000, 844.7708, -96.8794, 0.0000, 62, 104, 56
L 322.3548, -788.1332, 0.0000, 317.7322, -772.8554, 0.0000, 62, 104, 56
L 317.7322, -772.8554, 0.0000, 299.3434, -770.3908, 0.0000, 62, 104, 56
L 299.3434, -770.3908, 0.0000, 282.1148, -769.0824, 0.0000, 62, 104, 56
L 282.1148, -769.0824, 0.0000, 268.2908, -780.0040, 0.0000, 62, 104, 56
L 268.2908, -780.0040, 0.0000, 274.8823, -794.2950, 0.0000, 62, 104, 56
L 274.8823, -794.2950, 0.0000, 282.1148, -807.1839, 0.0000, 62, 104, 56
L 282.1148, -807.1839, 0.0000, 300.5614, -811.5401, 0.0000, 62, 104, 56
L 300.5614, -811.5401, 0.0000, 312.3588, -799.7137, 0.0000, 62, 104, 56
L 312.3588, -799.7137, 0.0000, 322.3548, -788.1332, 0.0000, 62, 104, 56
L 284.6142, -802.5230, 0.0000, 291.7067, -802.5230, 0.0000, 62, 104, 56
L 294.2750, -802.5230, 0.0000, 300.7233, -802.5230, 0.0000, 62, 104, 56
L 303.3737, -802.5230, 0.0000, 306.4421, -802.5230, 0.0000, 62, 104, 56
L 279.5518, -792.9298, 0.0000, 283.3237, -792.9298, 0.0000, 62, 104, 56
L 287.5378, -792.9298, 0.0000, 291.9984, -792.9298, 0.0000, 62, 104, 56
L 296.0142, -792.9298, 0.0000, 299.7101, -792.9298, 0.0000, 62, 104, 56
L 303.4822, -792.9298, 0.0000, 310.0697, -792.9298, 0.0000, 62, 104, 56
L 279.5518, -783.3366, 0.0000, 286.0543, -783.3366, 0.0000, 62, 104, 56
L 289.8174, -783.3366, 0.0000, 294.2141, -783.3366, 0.0000, 62, 104, 56
L 297.2704, -783.3366, 0.0000, 301.5086, -783.3366, 0.0000, 62, 104, 56
L 304.2990, -783.3366, 0.0000, 307.9666, -783.3366, 0.0000, 62, 104, 56
L 311.4589, -783.3366, 0.0000, 311.5046, -783.3366, 0.0000, 62, 104, 56
L 284.6142, -773.7433, 0.0000, 289.2173, -773.7433, 0.0000, 62, 104, 56
L 293.2806, -773.7433, 0.0000, 300.6694, -773.7433, 0.0000, 62, 104, 56
L 304.4217, -773.7433, 0.0000, 306.4421, -773.7433, 0.0000, 62, 104, 56
L 273.8955, -794.0671, 0.0000, 265.4174, -785.9754, 0.0000, 62, 104, 56
L 265.4174, -785.9754, 0.0000, 256.9239, -778.8766, 0.0000, 62, 104, 56
L 256.9239, -778.8766, 0.0000, 243.5384, -779.6952, 0.0000, 62, 104, 56
L 243.5384, -779.6952, 0.0000, 239.2316, -789.7616, 0.0000, 62, 104, 56
L 239.2316, -789.7616, 0.0000, 235.9811, -799.3427, 0.0000, 62, 104, 56
L 235.9811, -799.3427, 0.0000, 243.5384, -808.4389, 0.0000, 62, 104, 56
L 243.5384, -808.4389, 0.0000, 256.3232, -806.4641, 0.0000, 62, 104, 56
L 256.3232, -806.4641, 0.0000, 268.0673, -803.9819, 0.0000, 62, 104, 56
L 268.0673, -803.9819, 0.0000, 273.8955, -794.0671, 0.0000, 62, 104, 56
L 246.0243, -804.1311, 0.0000, 250.0285, -804.1311, 0.0000, 62, 104, 56
L 251.9849, -804.1311, 0.0000, 256.9560, -804.1311, 0.0000, 62, 104, 56
L 259.3484, -804.1311, 0.0000, 261.2905, -804.1311, 0.0000, 62, 104, 56
L 242.4837, -797.4218, 0.0000, 247.4572, -797.4218, 0.0000, 62, 104, 56
L 248.9001, -797.4218, 0.0000, 252.1419, -797.4218, 0.0000, 62, 104, 56
L 254.0068, -797.4218, 0.0000, 258.0406, -797.4218, 0.0000, 62, 104, 56
L 259.4131, -797.4218, 0.0000, 262.5024, -797.4218, 0.0000, 62, 104, 56
L 263.9082, -797.4218, 0.0000, 264.8311, -797.4218, 0.0000, 62, 104, 56
L 242.4837, -790.7124, 0.0000, 246.3281, -790.7124, 0.0000, 62, 104, 56
L 247.8012, -790.7124, 0.0000, 252.1493, -790.7124, 0.0000, 62, 104, 56
L 254.6579, -790.7124, 0.0000, 259.4239, -790.7124, 0.0000, 62, 104, 56
L 262.3355, -790.7124, 0.0000, 264.8311, -790.7124, 0.0000, 62, 104, 56
L 246.0243, -784.0030, 0.0000, 250.6057, -784.0030, 0.0000, 62, 104, 56
L 252.2064, -784.0030, 0.0000, 256.1701, -784.0030, 0.0000, 62, 104, 56
L 258.1082, -784.0030, 0.0000, 261.0430, -784.0030, 0.0000, 62, 104, 56
L 905.9686, -898.4882, 0.0000, 906.0375, -888.0306, 0.0000, 62, 104, 56
L 906.0375, -888.0306, 0.0000, 894.1148, -883.2533, 0.0000, 62, 104, 56
L 894.1148, -883.2533, 0.0000, 883.2739, -887.7439, 0.0000, 62, 104, 56
L 883.2739, -887.7439, 0.0000, 872.1948, -892.9238, 0.0000, 62, 104, 56
L 872.1948, -892.9238, 0.0000, 873.1107, -903.7793, 0.0000, 62, 104, 56
L 873.1107, -903.7793, 0.0000, 883.2739, -909.2325, 0.0000, 62, 104, 56
L 883.2739, -909.2325, 0.0000, 894.2841, -914.5103, 0.0000, 62, 104, 56
L 894.2841, -914.5103, 0.0000, 905.2908, -908.4321, 0.0000, 62, 104, 56
L 905.2908, -908.4321, 0.0000, 905.9686, -898.4882, 0.0000, 62, 104, 56
L 883.2849, -908.4479, 0.0000, 885.8165, -908.4479, 0.0000, 62, 104, 56
L 887.6378, -908.4479, 0.0000, 892.6602, -908.4479, 0.0000, 62, 104, 56
L 895.3045, -908.4479, 0.0000, 898.3927, -908.4479, 0.0000, 62, 104, 56
L 879.7810, -901.8081, 0.0000, 882.3835, -901.8081, 0.0000, 62, 104, 56
L 884.2813, -901.8081, 0.0000, 889.1125, -901.8081, 0.0000, 62, 104, 56
L 890.5359, -901.8081, 0.0000, 893.3567, -901.8081, 0.0000, 62, 104, 56
L 895.9839, -901.8081, 0.0000, 900.3562, -901.8081, 0.0000, 62, 104, 56
L 879.7810, -895.1683, 0.0000, 883.8227, -895.1683, 0.0000, 62, 104, 56
L 886.4329, -895.1683, 0.0000, 890.4721, -895.1683, 0.0000, 62, 104, 56
L 892.2268, -895.1683, 0.0000, 895.8970, -895.1683, 0.0000, 62, 104, 56
L 897.4218, -895.1683, 0.0000, 901.8966, -895.1683, 0.0000, 62, 104, 56
L 883.2849, -888.5286, 0.0000, 886.8920, -888.5286, 0.0000, 62, 104, 56
L 889.5657, -888.5286, 0.0000, 892.8046, -888.5286, 0.0000, 62, 104, 56
L 894.8077, -888.5286, 0.0000, 898.3927, -888.5286, 0.0000, 62, 104, 56
L 1020.1922, -372.5997, 0.0000, 1018.8452, -361.9430, 0.0000, 62, 104, 56
L 1018.8452, -361.9430, 0.0000, 1007.2224, -354.6247, 0.0000, 62, 104, 56
L 1007.2224, -354.6247, 0.0000, 994.9397, -360.6445, 0.0000, 62, 104, 56
L 994.9397, -360.6445, 0.0000, 984.3583, -366.9294, 0.0000, 62, 104, 56
L 984.3583, -366.9294, 0.0000, 982.4406, -378.8424, 0.0000, 62, 104, 56
L 982.4406, -378.8424, 0.0000, 994.9397, -384.5550, 0.0000, 62, 104, 56
L 994.9397, -384.5550, 0.0000, 1006.8680, -388.9267, 0.0000, 62, 104, 56
L 1006.8680, -388.9267, 0.0000, 1020.4085, -384.3321, 0.0000, 62, 104, 56
L 1020.4085, -384.3321, 0.0000, 1020.1922, -372.5997, 0.0000, 62, 104, 56
L 995.0349, -383.5725, 0.0000, 999.2692, -383.5725, 0.0000, 62, 104, 56
L 1001.3642, -383.5725, 0.0000, 1006.3217, -383.5725, 0.0000, 62, 104, 56
L 1008.5690, -383.5725, 0.0000, 1011.6794, -383.5725, 0.0000, 62, 104, 56
L 991.1746, -376.2573, 0.0000, 994.8860, -376.2573, 0.0000, 62, 104, 56
L 997.1840, -376.2573, 0.0000, 1001.2701, -376.2573, 0.0000, 62, 104, 56
L 1002.8874, -376.2573, 0.0000, 1006.4707, -376.2573, 0.0000, 62, 104, 56
L 1008.5282, -376.2573, 0.0000, 1014.0652, -376.2573, 0.0000, 62, 104, 56
L 991.1746, -368.9422, 0.0000, 996.7004, -368.9422, 0.0000, 62, 104, 56
L 998.2214, -368.9422, 0.0000, 1001.5902, -368.9422, 0.0000, 62, 104, 56
L 1003.9981, -368.9422, 0.0000, 1006.8287, -368.9422, 0.0000, 62, 104, 56
L 1008.6944, -368.9422, 0.0000, 1013.1297, -368.9422, 0.0000, 62, 104, 56
L 1014.5943, -368.9422, 0.0000, 1015.5397, -368.9422, 0.0000, 62, 104, 56
L 995.0349, -361.6270, 0.0000, 998.4427, -361.6270, 0.0000, 62, 104, 56
L 1001.4777, -361.6270, 0.0000, 1005.3557, -361.6270, 0.0000, 62, 104, 56
L 1007.2890, -361.6270, 0.0000, 1011.6794, -361.6270, 0.0000, 62, 104, 56
L 134.2722, -738.3384, 0.0000, 124.5325, -728.0294, 0.0000, 62, 104, 56
L 124.5325, -728.0294, 0.0000, 113.9742, -717.7631, 0.0000, 62, 104, 56
L 113.9742, -717.7631, 0.0000, 97.1886, -720.7821, 0.0000, 62, 104, 56
L 97.1886, -720.7821, 0.0000, 91.1709, -732.8531, 0.0000, 62, 104, 56
L 91.1709, -732.8531, 0.0000, 85.6074, -745.4842, 0.0000, 62, 104, 56
L 85.6074, -745.4842, 0.0000, 97.1886, -755.8948, 0.0000, 62, 104, 56
L 97.1886, -755.8948, 0.0000, 112.9461, -754.1327, 0.0000, 62, 104, 56
L 112.9461, -754.1327, 0.0000, 129.0678, -751.7680, 0.0000, 62, 104, 56
L 129.0678, -751.7680, 0.0000, 134.2722, -738.3384, 0.0000, 62, 104, 56
L 99.7616, -751.2440, 0.0000, 103.9174, -751.2440, 0.0000, 62, 104, 56
L 106.5865, -751.2440, 0.0000, 111.7554, -751.2440, 0.0000, 62, 104, 56
L 113.6857, -751.2440, 0.0000, 118.6843, -751.2440, 0.0000, 62, 104, 56
L 95.2214, -742.6403, 0.0000, 100.4488, -742.6403, 0.0000, 62, 104, 56
L 103.2410, -742.6403, 0.0000, 109.3287, -742.6403, 0.0000, 62, 104, 56
L 111.9806, -742.6403, 0.0000, 116.1197, -742.6403, 0.0000, 62, 104, 56
L 119.5729, -742.6403, 0.0000, 123.3027, -742.6403, 0.0000, 62, 104, 56
L 95.2214, -734.0366, 0.0000, 101.6634, -734.0366, 0.0000, 62, 104, 56
L 104.5159, -734.0366, 0.0000, 109.5680, -734.0366, 0.0000, 62, 104, 56
L 111.4243, -734.0366, 0.0000, 115.1777, -734.0366, 0.0000, 62, 104, 56
L 118.4935, -734.0366, 0.0000, 123.8783, -734.0366, 0.0000, 62, 104, 56
L 99.7616, -725.4329, 0.0000, 103.3788, -725.4329, 0.0000, 62, 104, 56
L 106.5949, -725.4329, 0.0000, 113.4372, -725.4329, 0.0000, 62, 104, 56
L 116.9585, -725.4329, 0.0000, 119.3380, -725.4329, 0.0000, 62, 104, 56
L 274.0924, -83.4946, 0.0000, 265.4709, -75.0304, 0.0000, 86, 132, 70
L 265.4709, -75.0304, 0.0000, 256.1914, -69.4404, 0.0000, 86, 132, 70
L 256.1914, -69.4404, 0.0000, 242.7077, -68.6362, 0.0000, 86, 132, 70
L 242.7077, -68.6362, 0.0000, 238.0791, -78.9909, 0.0000, 86, 132, 70
L 238.0791, -78.9909, 0.0000, 236.8151, -88.3756, 0.0000, 86, 132, 70
L 236.8151, -88.3756, 0.0000, 242.7077, -98.3530, 0.0000, 86, 132, 70
L 242.7077, -98.3530, 0.0000, 255.9578, -96.4626, 0.0000, 86, 132, 70
L 255.9578, -96.4626, 0.0000, 266.5013, -92.6679, 0.0000, 86, 132, 70
L 266.5013, -92.6679, 0.0000, 274.0924, -83.4946, 0.0000, 86, 132, 70
L 245.5383, -93.5559, 0.0000, 249.5414, -93.5559, 0.0000, 62, 104, 56
L 251.4972, -93.5559, 0.0000, 256.4669, -93.5559, 0.0000, 62, 104, 56
L 258.8587, -93.5559, 0.0000, 260.8003, -93.5559, 0.0000, 62, 104, 56
L 241.9986, -86.8484, 0.0000, 246.9708, -86.8484, 0.0000, 62, 104, 56
L 248.4133, -86.8484, 0.0000, 251.6542, -86.8484, 0.0000, 62, 104, 56
L 253.5186, -86.8484, 0.0000, 257.5512, -86.8484, 0.0000, 62, 104, 56
L 258.9234, -86.8484, 0.0000, 262.0118, -86.8484, 0.0000, 62, 104, 56
L 263.4172, -86.8484, 0.0000, 264.3399, -86.8484, 0.0000, 62, 104, 56
L 241.9986, -80.1408, 0.0000, 245.8419, -80.1408, 0.0000, 62, 104, 56
L 247.3147, -80.1408, 0.0000, 251.6616, -80.1408, 0.0000, 62, 104, 56
L 254.1695, -80.1408, 0.0000, 258.9342, -80.1408, 0.0000, 62, 104, 56
L 261.8450, -80.1408, 0.0000, 264.3399, -80.1408, 0.0000, 62, 104, 56
L 245.5383, -73.4333, 0.0000, 250.1184, -73.4333, 0.0000, 62, 104, 56
L 251.7186, -73.4333, 0.0000, 255.6813, -73.4333, 0.0000, 62, 104, 56
L 257.6188, -73.4333, 0.0000, 260.5528, -73.4333, 0.0000, 62, 104, 56
L 995.4429, -155.2400, 0.0000, 995.4976, -139.7924, 0.0000, 86, 132, 70
L 995.4976, -139.7924, 0.0000, 977.3250, -135.3441, 0.0000, 86, 132, 70
L 977.3250, -135.3441, 0.0000, 961.8486, -139.3355, 0.0000, 86, 132, 70
L 961.8486, -139.3355, 0.0000, 945.5066, -147.0205, 0.0000, 86, 132, 70
L 945.5066, -147.0205, 0.0000, 949.8949, -162.1498, 0.0000, 86, 132, 70
L 949.8949, -162.1498, 0.0000, 961.8486, -171.1445, 0.0000, 86, 132, 70
L 961.8486, -171.1445, 0.0000, 978.1359, -178.9071, 0.0000, 86, 132, 70
